location,time_operation,lcohp,scenario
ROW,5,150.60152439209747,SelfSuff40
ROW,6,156.57368254806048,SelfSuff40
ROW,7,156.57368254806048,SelfSuff40
ROW,8,158.55415732229235,SelfSuff40
ROW,9,164.71389915543276,SelfSuff40
ROW,10,164.7408060289387,SelfSuff40
ROW,11,236.6835755858821,SelfSuff40
ROW,12,168.10259352033177,SelfSuff40
ROW,13,168.107024128603,SelfSuff40
USA,0,167.57837454528544,SelfSuff40
USA,1,165.69450452124713,SelfSuff40
USA,2,163.91909248180013,SelfSuff40
USA,3,164.32907942902244,SelfSuff40
USA,4,185.87750335056964,SelfSuff40
USA,5,187.1320723727895,SelfSuff40
USA,6,194.18161921354934,SelfSuff40
USA,7,189.41906579193432,SelfSuff40
USA,8,186.44179171275,SelfSuff40
USA,9,183.99687082036414,SelfSuff40
USA,10,179.27819705534364,SelfSuff40
USA,11,172.10051168456963,SelfSuff40
USA,12,174.308752395742,SelfSuff40
USA,13,174.87007715233563,SelfSuff40
