,technology,node,time_storage_level,value_scenario_,value_scenario_DemandMet,value_scenario_FastDiffusion,value_scenario_Recycling,value_scenario_SelfSuff40,value_scenario_Tariffs
26,Aluminium_storage,AUT,12,0.0,0.0,0.0,0.0,0.0,0.0
27,Aluminium_storage,AUT,13,0.0,0.0,0.0,0.0,0.0,0.0
28,Aluminium_storage,BRA,0,0.0,0.0,0.0,0.0,0.0,0.0
29,Aluminium_storage,BRA,1,0.0,0.0,0.0,0.0,0.0,0.0
30,Aluminium_storage,BRA,2,0.0,0.0,0.0,0.0,0.0,0.0
31,Aluminium_storage,BRA,3,0.0,0.0,0.0,0.0,0.0,0.0
32,Aluminium_storage,BRA,4,0.0,0.0,0.0,0.0,0.0,0.0
33,Aluminium_storage,BRA,5,0.0,0.0,0.0,0.0,0.0,0.0
34,Aluminium_storage,BRA,6,0.0,0.0,0.0,0.0,0.0,0.0
35,Aluminium_storage,BRA,7,0.0,0.0,0.0,0.0,0.0,0.0
36,Aluminium_storage,BRA,8,0.0,0.0,0.0,0.0,0.0,0.0
37,Aluminium_storage,BRA,9,0.0,0.0,0.0,0.0,0.0,0.0
38,Aluminium_storage,BRA,10,0.0,0.0,0.0,0.0,0.0,0.0
39,Aluminium_storage,BRA,11,0.0,0.0,0.0,0.0,0.0,0.0
40,Aluminium_storage,BRA,12,0.0,0.0,0.0,0.0,0.0,0.0
41,Aluminium_storage,BRA,13,0.0,0.0,0.0,0.0,0.0,0.0
42,Aluminium_storage,CHN,0,0.0,0.0,0.0,0.0,0.0,0.0
43,Aluminium_storage,CHN,1,0.0,0.0,0.0,0.0,0.0,0.0
44,Aluminium_storage,CHN,2,0.0,0.0,0.0,0.0,0.0,0.0
45,Aluminium_storage,CHN,3,0.0,0.0,0.0,0.0,0.0,0.0
