location,0,1,2,3,4,5,6,7,8,9,10,11,12,13
AUS,2.371373643072865,2.2939643859702508,2.2777445418145454,2.20805278869406,2.194250189589725,2.182763457947586,1.9258337597610686,1.9186584590734546,1.8012589723906218,1.8279047033042533,1.7678342629250736,1.283492475618062,1.1547868278055335,1.0492458339062127
AUT,7.098844293760472,6.882417218776025,6.6227982692219936,4.58544281911278,4.58544281911278,4.58544281911278,4.586106792574925,4.5890844289925905,3.1209878607657338,2.331062015295424,2.3000423602097997,2.041945974268434,2.078649215290908,2.078649215290908
BRA,0.9335437990462555,0.6471765065832737,0.48566742534929563,0.4598896121075202,0.4598896121075202,0.4589815787588568,0.4595660171745461,0.45990476959091264,0.459420220532223,0.459420220532223,0.459420220532223,0.46665395112978736,0.45466362484071965,0.45466362484071965
CHN,0.09146977520638107,0.08982874799468137,0.0925779683746867,0.08429164638523179,0.08675658846872285,0.08933465702072639,0.09188757043458948,0.09705046423521357,0.10862023009013941,0.11473116488051666,0.1162702074118329,0.09113614408574981,0.0827488166328166,0.06905900485647026
CZE,4.2207397777538835,4.548092464245876,4.813254107581745,4.331676868821353,4.387114142211433,4.335166131230289,4.169143652614361,4.005508463744003,8.135297153249446,8.606051139377492,6.461081042153963,3.482355372565322,2.988785338069012,2.1304317423928234
DEU,1.7589720279100791,1.7214938326085345,1.6795620263372861,1.6531937582359075,1.6158802163778327,1.5810829734764862,1.5381165799711396,1.5080341787262692,1.4708890744591498,1.485754791342364,1.527441196896502,1.3169731552320814,1.3507204718816752,1.2185593865396585
ITA,1.968230877056129,1.9566639682018907,1.931794289748483,1.9111316838231096,1.8722174457628014,1.9730836218539647,2.1058613529936507,2.186009712169275,1.5301109390204668,1.5914377537034763,1.8250367807517527,0.5043347664586009,0.4409760989252434,0.4004876433344
JPN,1.0360249526705239,0.9903823296950304,0.9468698588077397,0.9054401234669509,0.8660406497153407,0.8239227964848682,0.7812717079003287,0.7442234534982821,0.7121978598609615,0.6818980676745531,0.6006919184881836,0.5665513278603875,0.36163770094380954,0.23296699087542308
KOR,0.5901013784228382,0.549931881236191,0.5230701267608961,0.4765756073638773,0.43905979185870964,0.4016691277902368,0.3657312511556406,0.33054625404375687,0.2839894697673733,0.27212137242928214,0.28094724332236626,0.25582006349482517,0.26094831534956103,0.26635964534573786
ROE,0.3366767954357538,0.3454164711924304,0.38262508989879046,0.42457934243832984,0.4759097291160409,0.5220269999392645,0.5768943124211853,0.6310534618744646,0.6903968928414332,0.7555039059238233,0.7161518131152029,0.5567910461865646,0.5760642798706567,0.6079623353807813
ROW,0.08696740489730416,0.09634245536613102,0.09857625713776116,0.08806279383242242,0.07353873451073917,0.062295836771648676,0.051549862442338674,0.04200909640752111,0.03689953903527887,0.03283201987071039,0.028974867820629566,0.026251320314702647,0.02287313119041113,0.020409447654853134
TOTAL,0.4766226051944104,0.46751300755012637,0.4586287200886158,0.4435494888240351,0.4288330674708011,0.4144680863128335,0.39121264307636217,0.36693609784956654,0.355776323737415,0.3513341315612413,0.3460181542165886,0.29927642604400606,0.28802492693505033,0.27611825623138403
USA,0.5763750529444163,0.6673958659962259,0.7464613807194477,0.7907792357830836,0.794431094712622,0.7979185186294692,0.6487114099535803,0.4897386965354961,0.491174127073624,0.513513355317796,0.5481260828343465,0.5470001674897463,0.5630072301755563,0.5790922793048952
