,technology,capacity_type,node,year,value_scenario_,value_scenario_DemandMet,value_scenario_FastDiffusion,value_scenario_Recycling,value_scenario_SelfSuff40,value_scenario_Tariffs
0,Aluminium_storage,energy,AUS,0,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
1,Aluminium_storage,energy,AUS,1,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
2,Aluminium_storage,energy,AUS,2,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
3,Aluminium_storage,energy,AUS,3,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
4,Aluminium_storage,energy,AUS,4,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
5,Aluminium_storage,energy,AUS,5,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
6,Aluminium_storage,energy,AUS,6,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
7,Aluminium_storage,energy,AUS,7,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
8,Aluminium_storage,energy,AUS,8,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
9,Aluminium_storage,energy,AUS,9,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
10,Aluminium_storage,energy,AUS,10,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
11,Aluminium_storage,energy,AUS,11,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
12,Aluminium_storage,energy,AUS,12,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
13,Aluminium_storage,energy,AUS,13,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
14,Aluminium_storage,energy,AUT,0,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
15,Aluminium_storage,energy,AUT,1,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
16,Aluminium_storage,energy,AUT,2,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
17,Aluminium_storage,energy,AUT,3,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
18,Aluminium_storage,energy,AUT,4,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
19,Aluminium_storage,energy,AUT,5,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
20,Aluminium_storage,energy,AUT,6,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
21,Aluminium_storage,energy,AUT,7,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
22,Aluminium_storage,energy,AUT,8,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
23,Aluminium_storage,energy,AUT,9,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
24,Aluminium_storage,energy,AUT,10,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
25,Aluminium_storage,energy,AUT,11,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
26,Aluminium_storage,energy,AUT,12,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
27,Aluminium_storage,energy,AUT,13,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
28,Aluminium_storage,energy,BRA,0,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
29,Aluminium_storage,energy,BRA,1,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
30,Aluminium_storage,energy,BRA,2,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
31,Aluminium_storage,energy,BRA,3,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
32,Aluminium_storage,energy,BRA,4,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
33,Aluminium_storage,energy,BRA,5,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
34,Aluminium_storage,energy,BRA,6,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
35,Aluminium_storage,energy,BRA,7,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
36,Aluminium_storage,energy,BRA,8,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
37,Aluminium_storage,energy,BRA,9,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
38,Aluminium_storage,energy,BRA,10,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
39,Aluminium_storage,energy,BRA,11,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
40,Aluminium_storage,energy,BRA,12,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
41,Aluminium_storage,energy,BRA,13,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
42,Aluminium_storage,energy,CHN,0,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
43,Aluminium_storage,energy,CHN,1,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
44,Aluminium_storage,energy,CHN,2,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
45,Aluminium_storage,energy,CHN,3,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
46,Aluminium_storage,energy,CHN,4,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
47,Aluminium_storage,energy,CHN,5,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
48,Aluminium_storage,energy,CHN,6,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
49,Aluminium_storage,energy,CHN,7,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
50,Aluminium_storage,energy,CHN,8,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
51,Aluminium_storage,energy,CHN,9,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
52,Aluminium_storage,energy,CHN,10,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
53,Aluminium_storage,energy,CHN,11,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
54,Aluminium_storage,energy,CHN,12,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
55,Aluminium_storage,energy,CHN,13,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
56,Aluminium_storage,energy,CZE,0,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
57,Aluminium_storage,energy,CZE,1,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
58,Aluminium_storage,energy,CZE,2,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
59,Aluminium_storage,energy,CZE,3,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
60,Aluminium_storage,energy,CZE,4,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
61,Aluminium_storage,energy,CZE,5,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
62,Aluminium_storage,energy,CZE,6,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
63,Aluminium_storage,energy,CZE,7,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
64,Aluminium_storage,energy,CZE,8,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
65,Aluminium_storage,energy,CZE,9,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
66,Aluminium_storage,energy,CZE,10,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
67,Aluminium_storage,energy,CZE,11,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
68,Aluminium_storage,energy,CZE,12,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
69,Aluminium_storage,energy,CZE,13,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003,0.0034300000000000003
