location,commodity,time_operation,opex_production,amount_produced,production_cost_per_unit,opex_transport,amount_imported,per_unit_import_cost,weighted_cost_per_unit,total_cost,production_to_import_ratio,scenario
ITA,Copper,7,348.3852,1.0,348.3852,26.0,0.0,,348.3852,348.3852,,Recycling
ITA,Copper,8,97.322622165,0.375,259.52699244,26.0,0.0,,259.52699244,97.322622165,,Recycling
ITA,Copper,8,348.3852,1.0,348.3852,26.0,0.0,,348.3852,348.3852,,Recycling
ITA,Copper,9,97.322622165,0.375,259.52699244,26.0,0.0,,259.52699244,97.322622165,,Recycling
ITA,Copper,9,348.3852,1.0,348.3852,26.0,0.0,,348.3852,348.3852,,Recycling
ITA,Copper,10,97.322622165,0.375,259.52699244,26.0,0.0,,259.52699244,97.322622165,,Recycling
ITA,Copper,10,348.3852,1.0,348.3852,26.0,0.0,,348.3852,348.3852,,Recycling
ITA,Copper,11,97.322622165,0.375,259.52699244,26.0,0.0,,259.52699244,97.322622165,,Recycling
ITA,Copper,11,348.3852,1.0,348.3852,26.0,0.0,,348.3852,348.3852,,Recycling
ITA,Copper,12,97.322622165,0.375,259.52699244,26.0,0.0,,259.52699244,97.322622165,,Recycling
ITA,Copper,12,348.3852,1.0,348.3852,26.0,0.0,,348.3852,348.3852,,Recycling
ITA,Copper,13,97.322622165,0.375,259.52699244,26.0,0.0,,259.52699244,97.322622165,,Recycling
ITA,Copper,13,348.3852,1.0,348.3852,26.0,0.0,,348.3852,348.3852,,Recycling
ITA,Copper_ore,0,0.0,0.0,,28.819722682922738,6.609988129999998,1673.8013468939714,1673.8013468939714,11063.80703494716,0.0,Recycling
ITA,Copper_ore,1,0.0,0.0,,32.58678810031211,10.307074504950492,2170.2378039729488,2170.2378039729488,22368.802739009323,0.0,Recycling
ITA,Copper_ore,2,0.0,0.0,,34.249628415444,11.939025,2291.5607279996852,2291.5607279996852,27359.000820606445,0.0,Recycling
ITA,Copper_ore,3,3923.57772,1.0,3923.57772,34.09386799573425,11.786158070000003,2940.2740143246,2522.3432280605616,32251.079220776406,0.0848452900479384,Recycling
ITA,Copper_ore,4,3923.57772,1.0,3923.57772,39.065082899604,16.665025,2974.6845844714067,2660.0025954034895,46989.01234786753,0.060005910582192346,Recycling
ITA,Copper_ore,5,3923.57772,1.0,3923.57772,39.065082899604,16.665025,2974.6845844714067,2660.0025954034895,46989.01234786753,0.060005910582192346,Recycling
ITA,Copper_ore,6,3923.57772,1.0,3923.57772,39.065082899604,16.665025,2974.6845844714067,2660.0025954034895,46989.01234786753,0.060005910582192346,Recycling
ITA,Copper_ore,7,3923.57772,1.0,3923.57772,42.691830319104,20.2244,2989.314548435311,2722.97372651073,57793.48356095434,0.04944522458021004,Recycling
ITA,Copper_ore,8,3923.57772,1.0,3923.57772,52.485035529294,30.5568375,2987.721817132018,2805.3070718065974,88526.61940260163,0.03272589972702509,Recycling
ITA,Copper_ore,9,3923.57772,1.0,3923.57772,55.254533214582004,33.2748875,2993.447128107498,2824.6622131973954,96814.97958284174,0.03005269364171404,Recycling
ITA,Copper_ore,10,3923.57772,1.0,3923.57772,57.810387137922,35.7832625,2997.9590603926467,2840.0680278149935,104466.96778497621,0.02794602644183157,Recycling
ITA,Copper_ore,11,3923.57772,1.0,3923.57772,59.2755930954,37.22125,3000.2713959752937,2848.0160152925364,108854.73212449985,0.026866373375423986,Recycling
ITA,Copper_ore,12,3923.57772,1.0,3923.57772,59.2755930954,37.22125,3000.2713959752937,2848.0160152925364,108854.73212449985,0.026866373375423986,Recycling
ITA,Copper_ore,13,3923.57772,1.0,3923.57772,59.2755930954,37.22125,3000.2713959752937,2848.0160152925364,108854.73212449985,0.026866373375423986,Recycling
ITA,HEX,0,58736.4360259933,1.2970569999999997,45284.390759999995,451000.0,0.0,,45284.390759999995,58736.4360259933,,Recycling
ITA,HEX,1,99670.4957024554,2.2009900990099003,45284.390759999995,451000.0,0.0,,45284.390759999995,99670.4957024554,,Recycling
ITA,HEX,2,117739.415976,2.6,45284.39076,451000.0,0.0,,45284.39076,117739.415976,,Recycling
ITA,HEX,3,117739.415976,2.6,45284.39076,455607.3666536708,0.2071230000000006,2228722.0875833533,50981.929122683214,143112.5458246539,12.552927487531527,Recycling
ITA,HEX,4,117739.415976,2.6,45284.39076,482142.428968,1.4,373414.8305428572,64875.9718376,259503.8873504,1.8571428571428574,Recycling
ITA,HEX,5,117739.415976,2.6,45284.39076,482142.428968,1.4,373414.8305428572,64875.9718376,259503.8873504,1.8571428571428574,Recycling
ITA,HEX,6,117739.415976,2.6,45284.39076,482142.428968,1.4,373414.8305428572,64875.9718376,259503.8873504,1.8571428571428574,Recycling
ITA,HEX,7,128084.27276999566,2.8284419999999946,51261.076157826654,477060.82985492307,1.1715580000000054,436229.44029450964,63052.42705305722,252209.70821222887,2.414256912589886,Recycling
ITA,HEX,8,285291.661788,6.3,86061.42123619054,451000.0,0.0,,86061.42123619054,542186.9537880004,,Recycling
ITA,HEX,9,303405.418092,6.7,49702.30120776119,451000.0,0.0,,49702.30120776119,333005.418092,,Recycling
ITA,HEX,10,316990.73532,7.0,48455.819331428575,451000.0,0.0,,48455.819331428575,339190.73532000004,,Recycling
ITA,HEX,11,316990.73532,7.0,45284.390759999995,451000.0,0.0,,45284.390759999995,316990.73532,,Recycling
ITA,HEX,12,316990.73532,7.0,45284.390759999995,451000.0,0.0,,45284.390759999995,316990.73532,,Recycling
ITA,HEX,13,316990.73532,7.0,45284.390759999995,451000.0,0.0,,45284.390759999995,316990.73532,,Recycling
ITA,HP,0,43046.42690254055,1.2970569999999997,33187.76808,70309.07277266524,2.7217350000000007,54586.786763367345,28494.38341655154,114513.00011937,0.47655521202468254,Recycling
