location,0,1,2,3,4,5,6,7,8,9,10,11,12,13
AUS,0.06969993493092126,0.07113821828038208,0.07264754239409785,0.07413989458472595,0.07564139045796775,0.07715346808141622,0.07862402193888184,0.09252046748285135,0.09914691992034838,0.10040213445876232,0.10588295069567022,0.11602920121297747,0.1221903634234228,0.12769761618340228
AUT,2.272728663862144,2.2625343863238188,2.3429040044747587,1.833582999968826,1.757002044054625,1.6313975548108899,1.5657037923667898,1.4377895086669379,1.1932651973474726,1.1548148564705771,1.0617045136063616,1.0536968356928404,1.0699443335405678,1.0633374169885759
BRA,0.011092623405435386,0.011061946902654869,0.03575292984520829,0.04314610089058659,0.04314610089058659,0.0460646710559805,0.05573558760180913,0.055001817574291054,0.055001817574291054,0.055001817574291054,0.08164949189936992,0.055001817574291054,0.06004685136616572,0.06004685136616572
CHN,0.056954084267190716,0.05628520725263246,0.055548867412347436,0.046936386883346996,0.03718355450569428,0.029645557899126065,0.023929372942789448,0.01922107437095382,0.022768227482865628,0.02560440826027078,0.039556860099393194,0.07766073722141381,0.12084232583445415,0.1650744831193178
CZE,5.534264465175935,5.747275929750553,5.8598151253552055,5.669587962895545,5.4784932041343675,5.763289853659784,6.171795219638243,6.523106787596898,6.064248479318737,5.853672722690914,4.394503738532698,4.483091443462023,4.767087994002377,4.9759849501828946
DEU,1.1968639352554375,1.2559419726671404,1.3292398429857188,1.3380083410390444,1.3380083410390444,1.3380083410390444,1.3424847993055424,1.3350849000593705,1.35772245475536,1.3780596225521173,1.3885623233086022,1.3971736774431591,1.403541082280472,1.4129901283901063
ITA,2.012052291173967,2.0823831554737087,2.1123879461253434,2.0166635854799617,2.0126137981376413,2.032391875451396,2.055532208914757,1.9412770582828225,2.0319995812331464,2.0293297637520347,2.023917835209936,2.0147155274351825,2.0396109928629977,2.0687386911067702
JPN,1.9305248443025687,1.9304854178065565,1.7875045751112602,1.708578995313617,1.7098653890402242,1.716743973728228,1.7232185824301205,1.729309421784346,1.7350361192158272,1.7404176942667053,1.7559017953188862,1.7502182864550682,1.7546720026917821,1.7588499792827135
KOR,1.452093035345174,1.4773024435763935,1.4874316219438217,1.5216773633805045,1.528283384100173,1.5330961613144265,1.5330961613144265,1.5359066749776356,1.5412308011178009,1.585016271378895,1.5972322853821295,1.5585522969211745,1.5673995081594814,1.5972322853821295
ROE,0.07332086747276063,0.057945122562065327,0.040988916870610424,0.0399716004992941,0.039486501640373595,0.04325347497659202,0.04816720936023889,0.04303238217090628,0.04332612549689906,0.04905356173332969,0.05392680948986503,0.05030191452545011,0.04849808515179779,0.04536302223933773
ROW,0.41930481304104583,0.4627632917667874,0.5172581917216228,0.5851748534526505,0.6139457028922279,0.6356596787953847,0.6536724144365198,0.5503511227169916,0.3105436842360348,0.2509403152926568,0.1927056897668911,0.13846379562860214,0.12577144338646765,0.11787445190091679
TOTAL,0.2336979009384272,0.23443323805732316,0.23062734643934962,0.22642783774341663,0.2205478338332724,0.21188786158026418,0.19987593537271905,0.1893565014342731,0.18297572216150734,0.18398622519680774,0.1930205757584916,0.1926825599535046,0.20327272552810385,0.21334499732356507
USA,0.4024011883622714,0.3804348581065238,0.37275512545187034,0.36602450999756864,0.34793997290879836,0.3317674229881071,0.3179065238791158,0.3328214113583634,0.30294447062021584,0.28684345195346916,0.28029852772600183,0.28288691254651216,0.28570307551469626,0.3019767576012161
