,technology,edge,value_scenario_,value_scenario_DemandMet,value_scenario_FastDiffusion,value_scenario_Recycling,value_scenario_SelfSuff40,value_scenario_Tariffs
64,Aluminium_transport,DEU-ROW,5971.981367560997,5971.981367560997,5971.981367560997,5971.981367560997,5971.981367560997,5971.981367560997
65,Aluminium_transport,DEU-USA,6710.762694239319,6710.762694239319,6710.762694239319,6710.762694239319,6710.762694239319,6710.762694239319
66,Aluminium_transport,ITA-AUS,16216.930274743836,16216.930274743836,16216.930274743836,16216.930274743836,16216.930274743836,16216.930274743836
67,Aluminium_transport,ITA-AUT,764.9791726038882,764.9791726038882,764.9791726038882,764.9791726038882,764.9791726038882,764.9791726038882
68,Aluminium_transport,ITA-BRA,8904.94059198101,8904.94059198101,8904.94059198101,8904.94059198101,8904.94059198101,8904.94059198101
69,Aluminium_transport,ITA-CHN,8126.614189629814,8126.614189629814,8126.614189629814,8126.614189629814,8126.614189629814,8126.614189629814
70,Aluminium_transport,ITA-CZE,922.2682333811324,922.2682333811324,922.2682333811324,922.2682333811324,922.2682333811324,922.2682333811324
71,Aluminium_transport,ITA-DEU,1183.2546420325496,1183.2546420325496,1183.2546420325496,1183.2546420325496,1183.2546420325496,1183.2546420325496
72,Aluminium_transport,ITA-JPN,9857.777178384877,9857.777178384877,9857.777178384877,9857.777178384877,9857.777178384877,9857.777178384877
73,Aluminium_transport,ITA-KOR,8968.613900859506,8968.613900859506,8968.613900859506,8968.613900859506,8968.613900859506,8968.613900859506
74,Aluminium_transport,ITA-ROE,1418.9734508310773,1418.9734508310773,1418.9734508310773,1418.9734508310773,1418.9734508310773,1418.9734508310773
75,Aluminium_transport,ITA-ROW,4824.251839823819,4824.251839823819,4824.251839823819,4824.251839823819,4824.251839823819,4824.251839823819
76,Aluminium_transport,ITA-USA,7216.837215438719,7216.837215438719,7216.837215438719,7216.837215438719,7216.837215438719,7216.837215438719
77,Aluminium_transport,JPN-AUS,7952.750941799256,7952.750941799256,7952.750941799256,7952.750941799256,7952.750941799256,7952.750941799256
78,Aluminium_transport,JPN-AUT,9131.06688267697,9131.06688267697,9131.06688267697,9131.06688267697,9131.06688267697,9131.06688267697
79,Aluminium_transport,JPN-BRA,17674.26914697989,17674.26914697989,17674.26914697989,17674.26914697989,17674.26914697989,17674.26914697989
80,Aluminium_transport,JPN-CHN,2097.9972639624048,2097.9972639624048,2097.9972639624048,2097.9972639624048,2097.9972639624048,2097.9972639624048
81,Aluminium_transport,JPN-CZE,9072.628718023312,9072.628718023312,9072.628718023312,9072.628718023312,9072.628718023312,9072.628718023312
82,Aluminium_transport,JPN-DEU,8918.52780618295,8918.52780618295,8918.52780618295,8918.52780618295,8918.52780618295,8918.52780618295
83,Aluminium_transport,JPN-ITA,9857.777178384877,9857.777178384877,9857.777178384877,9857.777178384877,9857.777178384877,9857.777178384877
84,Aluminium_transport,JPN-KOR,1159.072993373942,1159.072993373942,1159.072993373942,1159.072993373942,1159.072993373942,1159.072993373942
85,Aluminium_transport,JPN-ROE,8671.38126440115,8671.38126440115,8671.38126440115,8671.38126440115,8671.38126440115,8671.38126440115
86,Aluminium_transport,JPN-ROW,14268.37011609509,14268.37011609509,14268.37011609509,14268.37011609509,14268.37011609509,14268.37011609509
87,Aluminium_transport,JPN-USA,10898.019403556786,10898.019403556786,10898.019403556786,10898.019403556786,10898.019403556786,10898.019403556786
88,Aluminium_transport,KOR-AUS,8415.328351299182,8415.328351299182,8415.328351299182,8415.328351299182,8415.328351299182,8415.328351299182
89,Aluminium_transport,KOR-AUT,8276.157111060122,8276.157111060122,8276.157111060122,8276.157111060122,8276.157111060122,8276.157111060122
90,Aluminium_transport,KOR-BRA,17543.86804213209,17543.86804213209,17543.86804213209,17543.86804213209,17543.86804213209,17543.86804213209
91,Aluminium_transport,KOR-CHN,952.2274500516,952.2274500516,952.2274500516,952.2274500516,952.2274500516,952.2274500516
92,Aluminium_transport,KOR-CZE,8249.381503958823,8249.381503958823,8249.381503958823,8249.381503958823,8249.381503958823,8249.381503958823
93,Aluminium_transport,KOR-DEU,8128.027430672339,8128.027430672339,8128.027430672339,8128.027430672339,8128.027430672339,8128.027430672339
94,Aluminium_transport,KOR-ITA,8968.613900859506,8968.613900859506,8968.613900859506,8968.613900859506,8968.613900859506,8968.613900859506
95,Aluminium_transport,KOR-JPN,1159.072993373942,1159.072993373942,1159.072993373942,1159.072993373942,1159.072993373942,1159.072993373942
96,Aluminium_transport,KOR-ROE,7891.524725300214,7891.524725300214,7891.524725300214,7891.524725300214,7891.524725300214,7891.524725300214
97,Aluminium_transport,KOR-ROW,13174.902271130382,13174.902271130382,13174.902271130382,13174.902271130382,13174.902271130382,13174.902271130382
98,Aluminium_transport,KOR-USA,11164.671223281302,11164.671223281302,11164.671223281302,11164.671223281302,11164.671223281302,11164.671223281302
99,Aluminium_transport,ROE-AUS,15901.787755136034,15901.787755136034,15901.787755136034,15901.787755136034,15901.787755136034,15901.787755136034
100,Aluminium_transport,ROE-AUT,706.710131256787,706.710131256787,706.710131256787,706.710131256787,706.710131256787,706.710131256787
101,Aluminium_transport,ROE-BRA,9813.03527448111,9813.03527448111,9813.03527448111,9813.03527448111,9813.03527448111,9813.03527448111
102,Aluminium_transport,ROE-CHN,7131.111973802814,7131.111973802814,7131.111973802814,7131.111973802814,7131.111973802814,7131.111973802814
103,Aluminium_transport,ROE-CZE,497.55663691775084,497.55663691775084,497.55663691775084,497.55663691775084,497.55663691775084,497.55663691775084
104,Aluminium_transport,ROE-DEU,254.34536925136382,254.34536925136382,254.34536925136382,254.34536925136382,254.34536925136382,254.34536925136382
105,Aluminium_transport,ROE-ITA,1418.9734508310773,1418.9734508310773,1418.9734508310773,1418.9734508310773,1418.9734508310773,1418.9734508310773
106,Aluminium_transport,ROE-JPN,8671.38126440115,8671.38126440115,8671.38126440115,8671.38126440115,8671.38126440115,8671.38126440115
107,Aluminium_transport,ROE-KOR,7891.524725300214,7891.524725300214,7891.524725300214,7891.524725300214,7891.524725300214,7891.524725300214
108,Aluminium_transport,ROE-ROW,6221.586920720948,6221.586920720948,6221.586920720948,6221.586920720948,6221.586920720948,6221.586920720948
109,Aluminium_transport,ROE-USA,6720.353619365046,6720.353619365046,6720.353619365046,6720.353619365046,6720.353619365046,6720.353619365046
110,Aluminium_transport,ROW-AUS,14953.211416574137,14953.211416574137,14953.211416574137,14953.211416574137,14953.211416574137,14953.211416574137
111,Aluminium_transport,ROW-AUT,5587.750869958035,5587.750869958035,5587.750869958035,5587.750869958035,5587.750869958035,5587.750869958035
112,Aluminium_transport,ROW-BRA,5539.698086830416,5539.698086830416,5539.698086830416,5539.698086830416,5539.698086830416,5539.698086830416
113,Aluminium_transport,ROW-CHN,12226.654216874973,12226.654216874973,12226.654216874973,12226.654216874973,12226.654216874973,12226.654216874973
114,Aluminium_transport,ROW-CZE,5735.259091317796,5735.259091317796,5735.259091317796,5735.259091317796,5735.259091317796,5735.259091317796
115,Aluminium_transport,ROW-DEU,5971.981367560997,5971.981367560997,5971.981367560997,5971.981367560997,5971.981367560997,5971.981367560997
116,Aluminium_transport,ROW-ITA,4824.251839823819,4824.251839823819,4824.251839823819,4824.251839823819,4824.251839823819,4824.251839823819
117,Aluminium_transport,ROW-JPN,14268.37011609509,14268.37011609509,14268.37011609509,14268.37011609509,14268.37011609509,14268.37011609509
118,Aluminium_transport,ROW-KOR,13174.902271130382,13174.902271130382,13174.902271130382,13174.902271130382,13174.902271130382,13174.902271130382
119,Aluminium_transport,ROW-ROE,6221.586920720948,6221.586920720948,6221.586920720948,6221.586920720948,6221.586920720948,6221.586920720948
120,Aluminium_transport,ROW-USA,8890.188847424877,8890.188847424877,8890.188847424877,8890.188847424877,8890.188847424877,8890.188847424877
121,Aluminium_transport,USA-AUS,15944.032153849688,15944.032153849688,15944.032153849688,15944.032153849688,15944.032153849688,15944.032153849688
122,Aluminium_transport,USA-AUT,7123.32439030271,7123.32439030271,7123.32439030271,7123.32439030271,7123.32439030271,7123.32439030271
123,Aluminium_transport,USA-BRA,6796.371558142065,6796.371558142065,6796.371558142065,6796.371558142065,6796.371558142065,6796.371558142065
124,Aluminium_transport,USA-CHN,11144.4180490791,11144.4180490791,11144.4180490791,11144.4180490791,11144.4180490791,11144.4180490791
125,Aluminium_transport,USA-CZE,6899.762480069624,6899.762480069624,6899.762480069624,6899.762480069624,6899.762480069624,6899.762480069624
126,Aluminium_transport,USA-DEU,6710.762694239319,6710.762694239319,6710.762694239319,6710.762694239319,6710.762694239319,6710.762694239319
127,Aluminium_transport,USA-ITA,7216.837215438719,7216.837215438719,7216.837215438719,7216.837215438719,7216.837215438719,7216.837215438719
128,Aluminium_transport,USA-JPN,10898.019403556786,10898.019403556786,10898.019403556786,10898.019403556786,10898.019403556786,10898.019403556786
129,Aluminium_transport,USA-KOR,11164.671223281302,11164.671223281302,11164.671223281302,11164.671223281302,11164.671223281302,11164.671223281302
130,Aluminium_transport,USA-ROE,6720.353619365046,6720.353619365046,6720.353619365046,6720.353619365046,6720.353619365046,6720.353619365046
131,Aluminium_transport,USA-ROW,8890.188847424877,8890.188847424877,8890.188847424877,8890.188847424877,8890.188847424877,8890.188847424877
132,Bauxite_transport,AUS-AUT,15915.215964409905,15915.215964409905,15915.215964409905,15915.215964409905,15915.215964409905,15915.215964409905
133,Bauxite_transport,AUS-BRA,14058.166842882403,14058.166842882403,14058.166842882403,14058.166842882403,14058.166842882403,14058.166842882403
134,Bauxite_transport,AUS-CHN,9007.978119356967,9007.978119356967,9007.978119356967,9007.978119356967,9007.978119356967,9007.978119356967
135,Bauxite_transport,AUS-CZE,16037.243219159118,16037.243219159118,16037.243219159118,16037.243219159118,16037.243219159118,16037.243219159118
136,Bauxite_transport,AUS-DEU,16066.309408164567,16066.309408164567,16066.309408164567,16066.309408164567,16066.309408164567,16066.309408164567
137,Bauxite_transport,AUS-ITA,16216.930274743836,16216.930274743836,16216.930274743836,16216.930274743836,16216.930274743836,16216.930274743836
138,Bauxite_transport,AUS-JPN,7952.750941799256,7952.750941799256,7952.750941799256,7952.750941799256,7952.750941799256,7952.750941799256
139,Bauxite_transport,AUS-KOR,8415.328351299182,8415.328351299182,8415.328351299182,8415.328351299182,8415.328351299182,8415.328351299182
140,Bauxite_transport,AUS-ROE,15901.787755136034,15901.787755136034,15901.787755136034,15901.787755136034,15901.787755136034,15901.787755136034
141,Bauxite_transport,AUS-ROW,14953.211416574137,14953.211416574137,14953.211416574137,14953.211416574137,14953.211416574137,14953.211416574137
142,Bauxite_transport,AUS-USA,15944.032153849688,15944.032153849688,15944.032153849688,15944.032153849688,15944.032153849688,15944.032153849688
143,Bauxite_transport,AUT-AUS,15915.215964409905,15915.215964409905,15915.215964409905,15915.215964409905,15915.215964409905,15915.215964409905
144,Bauxite_transport,AUT-BRA,9526.063680684438,9526.063680684438,9526.063680684438,9526.063680684438,9526.063680684438,9526.063680684438
145,Bauxite_transport,AUT-CHN,7461.110306900118,7461.110306900118,7461.110306900118,7461.110306900118,7461.110306900118,7461.110306900118
146,Bauxite_transport,AUT-CZE,250.52610301196955,250.52610301196955,250.52610301196955,250.52610301196955,250.52610301196955,250.52610301196955
147,Bauxite_transport,AUT-DEU,523.2501446427218,523.2501446427218,523.2501446427218,523.2501446427218,523.2501446427218,523.2501446427218
148,Bauxite_transport,AUT-ITA,764.9791726038882,764.9791726038882,764.9791726038882,764.9791726038882,764.9791726038882,764.9791726038882
149,Bauxite_transport,AUT-JPN,9131.06688267697,9131.06688267697,9131.06688267697,9131.06688267697,9131.06688267697,9131.06688267697
150,Bauxite_transport,AUT-KOR,8276.157111060122,8276.157111060122,8276.157111060122,8276.157111060122,8276.157111060122,8276.157111060122
151,Bauxite_transport,AUT-ROE,706.710131256787,706.710131256787,706.710131256787,706.710131256787,706.710131256787,706.710131256787
152,Bauxite_transport,AUT-ROW,5587.750869958035,5587.750869958035,5587.750869958035,5587.750869958035,5587.750869958035,5587.750869958035
153,Bauxite_transport,AUT-USA,7123.32439030271,7123.32439030271,7123.32439030271,7123.32439030271,7123.32439030271,7123.32439030271
154,Bauxite_transport,BRA-AUS,14058.166842882403,14058.166842882403,14058.166842882403,14058.166842882403,14058.166842882403,14058.166842882403
155,Bauxite_transport,BRA-AUT,9526.063680684438,9526.063680684438,9526.063680684438,9526.063680684438,9526.063680684438,9526.063680684438
156,Bauxite_transport,BRA-CHN,16932.9715374698,16932.9715374698,16932.9715374698,16932.9715374698,16932.9715374698,16932.9715374698
157,Bauxite_transport,BRA-CZE,9510.953574997851,9510.953574997851,9510.953574997851,9510.953574997851,9510.953574997851,9510.953574997851
158,Bauxite_transport,BRA-DEU,9592.264416232136,9592.264416232136,9592.264416232136,9592.264416232136,9592.264416232136,9592.264416232136
159,Bauxite_transport,BRA-ITA,8904.94059198101,8904.94059198101,8904.94059198101,8904.94059198101,8904.94059198101,8904.94059198101
160,Bauxite_transport,BRA-JPN,17674.26914697989,17674.26914697989,17674.26914697989,17674.26914697989,17674.26914697989,17674.26914697989
161,Bauxite_transport,BRA-KOR,17543.86804213209,17543.86804213209,17543.86804213209,17543.86804213209,17543.86804213209,17543.86804213209
162,Bauxite_transport,BRA-ROE,9813.03527448111,9813.03527448111,9813.03527448111,9813.03527448111,9813.03527448111,9813.03527448111
163,Bauxite_transport,BRA-ROW,5539.698086830416,5539.698086830416,5539.698086830416,5539.698086830416,5539.698086830416,5539.698086830416
164,Bauxite_transport,BRA-USA,6796.371558142065,6796.371558142065,6796.371558142065,6796.371558142065,6796.371558142065,6796.371558142065
165,Bauxite_transport,CHN-AUS,9007.978119356967,9007.978119356967,9007.978119356967,9007.978119356967,9007.978119356967,9007.978119356967
166,Bauxite_transport,CHN-AUT,7461.110306900118,7461.110306900118,7461.110306900118,7461.110306900118,7461.110306900118,7461.110306900118
167,Bauxite_transport,CHN-BRA,16932.9715374698,16932.9715374698,16932.9715374698,16932.9715374698,16932.9715374698,16932.9715374698
168,Bauxite_transport,CHN-CZE,7455.5202622732195,7455.5202622732195,7455.5202622732195,7455.5202622732195,7455.5202622732195,7455.5202622732195
169,Bauxite_transport,CHN-DEU,7357.602936105544,7357.602936105544,7357.602936105544,7357.602936105544,7357.602936105544,7357.602936105544
170,Bauxite_transport,CHN-ITA,8126.614189629814,8126.614189629814,8126.614189629814,8126.614189629814,8126.614189629814,8126.614189629814
171,Bauxite_transport,CHN-JPN,2097.9972639624048,2097.9972639624048,2097.9972639624048,2097.9972639624048,2097.9972639624048,2097.9972639624048
172,Bauxite_transport,CHN-KOR,952.2274500516,952.2274500516,952.2274500516,952.2274500516,952.2274500516,952.2274500516
173,Bauxite_transport,CHN-ROE,7131.111973802814,7131.111973802814,7131.111973802814,7131.111973802814,7131.111973802814,7131.111973802814
174,Bauxite_transport,CHN-ROW,12226.654216874973,12226.654216874973,12226.654216874973,12226.654216874973,12226.654216874973,12226.654216874973
175,Bauxite_transport,CHN-USA,11144.4180490791,11144.4180490791,11144.4180490791,11144.4180490791,11144.4180490791,11144.4180490791
176,Bauxite_transport,CZE-AUS,16037.243219159118,16037.243219159118,16037.243219159118,16037.243219159118,16037.243219159118,16037.243219159118
177,Bauxite_transport,CZE-AUT,250.52610301196955,250.52610301196955,250.52610301196955,250.52610301196955,250.52610301196955,250.52610301196955
178,Bauxite_transport,CZE-BRA,9510.953574997851,9510.953574997851,9510.953574997851,9510.953574997851,9510.953574997851,9510.953574997851
179,Bauxite_transport,CZE-CHN,7455.5202622732195,7455.5202622732195,7455.5202622732195,7455.5202622732195,7455.5202622732195,7455.5202622732195
180,Bauxite_transport,CZE-DEU,280.86349342240266,280.86349342240266,280.86349342240266,280.86349342240266,280.86349342240266,280.86349342240266
181,Bauxite_transport,CZE-ITA,922.2682333811324,922.2682333811324,922.2682333811324,922.2682333811324,922.2682333811324,922.2682333811324
182,Bauxite_transport,CZE-JPN,9072.628718023312,9072.628718023312,9072.628718023312,9072.628718023312,9072.628718023312,9072.628718023312
183,Bauxite_transport,CZE-KOR,8249.381503958823,8249.381503958823,8249.381503958823,8249.381503958823,8249.381503958823,8249.381503958823
184,Bauxite_transport,CZE-ROE,497.55663691775084,497.55663691775084,497.55663691775084,497.55663691775084,497.55663691775084,497.55663691775084
185,Bauxite_transport,CZE-ROW,5735.259091317796,5735.259091317796,5735.259091317796,5735.259091317796,5735.259091317796,5735.259091317796
186,Bauxite_transport,CZE-USA,6899.762480069624,6899.762480069624,6899.762480069624,6899.762480069624,6899.762480069624,6899.762480069624
187,Bauxite_transport,DEU-AUS,16066.309408164567,16066.309408164567,16066.309408164567,16066.309408164567,16066.309408164567,16066.309408164567
188,Bauxite_transport,DEU-AUT,523.2501446427218,523.2501446427218,523.2501446427218,523.2501446427218,523.2501446427218,523.2501446427218
189,Bauxite_transport,DEU-BRA,9592.264416232136,9592.264416232136,9592.264416232136,9592.264416232136,9592.264416232136,9592.264416232136
190,Bauxite_transport,DEU-CHN,7357.602936105544,7357.602936105544,7357.602936105544,7357.602936105544,7357.602936105544,7357.602936105544
191,Bauxite_transport,DEU-CZE,280.86349342240266,280.86349342240266,280.86349342240266,280.86349342240266,280.86349342240266,280.86349342240266
192,Bauxite_transport,DEU-ITA,1183.2546420325496,1183.2546420325496,1183.2546420325496,1183.2546420325496,1183.2546420325496,1183.2546420325496
193,Bauxite_transport,DEU-JPN,8918.52780618295,8918.52780618295,8918.52780618295,8918.52780618295,8918.52780618295,8918.52780618295
194,Bauxite_transport,DEU-KOR,8128.027430672339,8128.027430672339,8128.027430672339,8128.027430672339,8128.027430672339,8128.027430672339
195,Bauxite_transport,DEU-ROE,254.34536925136382,254.34536925136382,254.34536925136382,254.34536925136382,254.34536925136382,254.34536925136382
196,Bauxite_transport,DEU-ROW,5971.981367560997,5971.981367560997,5971.981367560997,5971.981367560997,5971.981367560997,5971.981367560997
197,Bauxite_transport,DEU-USA,6710.762694239319,6710.762694239319,6710.762694239319,6710.762694239319,6710.762694239319,6710.762694239319
198,Bauxite_transport,ITA-AUS,16216.930274743836,16216.930274743836,16216.930274743836,16216.930274743836,16216.930274743836,16216.930274743836
199,Bauxite_transport,ITA-AUT,764.9791726038882,764.9791726038882,764.9791726038882,764.9791726038882,764.9791726038882,764.9791726038882
200,Bauxite_transport,ITA-BRA,8904.94059198101,8904.94059198101,8904.94059198101,8904.94059198101,8904.94059198101,8904.94059198101
201,Bauxite_transport,ITA-CHN,8126.614189629814,8126.614189629814,8126.614189629814,8126.614189629814,8126.614189629814,8126.614189629814
202,Bauxite_transport,ITA-CZE,922.2682333811324,922.2682333811324,922.2682333811324,922.2682333811324,922.2682333811324,922.2682333811324
203,Bauxite_transport,ITA-DEU,1183.2546420325496,1183.2546420325496,1183.2546420325496,1183.2546420325496,1183.2546420325496,1183.2546420325496
204,Bauxite_transport,ITA-JPN,9857.777178384877,9857.777178384877,9857.777178384877,9857.777178384877,9857.777178384877,9857.777178384877
