location,0,1,2,3,4,5,6,7,8,9,10,11,12,13
AUS,2.377879160426687,2.3599075488586454,2.3418704284745595,2.3220239196615156,2.304889577326349,2.290316304699219,2.27089412004794,1.9235562459842621,1.8057193064042734,1.8396345053043264,1.8001310436247338,1.334488969047162,1.3624763399702882,1.2603734772925461
AUT,7.065423772136464,7.013351341027962,7.017472110140703,6.117296935882609,5.929307710830914,5.61068758307975,5.280327461701443,4.9418249957763,3.004542804924865,2.8344816042564265,2.3106386353199295,2.204655639235648,2.614709986600116,2.411632154775342
BRA,2.459889613685377,2.300002205639268,1.4728737159828067,1.32510791214794,1.32510791214794,1.0731679372907614,0.5143927448249311,0.4583803115328455,0.4583803115328455,0.4583803115328455,0.5784205248214734,0.4583788010456805,0.4438136196288479,0.4438137506949791
CHN,0.09149786975850566,0.08339036825627472,0.07574439705063979,0.07756552094639262,0.07951359600706771,0.08804635174720743,0.09881436961945096,0.1075515866140571,0.10806420579914447,0.10842652668163251,0.109735967060906,0.09567281593565741,0.0827146663247552,0.06902907423080222
CZE,3.2908747686093536,3.0998157304299028,3.123012127243272,3.160066938573538,3.111203345540495,3.240488046427905,3.234257281219127,3.3260349541460807,3.2443508803545287,3.170685230368696,1.3957990582867903,0.8826872740382771,0.7793860874726105,0.7602971373716527
DEU,4.043326571576031,2.641184457195946,2.01735946129618,1.9539043136019132,1.9539043136019132,1.9539043136019132,2.0327618431085677,0.8057790147339094,0.47994286049973683,0.5193230735338129,0.5465602114134779,0.6288795840507825,0.6126151303871794,0.652943244555965
ITA,2.4611272481196753,1.8881006882501559,1.809803696412036,1.9114847762263252,1.7913172714064354,1.8698646402320909,2.0581443929281558,1.3151075700386305,0.897330568018708,0.9008335784445557,0.947174478140764,0.7568848173506992,0.8016676858008447,0.8360741874753129
JPN,0.4768146651924013,0.44969369532536835,0.42410757502110985,0.3999865562064839,0.377262020838218,0.3558665652337238,0.33552281986249666,0.30906603406518435,0.2912248786893075,0.2744636056348347,0.22694581006195289,0.22694581006195289,0.22694581006195289,0.21710070975118315
KOR,0.4199483502243169,0.3626496427926899,0.3336541493036261,0.30708507954533776,0.26456186661599845,0.23492905313133955,0.23493248935065045,0.23785882073742995,0.24192671135455718,0.27823115187779757,0.28923363320645007,0.26206728085667597,0.26314416396518747,0.28935717808690886
ROE,0.17126438803482785,0.19435332624145965,0.20418345885690029,0.22118656267741793,0.24927485311460634,0.274363501723415,0.3133474780398468,0.3320942428369912,0.3588821108120506,0.405813658556559,0.45002029678644456,0.3636758408061406,0.30370726199175846,0.25752098325275247
ROW,0.19312592388743938,0.18836557770142084,0.18317778231640844,0.17826039428430016,0.1737543762456396,0.16733981226590836,0.1523161441210289,0.1378543728307574,0.12127422674793246,0.10433099590264841,0.09345786116974002,0.08570042167200449,0.08188749745589713,0.08049648956382482
TOTAL,0.4753382303874632,0.45991477534340147,0.44691481244687103,0.43857102388245056,0.43005907202963606,0.4231660771431286,0.4207096615032683,0.39205197503631384,0.36720892990404536,0.3652773177138279,0.36436215431938396,0.3263993044660997,0.30677133524574257,0.29178439624160907
USA,0.6824403585537786,0.7527899076156939,0.8163246877252002,0.8847175879857672,0.9405065428744948,1.0035730282318214,1.0883484641186334,0.9213326878063869,0.7650140711237992,0.7665951992474247,0.8320091142102374,0.8375910573693612,0.8446109159977161,0.9498376046240613
