location,time_operation,commodity,weighted_cost_per_unit,conversion_factor,levelized_cost_per_kw,scenario
CHN,0,Compressor,28287.7482,1.0,28.287748200000003,FastDiffusion
CHN,1,Compressor,31172.196505821023,1.0,31.172196505821024,FastDiffusion
CHN,2,Compressor,31182.654711927782,1.0,31.182654711927782,FastDiffusion
CHN,3,Compressor,31182.48504210526,1.0,31.182485042105263,FastDiffusion
CHN,4,Compressor,31183.72600859917,1.0,31.18372600859917,FastDiffusion
CHN,5,Compressor,31180.182579825014,1.0,31.180182579825015,FastDiffusion
CHN,6,Compressor,31181.04015512055,1.0,31.18104015512055,FastDiffusion
CHN,7,Compressor,31184.1166676705,1.0,31.1841166676705,FastDiffusion
CHN,8,Compressor,31180.106458011505,1.0,31.180106458011505,FastDiffusion
CHN,9,Compressor,31184.089663414634,1.0,31.184089663414635,FastDiffusion
CHN,10,Compressor,31179.740422025814,1.0,31.179740422025812,FastDiffusion
CHN,11,Compressor,31183.54224771665,1.0,31.18354224771665,FastDiffusion
CHN,12,Compressor,31180.96389820504,1.0,31.18096389820504,FastDiffusion
CHN,13,Compressor,31183.19055924933,1.0,31.183190559249333,FastDiffusion
CHN,0,Copper,167.49120000000002,5.51666667,0.9239931205583041,FastDiffusion
CHN,1,Copper,167.4912,5.51666667,0.923993120558304,FastDiffusion
CHN,2,Copper,167.4912,5.51666667,0.923993120558304,FastDiffusion
CHN,3,Copper,167.49119999999996,5.51666667,0.9239931205583037,FastDiffusion
CHN,4,Copper,167.49120000000002,5.51666667,0.9239931205583041,FastDiffusion
CHN,5,Copper,167.49120000000002,5.51666667,0.9239931205583041,FastDiffusion
CHN,6,Copper,167.49120000000002,5.51666667,0.9239931205583041,FastDiffusion
CHN,7,Copper,167.49120000000002,5.51666667,0.9239931205583041,FastDiffusion
CHN,8,Copper,167.49120000000002,5.51666667,0.9239931205583041,FastDiffusion
CHN,9,Copper,167.49120000000002,5.51666667,0.9239931205583041,FastDiffusion
CHN,10,Copper,167.49120000000002,5.51666667,0.9239931205583041,FastDiffusion
CHN,11,Copper,167.49120000000002,5.51666667,0.9239931205583041,FastDiffusion
CHN,12,Copper,167.49120000000002,5.51666667,0.9239931205583041,FastDiffusion
