location,timestep_0,timestep_1,timestep_2,timestep_3,timestep_4,timestep_5,timestep_6,timestep_7,timestep_8,timestep_9,timestep_10,timestep_11,timestep_12,timestep_13,average
AUS,99.48215186882982,99.01351930640266,97.72614449852826,97.78242369692252,97.28767984094385,95.9261411504473,121.54439289813445,96.41987938010104,185.67172850076872,177.82719727845537,387.37105884738907,172.90732528148516,179.5114703659055,176.4550888535981,148.9233001262794
AUT,136.87829854203076,145.8110201394882,146.83888696745717,145.11984772955782,142.22705563516706,141.0171409911951,139.05317014724366,137.69247923781992,284.5076981266757,141.3865318063975,140.04011935200782,140.5865318063975,140.18653180639748,139.7865318063975,151.50941743530234
BRA,111.45823621252977,111.18823621252977,110.58823621252978,110.18823621252977,109.88823621252978,108.77930165283712,108.10719529710907,121.99725687408284,106.8763646725313,379.1367512023737,341.88977927230917,105.52194706677321,124.85945712429732,104.8019014283798,146.80579540381018
CHN,143.3225661495017,132.4216910033356,129.04111356196708,129.45721648810832,124.99503635992204,116.60132619870318,119.27431571405413,114.98513794101241,116.40509097576331,123.67813046974288,132.03485681216176,123.92579540888282,121.61020554114889,121.20851084668678,124.92578524792792
CZE,313.75109156963816,221.95250214046536,498.6974413766722,495.99138453936354,493.2984245393636,490.7446645393635,488.18181397223503,469.5769213961552,460.55973635409543,390.3294520049392,419.66822847178236,392.23758024151243,387.01334534502774,235.46942190205473,411.24800059947637
DEU,266.9345174759301,264.4067379648903,261.1685717538969,258.0981667113975,280.54242514171256,260.77713071598316,252.49656648430673,243.1587864699921,213.09671107842385,186.70328762724006,182.8047965543591,185.0101528745585,180.47314950667436,178.11408932786398,229.5560778348021
ITA,137.42050691769157,235.87382097799212,243.04632922996842,231.73587685544098,220.3902210402079,217.05113785608887,229.36694603299298,222.99332840654054,204.78697907291706,200.3873269314588,198.2410585908977,247.44454748562723,239.34800929375356,231.39627545253268,218.53445458172217
JPN,586.0115323393721,550.3387712741605,410.2467134451609,406.4281004759822,402.60852221609105,399.90815706162385,335.1655311334145,238.83607529198838,208.63764163005897,199.08090604655112,196.64213301920566,189.33535140311443,188.60092873793187,187.98050196459974,321.41577614566114
KOR,856.6432307467403,849.1577385539402,843.6123006441854,411.0173598222692,331.25287424452586,302.3015086452698,268.4535626920333,248.68863407733912,300.40387505707577,278.8616030303152,273.4913902594772,246.78518007489643,245.86698980698682,244.7551027132332,407.2350964548778
ROE,219.45509628857613,210.9385694601654,203.2441723358732,188.47977127337342,185.29242100340556,180.5679811996747,172.73836269256057,168.36842530102297,186.0576816997696,181.73039306990634,177.36620553542988,187.73559304820344,185.53609044260568,206.54089426759188,189.57511840129703
ROW,328.0936243366382,297.9245812039626,267.37261439671414,217.80122330916575,185.22139637115905,163.97114520706216,158.856202903777,157.51512606280832,149.97737481385872,152.83587952046582,153.40001925475127,210.4469008726601,197.739856936193,187.48957182818418,202.04610835838577
USA,160.89434248966793,153.32205841565911,154.2448525360525,156.93656196006373,158.59612164069716,158.0165131051961,152.42277966519498,163.50640489435827,151.47820993290875,152.75908874201872,151.5951852523674,188.71383762169717,166.50915583590344,175.26202464392378,160.3040811954078
