location,time_operation,commodity,weighted_cost_per_unit,conversion_factor,levelized_cost_per_kw,scenario
AUS,0,Aluminium,1614.468,4.0375,6.518414549999999,S5
AUS,1,Aluminium,1614.468,4.0375,6.518414549999999,S5
AUS,2,Aluminium,1614.468,4.0375,6.518414549999999,S5
AUS,3,Aluminium,1614.468,4.0375,6.518414549999999,S5
AUS,4,Aluminium,1614.468,4.0375,6.518414549999999,S5
AUS,5,Aluminium,1614.468,4.0375,6.518414549999999,S5
AUS,6,Aluminium,1614.468,4.0375,6.518414549999999,S5
AUS,7,Aluminium,1614.468,4.0375,6.518414549999999,S5
AUS,8,Aluminium,1614.468,4.0375,6.518414549999999,S5
AUS,9,Aluminium,1614.468,4.0375,6.518414549999999,S5
AUS,10,Aluminium,1614.468,4.0375,6.518414549999999,S5
AUS,11,Aluminium,1614.468,4.0375,6.518414549999999,S5
AUS,12,Aluminium,1614.468,4.0375,6.518414549999999,S5
AUS,13,Aluminium,1614.468,4.0375,6.518414549999999,S5
AUS,0,Bauxite,30.66,16.15,0.49515899999999996,S5
AUS,1,Bauxite,30.66,16.15,0.49515899999999996,S5
AUS,2,Bauxite,30.66,16.15,0.49515899999999996,S5
AUS,3,Bauxite,30.66,16.15,0.49515899999999996,S5
AUS,4,Bauxite,30.66,16.15,0.49515899999999996,S5
AUS,5,Bauxite,30.66,16.15,0.49515899999999996,S5
AUS,6,Bauxite,30.66,16.15,0.49515899999999996,S5
AUS,7,Bauxite,30.66,16.15,0.49515899999999996,S5
AUS,8,Bauxite,30.66,16.15,0.49515899999999996,S5
AUS,9,Bauxite,30.66,16.15,0.49515899999999996,S5
AUS,10,Bauxite,30.66,16.15,0.49515899999999996,S5
AUS,11,Bauxite,30.66,16.15,0.49515899999999996,S5
AUS,12,Bauxite,30.660000000000004,16.15,0.495159,S5
AUS,13,Bauxite,30.659999999999997,16.15,0.4951589999999999,S5
AUS,8,Compressor,52300.0,1.0,52.3,S5
AUS,9,Compressor,51900.0,1.0,51.9,S5
AUS,10,Compressor,32371.03594230798,1.0,32.37103594230798,S5
AUS,11,Compressor,51000.0,1.0,51.0,S5
AUS,12,Compressor,50500.0,1.0,50.5,S5
AUS,13,Compressor,50100.0,1.0,50.1,S5
AUS,8,Copper_ore,3231.8956760351534,5.51666667,17.82929115690025,S5
AUS,9,Copper_ore,3231.895676035154,5.51666667,17.82929115690025,S5
AUS,10,Copper_ore,3222.359941250819,5.51666667,17.77668568664155,S5
AUS,11,Copper_ore,3231.8956760351534,5.51666667,17.82929115690025,S5
AUS,12,Copper_ore,3231.8956760351534,5.51666667,17.82929115690025,S5
AUS,13,Copper_ore,3231.8956760351534,5.51666667,17.82929115690025,S5
AUS,0,HEX,30159.999999999996,1.0,30.159999999999997,S5
AUS,1,HEX,29699.999999999996,1.0,29.699999999999996,S5
AUS,2,HEX,28899.999999999996,1.0,28.899999999999995,S5
AUS,3,HEX,28599.999999999996,1.0,28.599999999999998,S5
AUS,4,HEX,28199.999999999996,1.0,28.199999999999996,S5
AUS,5,HEX,27799.999999999996,1.0,27.799999999999997,S5
AUS,6,HEX,53864.47366405442,1.0,53.86447366405442,S5
AUS,7,HEX,29031.623999999872,1.0,29.031623999999873,S5
AUS,8,HEX,36700.0,1.0,36.7,S5
AUS,9,HEX,26300.0,1.0,26.3,S5
AUS,10,HEX,34571.42857142857,1.0,34.57142857142857,S5
AUS,11,HEX,25600.0,1.0,25.6,S5
AUS,12,HEX,32800.0,1.0,32.8,S5
AUS,13,HEX,31566.666666666668,1.0,31.566666666666666,S5
AUS,0,HP,57395.49697219696,1.0,57.39549697219696,S5
AUS,1,HP,57386.86440976981,1.0,57.386864409769814,S5
AUS,2,HP,56899.4896018954,1.0,56.899489601895404,S5
AUS,3,HP,57255.768800289676,1.0,57.25576880028967,S5
AUS,4,HP,57161.02494431101,1.0,57.16102494431101,S5
AUS,5,HP,56199.48625381444,1.0,56.199486253814435,S5
AUS,6,HP,55999.48522251428,1.0,55.99948522251428,S5
AUS,7,HP,55699.48423087869,1.0,55.69948423087869,S5
AUS,8,HP,56804.333520141634,1.0,56.80433352014163,S5
AUS,9,HP,59759.80229782828,1.0,59.75980229782828,S5
AUS,10,HP,65276.866680189974,1.0,65.27686668018997,S5
AUS,11,HP,56411.61080711872,1.0,56.41161080711872,S5
AUS,12,HP,56294.516271234585,1.0,56.294516271234585,S5
AUS,13,HP,54854.94838757925,1.0,54.85494838757925,S5
AUS,8,Iron,35.170891919999995,29.89,1.0512579594887999,S5
AUS,9,Iron,35.170891919999995,29.89,1.0512579594887999,S5
AUS,10,Iron,35.17089192,29.89,1.0512579594888,S5
AUS,11,Iron,35.170891919999995,29.89,1.0512579594887999,S5
AUS,12,Iron,35.170891919999995,29.89,1.0512579594887999,S5
AUS,13,Iron,35.170891919999995,29.89,1.0512579594887999,S5
AUS,0,Nickel,4056.207510120001,0.605625,2.4565406733164257,S5
AUS,0,Nickel,4056.207510120001,0.605625,2.4565406733164257,S5
AUS,1,Nickel,4056.207510120001,0.605625,2.4565406733164257,S5
AUS,1,Nickel,4056.207510120001,0.605625,2.4565406733164257,S5
AUS,2,Nickel,4056.207510120001,0.605625,2.4565406733164257,S5
AUS,2,Nickel,4056.207510120001,0.605625,2.4565406733164257,S5
AUS,3,Nickel,4056.207510120001,0.605625,2.4565406733164257,S5
AUS,3,Nickel,4056.207510120001,0.605625,2.4565406733164257,S5
AUS,4,Nickel,4056.207510120001,0.605625,2.4565406733164257,S5
AUS,4,Nickel,4056.207510120001,0.605625,2.4565406733164257,S5
AUS,5,Nickel,4056.207510120001,0.605625,2.4565406733164257,S5
AUS,5,Nickel,4056.207510120001,0.605625,2.4565406733164257,S5
AUS,6,Nickel,3852.9291736352943,0.605625,2.333430230782875,S5
AUS,6,Nickel,3852.9291736352943,0.605625,2.333430230782875,S5
AUS,7,Nickel,3859.812259420001,0.605625,2.337598799611238,S5
AUS,7,Nickel,3859.812259420001,0.605625,2.337598799611238,S5
AUS,8,Nickel,3892.544801203334,0.605625,2.357422445228769,S5
AUS,8,Nickel,3892.544801203334,0.605625,2.357422445228769,S5
AUS,9,Nickel,3892.544801203334,0.605625,2.357422445228769,S5
AUS,9,Nickel,3892.544801203334,0.605625,2.357422445228769,S5
AUS,10,Nickel,3915.925188191429,0.605625,2.371582192098434,S5
AUS,10,Nickel,3915.925188191429,0.605625,2.371582192098434,S5
AUS,11,Nickel,3915.925188191429,0.605625,2.371582192098434,S5
AUS,11,Nickel,3915.925188191429,0.605625,2.371582192098434,S5
AUS,12,Nickel,3933.4604784325,0.605625,2.3822020022506827,S5
AUS,12,Nickel,3933.4604784325,0.605625,2.3822020022506827,S5
AUS,13,Nickel,3947.0990375088895,0.605625,2.390461854591321,S5
AUS,13,Nickel,3947.0990375088895,0.605625,2.390461854591321,S5
AUS,10,Refrigerant,378564.6042186458,0.56875,215.3086186493548,S5
AUS,8,Steel,495.5999959200001,18.68125,9.258427423780502,S5
AUS,9,Steel,495.5999959200001,18.68125,9.258427423780502,S5
AUS,10,Steel,495.59999592,18.68125,9.2584274237805,S5
AUS,11,Steel,495.5999959200001,18.68125,9.258427423780502,S5
AUS,12,Steel,495.5999959200001,18.68125,9.258427423780502,S5
AUS,13,Steel,495.5999959200001,18.68125,9.258427423780502,S5
AUT,0,Aluminium,1714.3319999999999,4.0375,6.921615449999999,S5
AUT,1,Aluminium,1714.3319999999999,4.0375,6.921615449999999,S5
AUT,2,Aluminium,1714.3319999999999,4.0375,6.921615449999999,S5
AUT,3,Aluminium,1714.3319999999999,4.0375,6.921615449999999,S5
AUT,4,Aluminium,1714.3319999999999,4.0375,6.921615449999999,S5
AUT,5,Aluminium,1714.3319999999999,4.0375,6.921615449999999,S5
AUT,6,Aluminium,1714.3319999999999,4.0375,6.921615449999999,S5
AUT,7,Aluminium,1714.3319999999999,4.0375,6.921615449999999,S5
AUT,8,Aluminium,1714.3319999999999,4.0375,6.921615449999999,S5
AUT,9,Aluminium,1714.3319999999999,4.0375,6.921615449999999,S5
AUT,10,Aluminium,1714.3319999999999,4.0375,6.921615449999999,S5
AUT,11,Aluminium,1714.3319999999999,4.0375,6.921615449999999,S5
AUT,12,Aluminium,1714.3319999999999,4.0375,6.921615449999999,S5
AUT,13,Aluminium,1714.3319999999999,4.0375,6.921615449999999,S5
AUT,0,Bauxite,194.3736700408702,16.15,3.1391347711600535,S5
AUT,1,Bauxite,194.3736700408702,16.15,3.1391347711600535,S5
AUT,2,Bauxite,194.76374627562114,16.15,3.1454345023512813,S5
AUT,3,Bauxite,194.3736700408702,16.15,3.1391347711600535,S5
AUT,4,Bauxite,194.3736700408702,16.15,3.1391347711600535,S5
AUT,5,Bauxite,194.3736700408702,16.15,3.1391347711600535,S5
AUT,6,Bauxite,194.3736700408702,16.15,3.1391347711600535,S5
AUT,7,Bauxite,194.3736700408702,16.15,3.1391347711600535,S5
AUT,8,Bauxite,194.3736700408702,16.15,3.1391347711600535,S5
AUT,9,Bauxite,194.76374627562114,16.15,3.1454345023512813,S5
AUT,10,Bauxite,194.76374627562114,16.15,3.1454345023512813,S5
AUT,11,Bauxite,194.76374627562117,16.15,3.1454345023512817,S5
AUT,12,Bauxite,194.76374627562117,16.15,3.1454345023512817,S5
AUT,13,Bauxite,194.76374627562117,16.15,3.1454345023512817,S5
AUT,8,Compressor,70571.96051372,1.0,70.57196051372,S5
AUT,0,Copper,352.50239999999997,5.51666667,1.944638241175008,S5
AUT,1,Copper,352.50239999999997,5.51666667,1.944638241175008,S5
AUT,2,Copper,352.50239999999997,5.51666667,1.944638241175008,S5
AUT,3,Copper,352.50239999999997,5.51666667,1.944638241175008,S5
AUT,4,Copper,352.50239999999997,5.51666667,1.944638241175008,S5
AUT,5,Copper,352.50239999999997,5.51666667,1.944638241175008,S5
AUT,6,Copper,352.50239999999997,5.51666667,1.944638241175008,S5
AUT,7,Copper,352.50239999999997,5.51666667,1.944638241175008,S5
AUT,8,Copper,279.77680185587747,5.51666667,1.5434353578375133,S5
AUT,8,Copper,246.02747938359465,5.51666667,1.3572515954195887,S5
AUT,9,Copper,352.50239999999997,5.51666667,1.944638241175008,S5
AUT,10,Copper,352.50239999999997,5.51666667,1.944638241175008,S5
AUT,11,Copper,352.50239999999997,5.51666667,1.944638241175008,S5
AUT,12,Copper,352.50239999999997,5.51666667,1.944638241175008,S5
AUT,13,Copper,352.50239999999997,5.51666667,1.944638241175008,S5
AUT,0,Copper_ore,3812.4746400000004,5.51666667,21.032151776708254,S5
AUT,1,Copper_ore,3812.4746400000004,5.51666667,21.032151776708254,S5
AUT,2,Copper_ore,3812.4746400000004,5.51666667,21.032151776708254,S5
AUT,3,Copper_ore,3812.4746400000004,5.51666667,21.032151776708254,S5
AUT,4,Copper_ore,3812.4746400000004,5.51666667,21.032151776708254,S5
AUT,5,Copper_ore,3812.4746400000004,5.51666667,21.032151776708254,S5
AUT,6,Copper_ore,3812.4746400000004,5.51666667,21.032151776708254,S5
AUT,7,Copper_ore,3812.4746400000004,5.51666667,21.032151776708254,S5
AUT,8,Copper_ore,3812.4746400000004,5.51666667,21.032151776708254,S5
AUT,9,Copper_ore,3812.4746400000004,5.51666667,21.032151776708254,S5
AUT,10,Copper_ore,3812.4746400000004,5.51666667,21.032151776708254,S5
AUT,11,Copper_ore,3812.4746400000004,5.51666667,21.032151776708254,S5
AUT,12,Copper_ore,3812.4746400000004,5.51666667,21.032151776708254,S5
AUT,13,Copper_ore,3812.4746400000004,5.51666667,21.032151776708254,S5
AUT,0,HEX,46430.00000004095,1.0,46.43000000004095,S5
AUT,1,HEX,45200.0,1.0,45.2,S5
AUT,2,HEX,42900.0,1.0,42.9,S5
AUT,3,HEX,41800.0,1.0,41.8,S5
AUT,4,HEX,40700.0,1.0,40.7,S5
AUT,5,HEX,39600.0,1.0,39.6,S5
