location,time_operation,local_production_opex,local_production_output,transport_opex,transport_output,total_opex,total_output,total_opex_per_unit,transport_to_production_opex_ratio,transport_to_production_output_ratio
AUS,0,321969.48,302.7,471338.4687117773,17.04,793307.9487117773,319.74,2481.103236103638,1.4639228187459796,0.056293359762140734
AUS,1,319785.48,302.7,471338.4687117773,17.462400000000002,791123.9487117773,320.1624,2471.0083030105266,1.4739207943768344,0.05768880079286423
AUS,2,316764.48,302.7,471338.4687117773,17.901696,788102.9487117773,320.601696,2458.1995620877105,1.4879776568123337,0.05914005946481666
AUS,3,314882.48,302.7,471338.4687117773,18.358564,786220.9487117773,321.058564,2448.8396724772538,1.4968710507862404,0.06064936901222333
AUS,4,312860.48,302.7,471338.4687117773,18.833706,784198.9487117773,321.533706,2438.9323236667988,1.5065452457011423,0.062219048562933595
AUS,5,310708.48,302.7,471338.4687117773,19.327855,782046.9487117773,322.027855,2428.5071510716903,1.5169797384087402,0.0638515196564255
AUS,6,366937.6052000003,304.830698,471874.1966976206,24.955444200000024,838811.8018976209,329.78614220000003,2543.5022718114105,1.2859793872596523,0.08186657171909906
AUS,7,368845.48,305.0,471914.9123320397,25.89624,840760.3923320397,330.89624,2540.858102020258,1.2794379704260974,0.08490570491803279
AUS,8,398147.9831823287,331.67825,472465.38057156425,30.702964,870613.363753893,362.381214,2402.479295612418,1.1866577265950948,0.09256851783317116
AUS,9,394805.9831823287,331.67825,520352.7712834659,31.281048,915158.7544657947,362.959298,2521.3812113604945,1.3179961638098008,0.09431142379700809
AUS,10,504700.0986439526,402.31104346958244,1398702.278014782,43.50726235112637,1903402.3766587344,445.8183058207088,4269.457650813043,2.771353288364453,0.10814334594425774
AUS,11,426808.0428424743,600.05808408,472705.87173185224,34.90751,899513.9145743265,634.96559408,1416.634102636112,1.1075374038963879,0.05817355173794496
AUS,12,465753.73839826207,1150.5536421600004,472946.3628921403,37.957775,938700.1012904024,1188.5114171600005,789.8115977156256,1.0154429774812197,0.03299087813823238
AUS,13,505898.1225338743,1777.4604674400002,473186.8540524283,41.034051000000005,979084.9765863025,1818.4945184400003,538.4041396100621,0.9353402058153404,0.023085774199580137
AUT,0,101075.70228801639,20.48,489509.08079711004,83.873632,590584.7830851264,104.353632,5659.455945770305,4.842994604205155,4.0953921875
AUT,1,104940.9863946492,42.308949999999996,489509.08079711004,83.94054899999999,594450.0671917592,126.24949899999999,4708.5340686521,4.664612918314149,1.983990361377439
AUT,2,103570.9863946492,42.308949999999996,491354.40595682175,84.01884299999999,594925.3923514709,126.32779299999999,4709.378500354795,4.744131759878717,1.9858408918207613
AUT,3,102680.9863946492,42.308949999999996,491154.2377156362,84.110446,593835.2241102854,126.41939599999999,4697.3426776242895,4.783302683009975,1.9880059892765007
AUT,4,101790.9863946492,42.308949999999996,490706.1861929839,84.21762199999999,592497.1725876331,126.52657199999999,4682.788470611796,4.820723362385833,1.9905391648811894
AUT,5,101050.9863946492,42.308949999999996,490181.9645758841,84.343018,591232.9509705333,126.651968,4668.170264598915,4.850837998369504,1.9935029822295285
AUT,6,100200.9863946492,42.308949999999996,489568.62442772585,84.48973099999999,589769.610822375,126.79868099999999,4651.228279120467,4.885866317717898,1.9969706409636732
AUT,7,99500.9863946492,42.308949999999996,489509.08079711004,84.661385,589010.0671917592,126.97033499999999,4638.958125075115,4.919640483317199,2.001027796719134
AUT,8,114009.6406936822,54.63774999999997,526211.4066114583,90.83371999999999,640221.0473051405,145.47146999999995,4401.007615480484,4.6154992105033275,1.6624718257980982
AUT,9,97840.9863946492,42.30894999999998,489509.08079711004,86.97999999999999,587350.0671917592,129.28894999999997,4542.925495115857,5.003108603409181,2.0558297948779165
AUT,10,97180.9863946492,42.30894999999998,494619.00784939463,88.472121,591799.9942440438,130.781071,4525.119650106274,5.089668526729715,2.0910970610237323
AUT,11,96370.9863946492,42.30894999999998,489509.08079711004,86.97999999999999,585880.0671917592,129.28894999999997,4531.555613931116,5.079423788322758,2.0558297948779165
AUT,12,95710.98639464918,42.30894999999997,489509.08079711004,86.97999999999999,585220.0671917592,129.28894999999994,4526.450769317559,5.114450276154259,2.0558297948779174
AUT,13,94900.9863946492,42.308949999999996,489509.08079711004,86.97999999999999,584410.0671917592,129.28895,4520.185732746373,5.158103191482844,2.055829794877916
BRA,0,1004403.4013270715,480.538,501359.31010655133,70.733,1505762.7114336228,551.271,2731.43827887486,0.49916130256441643,0.14719543511647362
