,technology,edge,time_operation,value_scenario_,value_scenario_DemandMet,value_scenario_FastDiffusion,value_scenario_Recycling,value_scenario_SelfSuff40,value_scenario_Tariffs
225,Aluminium_transport,AUT-ITA,1,0.0,0.0,0.0,0.0,0.0,0.0
226,Aluminium_transport,AUT-ITA,2,0.0,0.0,0.0,0.0,0.0,0.0
227,Aluminium_transport,AUT-ITA,3,0.0,0.0,0.0,0.0,0.0,0.0
228,Aluminium_transport,AUT-ITA,4,0.0,0.0,0.0,0.0,0.0,0.0
229,Aluminium_transport,AUT-ITA,5,0.0,0.0,0.0,0.0,0.0,0.0
230,Aluminium_transport,AUT-ITA,6,0.0,0.0,0.0,0.0,0.0,0.0
231,Aluminium_transport,AUT-ITA,7,0.0,0.0,0.0,0.0,0.0,0.0
232,Aluminium_transport,AUT-ITA,8,0.0,0.0,0.0,0.0,0.0,0.0
233,Aluminium_transport,AUT-ITA,9,0.0,0.0,0.0,0.0,0.0,0.0
234,Aluminium_transport,AUT-ITA,10,0.0,0.0,0.0,0.0,0.0,0.0
235,Aluminium_transport,AUT-ITA,11,0.0,0.0,0.0,0.0,0.0,0.0
236,Aluminium_transport,AUT-ITA,12,0.0,0.0,0.0,0.0,0.0,0.0
237,Aluminium_transport,AUT-ITA,13,0.0,0.0,0.0,0.0,0.0,0.0
238,Aluminium_transport,AUT-JPN,0,0.0,0.0,0.0,0.0,0.0,0.0
239,Aluminium_transport,AUT-JPN,1,0.0,0.0,0.0,0.0,0.0,0.0
240,Aluminium_transport,AUT-JPN,2,0.0,0.0,0.0,0.0,0.0,0.0
241,Aluminium_transport,AUT-JPN,3,0.0,0.0,0.0,0.0,0.0,0.0
242,Aluminium_transport,AUT-JPN,4,0.0,0.0,0.0,0.0,0.0,0.0
243,Aluminium_transport,AUT-JPN,5,0.0,0.0,0.0,0.0,0.0,0.0
244,Aluminium_transport,AUT-JPN,6,0.0,0.0,0.0,0.0,0.0,0.0
245,Aluminium_transport,AUT-JPN,7,0.0,0.0,0.0,0.0,0.0,0.0
246,Aluminium_transport,AUT-JPN,8,0.0,0.0,0.0,0.0,0.0,0.0
247,Aluminium_transport,AUT-JPN,9,0.0,0.0,0.0,0.0,0.0,0.0
248,Aluminium_transport,AUT-JPN,10,0.0,0.0,0.0,0.0,0.0,0.0
249,Aluminium_transport,AUT-JPN,11,0.0,0.0,0.0,0.0,0.0,0.0
250,Aluminium_transport,AUT-JPN,12,0.0,0.0,0.0,0.0,0.0,0.0
251,Aluminium_transport,AUT-JPN,13,0.0,0.0,0.0,0.0,0.0,0.0
252,Aluminium_transport,AUT-KOR,0,0.0,0.0,0.0,0.0,0.0,0.0
253,Aluminium_transport,AUT-KOR,1,0.0,0.0,0.0,0.0,0.0,0.0
254,Aluminium_transport,AUT-KOR,2,0.0,0.0,0.0,0.0,0.0,0.0
255,Aluminium_transport,AUT-KOR,3,0.0,0.0,0.0,0.0,0.0,0.0
256,Aluminium_transport,AUT-KOR,4,0.0,0.0,0.0,0.0,0.0,0.0
