location,time_operation,lcohp,scenario
AUS,0,168.2864029683765,S1
AUS,1,164.11175527261653,S1
AUS,2,162.1033621700793,S1
AUS,3,156.58988020800402,S1
AUS,4,160.610583352404,S1
AUS,5,159.2195073344378,S1
AUS,6,163.6689544904823,S1
AUS,7,165.32688125403305,S1
AUS,8,195.03461826213277,S1
AUS,9,168.4962012085473,S1
AUS,10,170.8293318680917,S1
AUS,11,157.61667312844295,S1
AUS,12,146.24758550506502,S1
AUS,13,144.66134450370583,S1
AUT,0,316.67244172460937,S1
AUT,1,443.5305495584699,S1
AUT,2,437.9076411560928,S1
AUT,3,435.19164115609277,S1
AUT,4,434.70566066958105,S1
AUT,5,430.11341893387055,S1
AUT,6,429.6345495584699,S1
AUT,7,362.73039556616567,S1
AUT,8,246.28221640276408,S1
AUT,9,235.69336543069747,S1
AUT,10,258.546615362154,S1
AUT,11,209.8539258309907,S1
AUT,12,203.80930226414756,S1
AUT,13,191.81315142265416,S1
BRA,0,37.67838988155,S1
BRA,1,37.50838988155,S1
BRA,2,37.108389881549996,S1
BRA,3,19843.939027057335,S1
BRA,4,724.9974130508418,S1
BRA,5,312.9631570681935,S1
BRA,6,245.14870394187184,S1
BRA,7,174.6877742363802,S1
BRA,8,168.2721206850282,S1
BRA,9,167.8721206850282,S1
BRA,10,167.46488092675253,S1
BRA,11,166.95283044826843,S1
BRA,12,224.2116607355454,S1
BRA,13,166.82703172324096,S1
CHN,0,129.71584076910267,S1
CHN,1,125.82233955640201,S1
CHN,2,122.20340708138886,S1
CHN,3,119.1363829353823,S1
CHN,4,123.52428056477659,S1
CHN,5,129.89420100382935,S1
CHN,6,128.9726323616075,S1
CHN,7,126.89425522802047,S1
CHN,8,124.40578261220871,S1
CHN,9,118.6212452229924,S1
CHN,10,119.05134007278559,S1
CHN,11,114.11917254575319,S1
CHN,12,113.91702724930798,S1
CHN,13,112.35933400491122,S1
CZE,0,327.3275058574761,S1
CZE,1,301.95736421734995,S1
CZE,2,292.12784535497013,S1
CZE,3,278.2628882725201,S1
CZE,4,265.45781301337246,S1
CZE,5,278.344642437663,S1
CZE,6,278.9795853674468,S1
CZE,7,261.5126211284619,S1
CZE,8,282.1999092065391,S1
CZE,9,287.83009172164344,S1
CZE,10,234.0556421373648,S1
CZE,11,189.40170750640874,S1
CZE,12,207.97990446283288,S1
CZE,13,201.53885234808513,S1
DEU,0,292.25564567322016,S1
DEU,1,283.9448544435053,S1
DEU,2,276.57997299693864,S1
DEU,3,270.96469051210414,S1
DEU,4,266.12173637605775,S1
DEU,5,261.78126021920787,S1
DEU,6,275.7504118090795,S1
DEU,7,274.38715987709406,S1
DEU,8,252.70048817774318,S1
DEU,9,210.17775599041008,S1
DEU,10,175.98273297788904,S1
DEU,11,163.14806154680156,S1
DEU,12,199.55977885646107,S1
DEU,13,170.05108099269302,S1
ITA,0,189.10764215478113,S1
ITA,1,213.085454185032,S1
ITA,2,199.85083567371396,S1
