location,0,1,2,3,4,5,6,7,8,9,10,11,12,13
AUS,2948.8911402494005,2912.8283719382375,2940.171758017339,2940.448553481137,3049.318947869278,3058.93035018828,3057.576902045024,3080.495578591562,3214.1055353765782,3384.0269929963397,3504.5714197510856,2970.487301637452,2854.867312697331,2829.742458162007
AUT,5032.937236813282,4105.068323844582,4069.5164951912516,4063.9056410253897,4007.7622708301506,4132.836066542734,4074.9885792051145,4064.429844884591,4282.896992454664,4225.991750865163,3987.245581344362,3981.059318184547,4022.940875291173,4098.519126709793
BRA,7937.337135169161,7927.492431896837,7907.303857298945,7809.0700108223355,5731.573553309023,4860.975949921293,3576.07854534388,2966.797244434445,2781.5875809691825,2775.601229502483,2769.613809990567,2760.9805487338085,2735.926382452043,2729.970362049807
CHN,1242.085310911571,1197.2993273637135,1137.2998561854702,1085.4561161780687,1051.7535610891246,1061.0824620809258,1073.8186738351535,1083.5789532613455,1083.054293682016,1054.7633223981054,1034.9975583554165,1003.9831214088891,974.9166814638792,935.6511573012549
CZE,5360.741793317209,5698.255208255718,5691.718308046166,5660.350162292318,5603.85094700671,5837.434675780381,5869.666919815972,4872.648633595004,4852.844299645145,4754.653144438529,4678.137315228628,3709.300831284775,3102.4355489353375,2800.732928999021
DEU,3735.1860219691243,3701.821567320957,3646.037109219449,3607.836847962655,3578.7903011005974,3533.988977657596,3451.019809241311,3358.4224077906756,3479.048257470301,3399.6893159168253,3398.1376433778632,3518.888173032507,3672.050362809096,3742.2044296096587
ITA,6437.333208183886,5472.959869743438,5449.833582082898,5657.00131943635,5794.970830277376,5908.346956167351,6265.304156538732,6465.80632735519,5587.427467035023,5297.472322176829,5439.750910674399,5275.216635858624,4561.962865540048,4652.178017662337
JPN,8330.63950463243,8282.963195814338,8210.786361955224,7123.90480895312,7061.791445717692,6999.633306896118,6941.222157375308,6560.170564589459,5330.537940748678,4344.889072342605,3487.6341810734107,3323.7100549945035,3214.297674717798,3060.515848913528
KOR,9538.983229566289,7275.080328585481,4877.494762355218,3801.587695004228,3013.0049841869563,2877.8949578798097,2850.955483243124,2827.1614743995897,2805.8189142421274,2774.7222560294163,2686.396717029875,2666.446223859109,2648.209238855814,2631.023730781406
ROE,2369.9621141091807,2308.849908271458,2362.322714009326,2329.8076151611417,2366.1205871256902,2430.8610609326224,2494.6398587717026,2553.688927247212,2599.8680211777923,2689.3369961642024,2799.3497007721057,2840.338108946743,2705.243790519315,2641.285812257538
ROW,8008.038496090244,6466.629109168743,6157.818356911377,5880.627255499917,5594.6441365841065,5042.465036659845,4511.862543773791,4062.3673930555183,3635.7649045529397,3197.3125517656104,2824.0043599965948,2444.711379014227,2172.0456946283953,1978.4169516234751
TOTAL,3163.5101285092333,2992.6984688762514,2818.8059024703475,2665.8592233563745,2541.4438683507706,2457.4028140990167,2393.342507043713,2319.2100922277773,2254.661430473643,2195.3839311385195,2131.783844514805,2071.7737054634886,2012.6268394858544,1962.6731246400943
USA,3590.127998642655,3602.845333856707,3359.0709822679028,3448.6071866614984,3354.1211255171524,3316.049671115703,3293.2897512935006,3283.6509557424383,3324.06895906467,3317.9137048835696,3322.7873743571126,3375.031900874848,3406.657994479493,3412.6701270581357
