commodity,timestep_0,timestep_1,timestep_2,timestep_3,timestep_4,timestep_5,timestep_6,timestep_7,timestep_8,timestep_9,timestep_10,timestep_11,timestep_12,timestep_13,average
Aluminium,0.3482233236154112,0.36354552449644684,0.3762416745130572,0.3900854897945247,0.40486852702354753,0.4203896398564972,0.42686989844601764,0.43430332741861627,0.42827900902798827,0.443512335516745,0.4565986500304811,0.47016108804681145,0.47633269629587377,0.485836937838963,0.4232320087086415
Bauxite,0.07612866190093913,0.07029508144399059,0.06476514515622969,0.05953487683506793,0.054599896600959784,0.0499553226359568,0.045595692252797984,0.04151489247786919,0.03770611437157153,0.03416182073530503,0.05590568105365514,0.12362179938130934,0.1860473567248435,0.24341101809673674,0.08166023997623088
Compressor,0.037235290564749175,0.0461788844866539,0.06681776978435741,0.07423409101770753,0.09960463697143691,0.1140560668202315,0.1336664778797527,0.14988957173669126,0.16478888751997528,0.20401196336645125,0.24354195240942386,0.16384789493452073,0.13319073251705568,0.10409784468011919,0.12394014747779473
Copper,0.0018545262718025533,0.001757629474802354,0.0016609309606874082,0.001564790542459826,0.0014695854372757098,0.0013663423000710199,0.0012285076355516172,0.0011031613563852489,0.0009892441100427442,0.000885802713417128,0.000791973831307777,0.0007069705671589434,0.0006300716983352598,0.0005606129084602432,0.0011835821291255595
Copper_ore,0.0007217089055207265,0.000672853420221808,0.000637530812708419,0.0005886654472566032,0.0005572619021384349,0.0005212461455832536,0.0004809209395446082,0.0005034223896402489,0.0005202729596249275,0.000528453085388363,0.0005463465502041344,0.0005134924303638141,0.00048575047010623163,0.0004621489123489604,0.0005528624550464666
HEX,1.1077252809953486,1.1177437797416125,1.1613843627619473,1.2009748206538595,1.242052381546121,1.2937178285683835,1.2652251534695031,1.0048185636229297,0.9189712881241769,0.887008996099608,0.8622481536275557,0.773904323422461,0.6914409967591899,0.6583839988534407,1.0132571377318669
HP,0.08630169916893236,0.1060515366744124,0.11081533908207515,0.12843536580861847,0.11524463138719569,0.1302143208936224,0.1426832325948771,0.16030775844326828,0.1816796701598171,0.18816984204420395,0.20072189166102045,0.21340571515411666,0.19670567062319314,0.18725177006576776,0.1534277459829372
Iron,0.41569834990980403,0.3917734906410249,0.3755484062303691,0.3655270931643814,0.34813490171047645,0.3231015337740649,0.2972463948925913,0.27524805087749354,0.2616309468628565,0.25121676056419484,0.24564613782242675,0.22224625691570135,0.20536376892686725,0.19052891846578027,0.297779357911288
Nickel,0.0002946568985602125,0.0002786730644482419,0.00026728623755074615,0.00025978894094947806,0.00025138851909254213,0.00024186487445225518,0.0002466643282674127,0.0002938603850910992,0.0003312827624129328,0.0003316718971053155,0.000324864233806094,0.0003259287020249578,0.00036250722394582573,0.00038563302986418217,0.0002997193641122354
Steel,0.02059056332863071,0.019003033417831407,0.01749651496628178,0.016062424109565224,0.014741822463887975,0.013508456415970071,0.012363919653977552,0.011279644716825946,0.010246059499005391,0.009272353346388379,0.008368379218600243,0.00753869251860767,0.006773357319832034,0.006066767339651639,0.012379427736789714
