location,timestep_0,timestep_1,timestep_2,timestep_3,timestep_4,timestep_5,timestep_6,timestep_7,timestep_8,timestep_9,timestep_10,timestep_11,timestep_12,timestep_13,average
AUS,168.2864029683765,164.11175527261653,162.1033621700793,156.58988020800402,160.610583352404,159.2195073344378,163.6689544904823,165.32688125403305,195.03461826213277,168.4962012085473,170.8293318680917,157.61667312844295,146.24758550506502,144.66134450370583,163.0573629661728
AUT,316.67244172460937,443.5305495584699,437.9076411560928,435.19164115609277,434.70566066958105,430.11341893387055,429.6345495584699,362.73039556616567,246.28221640276408,235.69336543069747,258.546615362154,209.8539258309907,203.80930226414756,191.81315142265416,331.17749107405433
BRA,37.67838988155,37.50838988155,37.108389881549996,19843.939027057335,724.9974130508418,312.9631570681935,245.14870394187184,174.6877742363802,168.2721206850282,167.8721206850282,167.46488092675253,166.95283044826843,224.2116607355454,166.82703172324096,1605.4022778716528
CHN,129.71584076910267,125.82233955640201,122.20340708138886,119.1363829353823,123.52428056477659,129.89420100382935,128.9726323616075,126.89425522802047,124.40578261220871,118.6212452229924,119.05134007278559,114.11917254575319,113.91702724930798,112.35933400491122,122.04551722917634
CZE,327.3275058574761,301.95736421734995,292.12784535497013,278.2628882725201,265.45781301337246,278.344642437663,278.9795853674468,261.5126211284619,282.1999092065391,287.83009172164344,234.0556421373648,189.40170750640874,207.97990446283288,201.53885234808513,263.3554552165811
DEU,292.25564567322016,283.9448544435053,276.57997299693864,270.96469051210414,266.12173637605775,261.78126021920787,275.7504118090795,274.38715987709406,252.70048817774318,210.17775599041008,175.98273297788904,163.14806154680156,199.55977885646107,170.05108099269302,240.95754503208607
ITA,189.10764215478113,213.085454185032,199.85083567371396,194.35865389143973,192.87169749434105,192.33588186046006,197.07934642429714,205.06384038922002,206.11508407815907,198.21192409816953,180.8077981306655,219.4434996370265,263.5476237001937,240.73657263656418,206.6154181681474
JPN,484.88274403005585,481.8680687051758,477.3041726012797,413.9413028101526,409.44103109294275,403.104437659638,402.2191855323108,405.47174410615236,365.3330885858338,295.38631905192625,214.04354855995075,201.26614730534388,217.02305341444173,224.88998059926033,356.8696302896047
KOR,533.2731309307436,429.7519649171071,344.32355340225456,293.30521405117986,265.7667342587861,266.28319265754584,241.10210498457855,239.5553206880387,237.69209536306423,241.84655964005927,265.23313379299606,217.0419884637766,215.980939389334,215.15908382456735,286.16535831171655
ROE,252.89730063370968,223.94365202460907,216.39878156424192,209.52973857977983,198.93600421489566,195.3211003363745,182.399013847152,191.01445507636237,170.0821754043023,174.8419149990421,175.28000457911014,259.783856723302,236.58363363333288,225.94875423541785,208.0685989894023
ROW,400.7353866785664,327.9148267226355,310.0237979223041,296.54761254563635,285.48349342434574,246.80360086043862,234.03050524911748,223.40326571717648,207.31499410437442,189.1875677265012,186.555863633828,249.80040901452185,179.81607029428585,182.1491240100187,251.41189413598218
USA,195.9865232718165,195.46769429083142,191.65806521579842,181.0583294349524,201.05273632870345,200.39020467960546,199.06214722698286,195.49159486727729,180.87929053843317,194.8751570245432,209.12833684520456,182.12666593787364,171.62122983449387,159.84486752142516,189.90306021556722
