,technology,capacity_type,location,time_operation,value_scenario_,value_scenario_DemandMet,value_scenario_FastDiffusion,value_scenario_Recycling,value_scenario_SelfSuff40,value_scenario_Tariffs
6516,Compressor_transport,power,DEU-BRA,6,0.0,0.0,0.0,0.0,0.0,0.0
6517,Compressor_transport,power,DEU-BRA,7,0.0,0.0,0.0,0.0,0.0,0.0
6518,Compressor_transport,power,DEU-BRA,8,0.0,0.0,0.0,0.0,0.0,0.0
6519,Compressor_transport,power,DEU-BRA,9,0.0,0.0,0.0,0.0,0.0,0.0
6520,Compressor_transport,power,DEU-BRA,10,0.0,0.0,0.0,0.0,0.0,0.0
6521,Compressor_transport,power,DEU-BRA,11,0.0,0.0,0.0,0.0,0.0,0.0
6522,Compressor_transport,power,DEU-BRA,12,0.0,0.0,0.0,0.0,0.0,0.0
6523,Compressor_transport,power,DEU-BRA,13,0.0,0.0,0.0,0.0,0.0,0.0
6524,Compressor_transport,power,DEU-CHN,0,0.0,0.0,0.0,0.0,0.0,0.0
6525,Compressor_transport,power,DEU-CHN,1,0.0,0.0,0.0,0.0,0.0,0.0
6526,Compressor_transport,power,DEU-CHN,2,0.0,0.0,0.0,0.0,0.0,0.0
6527,Compressor_transport,power,DEU-CHN,3,0.0,0.0,0.0,0.0,0.0,0.0
6528,Compressor_transport,power,DEU-CHN,4,0.0,0.0,0.0,0.0,0.0,0.0
6529,Compressor_transport,power,DEU-CHN,5,0.0,0.0,0.0,0.0,0.0,0.0
