,technology,location,year,value_scenario_,value_scenario_DemandMet,value_scenario_FastDiffusion,value_scenario_Recycling,value_scenario_SelfSuff40,value_scenario_Tariffs
63,Aluminium_production,CZE,7,4114.3967999999995,4114.3967999999995,4114.3967999999995,4114.3967999999995,4114.3967999999995,4114.3967999999995
64,Aluminium_production,CZE,8,4114.3967999999995,4114.3967999999995,4114.3967999999995,4114.3967999999995,4114.3967999999995,4114.3967999999995
65,Aluminium_production,CZE,9,4114.3967999999995,4114.3967999999995,4114.3967999999995,4114.3967999999995,4114.3967999999995,4114.3967999999995
66,Aluminium_production,CZE,10,4114.3967999999995,4114.3967999999995,4114.3967999999995,4114.3967999999995,4114.3967999999995,4114.3967999999995
67,Aluminium_production,CZE,11,4114.3967999999995,4114.3967999999995,4114.3967999999995,4114.3967999999995,4114.3967999999995,4114.3967999999995
68,Aluminium_production,CZE,12,4114.3967999999995,4114.3967999999995,4114.3967999999995,4114.3967999999995,4114.3967999999995,4114.3967999999995
69,Aluminium_production,CZE,13,4114.3967999999995,4114.3967999999995,4114.3967999999995,4114.3967999999995,4114.3967999999995,4114.3967999999995
70,Aluminium_production,DEU,0,37715.304000000004,37715.304000000004,37715.304000000004,37715.304000000004,37715.304000000004,37715.304000000004
71,Aluminium_production,DEU,1,37715.304000000004,37715.304000000004,37715.304000000004,37715.304000000004,37715.304000000004,37715.304000000004
72,Aluminium_production,DEU,2,37715.304000000004,37715.304000000004,37715.304000000004,37715.304000000004,37715.304000000004,37715.304000000004
73,Aluminium_production,DEU,3,37715.304000000004,37715.304000000004,37715.304000000004,37715.304000000004,37715.304000000004,37715.304000000004
74,Aluminium_production,DEU,4,37715.304000000004,37715.304000000004,37715.304000000004,37715.304000000004,37715.304000000004,37715.304000000004
75,Aluminium_production,DEU,5,37715.304000000004,37715.304000000004,37715.304000000004,37715.304000000004,37715.304000000004,37715.304000000004
