,technology,location,year,value_scenario_,value_scenario_DemandMet,value_scenario_FastDiffusion,value_scenario_Recycling,value_scenario_SelfSuff40,value_scenario_Tariffs
7759,Copper_ore_transport,AUT-CZE,3,0.001,0.001,0.001,0.001,0.001,0.001
7760,Copper_ore_transport,AUT-CZE,4,0.001,0.001,0.001,0.001,0.001,0.001
7761,Copper_ore_transport,AUT-CZE,5,0.001,0.001,0.001,0.001,0.001,0.001
7762,Copper_ore_transport,AUT-CZE,6,0.001,0.001,0.001,0.001,0.001,0.001
7763,Copper_ore_transport,AUT-CZE,7,0.001,0.001,0.001,0.001,0.001,0.001
7764,Copper_ore_transport,AUT-CZE,8,0.001,0.001,0.001,0.001,0.001,0.001
7765,Copper_ore_transport,AUT-CZE,9,0.001,0.001,0.001,0.001,0.001,0.001
7766,Copper_ore_transport,AUT-CZE,10,0.001,0.001,0.001,0.001,0.001,0.001
7767,Copper_ore_transport,AUT-CZE,11,0.001,0.001,0.001,0.001,0.001,0.001
7768,Copper_ore_transport,AUT-CZE,12,0.001,0.001,0.001,0.001,0.001,0.001
7769,Copper_ore_transport,AUT-CZE,13,0.001,0.001,0.001,0.001,0.001,0.001
7770,Copper_ore_transport,AUT-DEU,0,0.001,0.001,0.001,0.001,0.001,0.001
7771,Copper_ore_transport,AUT-DEU,1,0.001,0.001,0.001,0.001,0.001,0.001
7772,Copper_ore_transport,AUT-DEU,2,0.001,0.001,0.001,0.001,0.001,0.001
7773,Copper_ore_transport,AUT-DEU,3,0.001,0.001,0.001,0.001,0.001,0.001
7774,Copper_ore_transport,AUT-DEU,4,0.001,0.001,0.001,0.001,0.001,0.001
7775,Copper_ore_transport,AUT-DEU,5,0.001,0.001,0.001,0.001,0.001,0.001
7776,Copper_ore_transport,AUT-DEU,6,0.001,0.001,0.001,0.001,0.001,0.001
7777,Copper_ore_transport,AUT-DEU,7,0.001,0.001,0.001,0.001,0.001,0.001
7778,Copper_ore_transport,AUT-DEU,8,0.001,0.001,0.001,0.001,0.001,0.001
7779,Copper_ore_transport,AUT-DEU,9,0.001,0.001,0.001,0.001,0.001,0.001
7780,Copper_ore_transport,AUT-DEU,10,0.001,0.001,0.001,0.001,0.001,0.001
7781,Copper_ore_transport,AUT-DEU,11,0.001,0.001,0.001,0.001,0.001,0.001
7782,Copper_ore_transport,AUT-DEU,12,0.001,0.001,0.001,0.001,0.001,0.001
7783,Copper_ore_transport,AUT-DEU,13,0.001,0.001,0.001,0.001,0.001,0.001
7784,Copper_ore_transport,AUT-ITA,0,0.001,0.001,0.001,1.75473448,0.001,0.001
7785,Copper_ore_transport,AUT-ITA,1,0.001,0.001,0.001,1.75473448,0.001,0.001
7786,Copper_ore_transport,AUT-ITA,2,0.001,0.001,0.001,1.75473448,0.001,0.001
7787,Copper_ore_transport,AUT-ITA,3,0.001,0.001,0.001,1.75473448,0.001,0.001
7788,Copper_ore_transport,AUT-ITA,4,0.001,0.001,0.001,1.75473448,0.001,0.001
7789,Copper_ore_transport,AUT-ITA,5,0.001,0.001,0.001,1.75473448,0.001,0.001
7790,Copper_ore_transport,AUT-ITA,6,0.001,0.001,0.001,0.001,0.001,0.001
7791,Copper_ore_transport,AUT-ITA,7,0.001,0.001,0.001,0.001,0.001,0.001
7792,Copper_ore_transport,AUT-ITA,8,0.001,0.001,0.001,0.001,0.001,0.001
7793,Copper_ore_transport,AUT-ITA,9,0.001,0.001,0.001,0.001,0.001,0.001
7794,Copper_ore_transport,AUT-ITA,10,0.001,0.001,0.001,0.001,0.001,0.001
7795,Copper_ore_transport,AUT-ITA,11,0.001,0.001,0.001,0.001,0.001,0.001
7796,Copper_ore_transport,AUT-ITA,12,0.001,0.001,0.001,0.001,0.001,0.001
7797,Copper_ore_transport,AUT-ITA,13,0.001,0.001,0.001,0.001,0.001,0.001
7798,Copper_ore_transport,AUT-JPN,0,0.001,0.001,0.001,3.267529522480002,0.001,0.001
7799,Copper_ore_transport,AUT-JPN,1,0.001,0.001,0.001,0.001,0.001,0.001
7800,Copper_ore_transport,AUT-JPN,2,0.001,0.001,0.001,0.001,0.001,0.001
7801,Copper_ore_transport,AUT-JPN,3,0.001,0.001,0.001,0.001,0.001,0.001
7802,Copper_ore_transport,AUT-JPN,4,0.001,0.001,0.001,0.001,0.001,0.001
7803,Copper_ore_transport,AUT-JPN,5,0.001,0.001,0.001,0.001,0.001,0.001
7804,Copper_ore_transport,AUT-JPN,6,0.001,0.001,0.001,0.001,0.001,0.001
7805,Copper_ore_transport,AUT-JPN,7,0.001,0.001,0.001,0.001,0.001,0.001
7806,Copper_ore_transport,AUT-JPN,8,0.001,0.001,0.001,0.001,0.001,0.001
7807,Copper_ore_transport,AUT-JPN,9,0.001,0.001,0.001,0.001,0.001,0.001
7808,Copper_ore_transport,AUT-JPN,10,0.001,0.001,0.001,0.001,0.001,0.001
7809,Copper_ore_transport,AUT-JPN,11,0.001,0.001,0.001,0.001,0.001,0.001
7810,Copper_ore_transport,AUT-JPN,12,0.001,0.001,0.001,0.001,0.001,0.001
7811,Copper_ore_transport,AUT-JPN,13,0.001,0.001,0.001,0.001,0.001,0.001
7812,Copper_ore_transport,AUT-KOR,0,0.001,0.001,0.001,3.9278452,0.001,0.001
7813,Copper_ore_transport,AUT-KOR,1,0.001,0.001,0.001,0.001,0.001,0.001
7814,Copper_ore_transport,AUT-KOR,2,0.001,0.001,0.001,0.001,0.001,0.001
7815,Copper_ore_transport,AUT-KOR,3,0.001,0.001,0.001,0.001,0.001,0.001
7816,Copper_ore_transport,AUT-KOR,4,0.001,0.001,0.001,0.001,0.001,0.001
7817,Copper_ore_transport,AUT-KOR,5,0.001,0.001,0.001,0.001,0.001,0.001
7818,Copper_ore_transport,AUT-KOR,6,0.001,0.001,0.001,0.001,0.001,0.001
7819,Copper_ore_transport,AUT-KOR,7,0.001,0.001,0.001,0.001,0.001,0.001
7820,Copper_ore_transport,AUT-KOR,8,0.001,0.001,0.001,0.001,0.001,0.001
7821,Copper_ore_transport,AUT-KOR,9,0.001,0.001,0.001,0.001,0.001,0.001
7822,Copper_ore_transport,AUT-KOR,10,0.001,0.001,0.001,0.001,0.001,0.001
7823,Copper_ore_transport,AUT-KOR,11,0.001,0.001,0.001,0.001,0.001,0.001
7824,Copper_ore_transport,AUT-KOR,12,0.001,0.001,0.001,0.001,0.001,0.001
7825,Copper_ore_transport,AUT-KOR,13,0.001,0.001,0.001,0.001,0.001,0.001
7826,Copper_ore_transport,AUT-ROE,0,0.001,0.001,0.001,0.9287015200000001,0.001,0.001
7827,Copper_ore_transport,AUT-ROE,1,0.001,0.001,0.001,0.001,0.001,0.001
7828,Copper_ore_transport,AUT-ROE,2,0.001,0.001,0.001,0.001,0.001,0.001
7829,Copper_ore_transport,AUT-ROE,3,0.001,0.001,0.001,0.001,0.001,0.001
7830,Copper_ore_transport,AUT-ROE,4,0.001,0.001,0.001,0.001,0.001,0.001
7831,Copper_ore_transport,AUT-ROE,5,0.001,0.001,0.001,0.001,0.001,0.001
7832,Copper_ore_transport,AUT-ROE,6,0.001,0.001,0.001,0.001,0.001,0.001
7833,Copper_ore_transport,AUT-ROE,7,0.001,0.001,0.001,0.001,0.001,0.001
7834,Copper_ore_transport,AUT-ROE,8,0.001,0.001,0.001,0.001,0.001,0.001
7835,Copper_ore_transport,AUT-ROE,9,0.001,0.001,0.001,0.001,0.001,0.001
7836,Copper_ore_transport,AUT-ROE,10,0.001,0.001,0.001,0.001,0.001,0.001
7837,Copper_ore_transport,AUT-ROE,11,0.001,0.001,0.001,0.001,0.001,0.001
7838,Copper_ore_transport,AUT-ROE,12,0.001,0.001,0.001,0.001,0.001,0.001
7839,Copper_ore_transport,AUT-ROE,13,0.001,0.001,0.001,0.001,0.001,0.001
7840,Copper_ore_transport,AUT-ROW,0,0.001,0.001,0.001,3.3813964,0.001,0.001
7841,Copper_ore_transport,AUT-ROW,1,0.001,0.001,0.001,0.7277852260000025,0.001,0.001
7842,Copper_ore_transport,AUT-ROW,2,0.001,0.001,0.001,0.7277852260000025,0.001,0.001
7843,Copper_ore_transport,AUT-ROW,3,0.001,0.001,0.001,1.403864506000003,0.001,0.001
7844,Copper_ore_transport,AUT-ROW,4,0.001,0.001,0.001,1.403864506000003,0.001,0.001
7845,Copper_ore_transport,AUT-ROW,5,0.001,0.001,0.001,1.403864506000003,0.001,0.001
7846,Copper_ore_transport,AUT-ROW,6,0.001,0.001,0.001,0.001,0.001,0.001
7847,Copper_ore_transport,AUT-ROW,7,0.001,0.001,0.001,0.001,0.001,0.001
7848,Copper_ore_transport,AUT-ROW,8,0.001,0.001,0.001,0.001,0.001,0.001
7849,Copper_ore_transport,AUT-ROW,9,0.001,0.001,0.001,0.001,0.001,0.001
7850,Copper_ore_transport,AUT-ROW,10,0.001,0.001,0.001,0.001,0.001,0.001
7851,Copper_ore_transport,AUT-ROW,11,0.001,0.001,0.001,0.001,0.001,0.001
7852,Copper_ore_transport,AUT-ROW,12,0.001,0.001,0.001,0.001,0.001,0.001
7853,Copper_ore_transport,AUT-ROW,13,0.001,0.001,0.001,0.001,0.001,0.001
7854,Copper_ore_transport,AUT-USA,0,0.001,0.001,0.001,3.81347464,0.001,0.001
7855,Copper_ore_transport,AUT-USA,1,0.001,0.001,0.001,0.001,0.001,0.001
7856,Copper_ore_transport,AUT-USA,2,0.001,0.001,0.001,0.001,0.001,0.001
7857,Copper_ore_transport,AUT-USA,3,0.001,0.001,0.001,0.001,0.001,0.001
7858,Copper_ore_transport,AUT-USA,4,0.001,0.001,0.001,0.001,0.001,0.001
7859,Copper_ore_transport,AUT-USA,5,0.001,0.001,0.001,0.001,0.001,0.001
7860,Copper_ore_transport,AUT-USA,6,0.001,0.001,0.001,0.001,0.001,0.001
7861,Copper_ore_transport,AUT-USA,7,0.001,0.001,0.001,0.001,0.001,0.001
7862,Copper_ore_transport,AUT-USA,8,0.001,0.001,0.001,0.001,0.001,0.001
7863,Copper_ore_transport,AUT-USA,9,0.001,0.001,0.001,0.001,0.001,0.001
7864,Copper_ore_transport,AUT-USA,10,0.001,0.001,0.001,0.001,0.001,0.001
7865,Copper_ore_transport,AUT-USA,11,0.001,0.001,0.001,0.001,0.001,0.001
7866,Copper_ore_transport,AUT-USA,12,0.001,0.001,0.001,0.001,0.001,0.001
7867,Copper_ore_transport,AUT-USA,13,0.001,0.001,0.001,0.001,0.001,0.001
7868,Copper_ore_transport,BRA-AUS,0,0.381,0.381,0.381,0.381,0.381,0.381
7869,Copper_ore_transport,BRA-AUS,1,0.381,0.381,0.381,0.381,0.381,0.381
7870,Copper_ore_transport,BRA-AUS,2,0.381,0.381,0.381,0.381,0.381,0.381
7871,Copper_ore_transport,BRA-AUS,3,0.381,0.381,0.381,0.381,0.381,0.381
7872,Copper_ore_transport,BRA-AUS,4,0.381,0.381,0.381,0.381,0.381,0.381
7873,Copper_ore_transport,BRA-AUS,5,0.381,0.381,0.381,0.381,0.381,0.381
7874,Copper_ore_transport,BRA-AUS,6,0.381,0.381,0.381,0.381,0.381,0.381
7875,Copper_ore_transport,BRA-AUS,7,0.381,0.381,0.381,0.381,0.381,0.381
7876,Copper_ore_transport,BRA-AUS,8,0.381,0.381,0.381,0.381,0.381,0.381
7877,Copper_ore_transport,BRA-AUS,9,0.381,0.381,0.381,0.381,0.381,0.381
7878,Copper_ore_transport,BRA-AUS,10,0.381,0.381,0.381,0.381,0.381,0.381
7879,Copper_ore_transport,BRA-AUS,11,0.381,0.381,0.381,0.381,0.381,0.381
7880,Copper_ore_transport,BRA-AUS,12,0.381,0.381,0.381,0.381,0.381,0.381
7881,Copper_ore_transport,BRA-AUS,13,0.381,0.381,0.381,0.381,0.381,0.381
7882,Copper_ore_transport,BRA-AUT,0,0.381,0.381,0.381,0.381,0.381,0.381
7883,Copper_ore_transport,BRA-AUT,1,0.381,0.381,0.381,0.381,0.381,0.381
7884,Copper_ore_transport,BRA-AUT,2,0.381,0.381,0.381,0.381,0.381,0.381
7885,Copper_ore_transport,BRA-AUT,3,0.381,0.381,0.381,0.381,0.381,0.381
7886,Copper_ore_transport,BRA-AUT,4,0.381,0.381,0.381,0.381,0.381,0.381
7887,Copper_ore_transport,BRA-AUT,5,0.381,0.381,0.381,0.381,0.381,0.381
7888,Copper_ore_transport,BRA-AUT,6,0.381,0.381,0.381,0.381,0.381,0.381
7889,Copper_ore_transport,BRA-AUT,7,0.381,0.381,0.381,0.381,0.381,0.381
7890,Copper_ore_transport,BRA-AUT,8,0.381,0.381,0.381,0.381,0.381,0.381
7891,Copper_ore_transport,BRA-AUT,9,0.381,0.381,0.381,0.381,0.381,0.381
7892,Copper_ore_transport,BRA-AUT,10,0.381,0.381,0.381,0.381,0.381,0.381
7893,Copper_ore_transport,BRA-AUT,11,0.381,0.381,0.381,0.381,0.381,0.381
7894,Copper_ore_transport,BRA-AUT,12,0.381,0.381,0.381,0.381,0.381,0.381
7895,Copper_ore_transport,BRA-AUT,13,0.381,0.381,0.381,0.381,0.381,0.381
7896,Copper_ore_transport,BRA-CHN,0,0.381,0.381,0.381,0.381,0.381,0.381
7897,Copper_ore_transport,BRA-CHN,1,0.381,0.381,0.381,0.381,0.381,0.381
7898,Copper_ore_transport,BRA-CHN,2,0.381,0.381,0.381,0.381,0.381,0.381
7899,Copper_ore_transport,BRA-CHN,3,0.381,0.381,0.381,0.381,0.381,0.381
7900,Copper_ore_transport,BRA-CHN,4,0.381,0.381,0.381,0.381,0.381,0.381
7901,Copper_ore_transport,BRA-CHN,5,0.381,0.381,0.381,0.381,0.381,0.381
7902,Copper_ore_transport,BRA-CHN,6,0.381,0.381,0.381,0.381,0.381,0.381
7903,Copper_ore_transport,BRA-CHN,7,0.381,0.381,0.381,0.381,0.381,0.381
7904,Copper_ore_transport,BRA-CHN,8,0.381,0.381,0.381,0.381,0.381,0.381
7905,Copper_ore_transport,BRA-CHN,9,0.381,0.381,0.381,0.381,0.381,0.381
7906,Copper_ore_transport,BRA-CHN,10,0.381,0.381,0.381,0.381,0.381,0.381
7907,Copper_ore_transport,BRA-CHN,11,0.381,0.381,0.381,0.381,0.381,0.381
7908,Copper_ore_transport,BRA-CHN,12,0.381,0.381,0.381,0.381,0.381,0.381
7909,Copper_ore_transport,BRA-CHN,13,0.381,0.381,0.381,0.381,0.381,0.381
7910,Copper_ore_transport,BRA-CZE,0,0.381,0.381,0.381,0.381,0.381,0.381
7911,Copper_ore_transport,BRA-CZE,1,0.381,0.381,0.381,0.381,0.381,0.381
7912,Copper_ore_transport,BRA-CZE,2,0.381,0.381,0.381,0.381,0.381,0.381
7913,Copper_ore_transport,BRA-CZE,3,0.381,0.381,0.381,0.381,0.381,0.381
7914,Copper_ore_transport,BRA-CZE,4,0.381,0.381,0.381,0.381,0.381,0.381
7915,Copper_ore_transport,BRA-CZE,5,0.381,0.381,0.381,0.381,0.381,0.381
7916,Copper_ore_transport,BRA-CZE,6,0.381,0.381,0.381,0.381,0.381,0.381
7917,Copper_ore_transport,BRA-CZE,7,0.381,0.381,0.381,0.381,0.381,0.381
7918,Copper_ore_transport,BRA-CZE,8,0.381,0.381,0.381,0.381,0.381,0.381
7919,Copper_ore_transport,BRA-CZE,9,0.381,0.381,0.381,0.381,0.381,0.381
7920,Copper_ore_transport,BRA-CZE,10,0.381,0.381,0.381,0.381,0.381,0.381
7921,Copper_ore_transport,BRA-CZE,11,0.381,0.381,0.381,0.381,0.381,0.381
7922,Copper_ore_transport,BRA-CZE,12,0.381,0.381,0.381,0.381,0.381,0.381
7923,Copper_ore_transport,BRA-CZE,13,0.381,0.381,0.381,0.381,0.381,0.381
7924,Copper_ore_transport,BRA-DEU,0,0.381,0.381,0.381,0.381,0.381,0.381
7925,Copper_ore_transport,BRA-DEU,1,0.381,0.381,0.381,0.381,0.381,0.381
7926,Copper_ore_transport,BRA-DEU,2,0.381,0.381,0.381,0.381,0.381,0.381
7927,Copper_ore_transport,BRA-DEU,3,0.381,0.381,0.381,0.381,0.381,0.381
7928,Copper_ore_transport,BRA-DEU,4,0.381,0.381,0.381,0.381,0.381,0.381
7929,Copper_ore_transport,BRA-DEU,5,0.381,0.381,0.381,0.381,0.381,0.381
7930,Copper_ore_transport,BRA-DEU,6,0.381,0.381,0.381,0.381,0.381,0.381
7931,Copper_ore_transport,BRA-DEU,7,0.381,0.381,0.381,0.381,0.381,0.381
7932,Copper_ore_transport,BRA-DEU,8,0.381,0.381,0.381,0.381,0.381,0.381
7933,Copper_ore_transport,BRA-DEU,9,0.381,0.381,0.381,0.381,0.381,0.381
7934,Copper_ore_transport,BRA-DEU,10,0.381,0.381,0.381,0.381,0.381,0.381
7935,Copper_ore_transport,BRA-DEU,11,0.381,0.381,0.381,0.381,0.381,0.381
7936,Copper_ore_transport,BRA-DEU,12,0.381,0.381,0.381,0.381,0.381,0.381
7937,Copper_ore_transport,BRA-DEU,13,0.381,0.381,0.381,0.381,0.381,0.381
7938,Copper_ore_transport,BRA-ITA,0,0.381,0.381,0.381,0.381,0.381,0.381
7939,Copper_ore_transport,BRA-ITA,1,0.381,0.381,0.381,0.381,0.381,0.381
7940,Copper_ore_transport,BRA-ITA,2,0.381,0.381,0.381,0.381,0.381,0.381
7941,Copper_ore_transport,BRA-ITA,3,0.381,0.381,0.381,0.381,0.381,0.381
7942,Copper_ore_transport,BRA-ITA,4,0.381,0.381,0.381,0.381,0.381,0.381
7943,Copper_ore_transport,BRA-ITA,5,0.381,0.381,0.381,0.381,0.381,0.381
7944,Copper_ore_transport,BRA-ITA,6,0.381,0.381,0.381,0.381,0.381,0.381
7945,Copper_ore_transport,BRA-ITA,7,0.381,0.381,0.381,0.381,0.381,0.381
7946,Copper_ore_transport,BRA-ITA,8,0.381,0.381,0.381,0.381,0.381,0.381
7947,Copper_ore_transport,BRA-ITA,9,0.381,0.381,0.381,0.381,0.381,0.381
7948,Copper_ore_transport,BRA-ITA,10,0.381,0.381,0.381,0.381,0.381,0.381
7949,Copper_ore_transport,BRA-ITA,11,0.381,0.381,0.381,0.381,0.381,0.381
7950,Copper_ore_transport,BRA-ITA,12,0.381,0.381,0.381,0.381,0.381,0.381
7951,Copper_ore_transport,BRA-ITA,13,0.381,0.381,0.381,0.381,0.381,0.381
7952,Copper_ore_transport,BRA-JPN,0,0.381,0.381,0.381,0.381,0.381,0.381
7953,Copper_ore_transport,BRA-JPN,1,0.381,0.381,0.381,0.381,0.381,0.381
7954,Copper_ore_transport,BRA-JPN,2,0.381,0.381,0.381,0.381,0.381,0.381
7955,Copper_ore_transport,BRA-JPN,3,0.381,0.381,0.381,0.381,0.381,0.381
7956,Copper_ore_transport,BRA-JPN,4,0.381,0.381,0.381,0.381,0.381,0.381
7957,Copper_ore_transport,BRA-JPN,5,0.381,0.381,0.381,0.381,0.381,0.381
7958,Copper_ore_transport,BRA-JPN,6,0.381,0.381,0.381,0.381,0.381,0.381
7959,Copper_ore_transport,BRA-JPN,7,0.381,0.381,0.381,0.381,0.381,0.381
7960,Copper_ore_transport,BRA-JPN,8,0.381,0.381,0.381,0.381,0.381,0.381
7961,Copper_ore_transport,BRA-JPN,9,0.381,0.381,0.381,0.381,0.381,0.381
7962,Copper_ore_transport,BRA-JPN,10,0.381,0.381,0.381,0.381,0.381,0.381
7963,Copper_ore_transport,BRA-JPN,11,0.381,0.381,0.381,0.381,0.381,0.381
7964,Copper_ore_transport,BRA-JPN,12,0.381,0.381,0.381,0.381,0.381,0.381
7965,Copper_ore_transport,BRA-JPN,13,0.381,0.381,0.381,0.381,0.381,0.381
7966,Copper_ore_transport,BRA-KOR,0,0.381,0.381,0.381,0.381,0.381,0.381
7967,Copper_ore_transport,BRA-KOR,1,0.381,0.381,0.381,0.381,0.381,0.381
7968,Copper_ore_transport,BRA-KOR,2,0.381,0.381,0.381,0.381,0.381,0.381
7969,Copper_ore_transport,BRA-KOR,3,0.381,0.381,0.381,0.381,0.381,0.381
7970,Copper_ore_transport,BRA-KOR,4,0.381,0.381,0.381,0.381,0.381,0.381
7971,Copper_ore_transport,BRA-KOR,5,0.381,0.381,0.381,0.381,0.381,0.381
7972,Copper_ore_transport,BRA-KOR,6,0.381,0.381,0.381,0.381,0.381,0.381
7973,Copper_ore_transport,BRA-KOR,7,0.381,0.381,0.381,0.381,0.381,0.381
7974,Copper_ore_transport,BRA-KOR,8,0.381,0.381,0.381,0.381,0.381,0.381
7975,Copper_ore_transport,BRA-KOR,9,0.381,0.381,0.381,0.381,0.381,0.381
7976,Copper_ore_transport,BRA-KOR,10,0.381,0.381,0.381,0.381,0.381,0.381
7977,Copper_ore_transport,BRA-KOR,11,0.381,0.381,0.381,0.381,0.381,0.381
7978,Copper_ore_transport,BRA-KOR,12,0.381,0.381,0.381,0.381,0.381,0.381
7979,Copper_ore_transport,BRA-KOR,13,0.381,0.381,0.381,0.381,0.381,0.381
7980,Copper_ore_transport,BRA-ROE,0,0.381,0.381,0.381,0.381,0.381,0.381
7981,Copper_ore_transport,BRA-ROE,1,0.381,0.381,0.381,0.381,0.381,0.381
7982,Copper_ore_transport,BRA-ROE,2,0.381,0.381,0.381,0.381,0.381,0.381
7983,Copper_ore_transport,BRA-ROE,3,0.381,0.381,0.381,0.381,0.381,0.381
7984,Copper_ore_transport,BRA-ROE,4,0.381,0.381,0.381,0.381,0.381,0.381
7985,Copper_ore_transport,BRA-ROE,5,0.381,0.381,0.381,0.381,0.381,0.381
7986,Copper_ore_transport,BRA-ROE,6,0.381,0.381,0.381,0.381,0.381,0.381
7987,Copper_ore_transport,BRA-ROE,7,0.381,0.381,0.381,0.381,0.381,0.381
7988,Copper_ore_transport,BRA-ROE,8,0.381,0.381,0.381,0.381,0.381,0.381
7989,Copper_ore_transport,BRA-ROE,9,0.381,0.381,0.381,0.381,0.381,0.381
7990,Copper_ore_transport,BRA-ROE,10,0.381,0.381,0.381,0.381,0.381,0.381
7991,Copper_ore_transport,BRA-ROE,11,0.381,0.381,0.381,0.381,0.381,0.381
7992,Copper_ore_transport,BRA-ROE,12,0.381,0.381,0.381,0.381,0.381,0.381
7993,Copper_ore_transport,BRA-ROE,13,0.381,0.381,0.381,0.381,0.381,0.381
7994,Copper_ore_transport,BRA-ROW,0,0.381,0.381,0.381,0.381,0.381,0.381
7995,Copper_ore_transport,BRA-ROW,1,0.381,0.381,0.381,0.381,0.381,0.381
7996,Copper_ore_transport,BRA-ROW,2,0.381,0.381,0.381,0.381,0.381,0.381
7997,Copper_ore_transport,BRA-ROW,3,0.381,0.381,0.381,0.381,0.381,0.381
7998,Copper_ore_transport,BRA-ROW,4,0.381,0.381,0.381,0.381,0.381,0.381
7999,Copper_ore_transport,BRA-ROW,5,0.381,0.381,0.381,0.381,0.381,0.381
8000,Copper_ore_transport,BRA-ROW,6,0.381,0.381,0.381,0.381,0.381,0.381
8001,Copper_ore_transport,BRA-ROW,7,0.381,0.381,0.381,0.381,0.381,0.381
8002,Copper_ore_transport,BRA-ROW,8,0.381,0.381,0.381,0.381,0.381,0.381
8003,Copper_ore_transport,BRA-ROW,9,0.381,0.381,0.381,0.381,0.381,0.381
8004,Copper_ore_transport,BRA-ROW,10,0.381,0.381,0.381,0.381,0.381,0.381
8005,Copper_ore_transport,BRA-ROW,11,0.381,0.381,0.381,0.381,0.381,0.381
8006,Copper_ore_transport,BRA-ROW,12,0.381,0.381,0.381,0.381,0.381,0.381
8007,Copper_ore_transport,BRA-ROW,13,0.381,0.381,0.381,0.381,0.381,0.381
8008,Copper_ore_transport,BRA-USA,0,0.381,0.381,0.381,3.8643264000000004,0.381,0.381
8009,Copper_ore_transport,BRA-USA,1,0.381,0.381,0.381,3.8643264000000004,0.381,0.381
8010,Copper_ore_transport,BRA-USA,2,0.381,0.381,0.381,3.8643264000000004,0.381,0.381
8011,Copper_ore_transport,BRA-USA,3,0.381,0.381,0.381,3.4961629259095677,0.381,0.381
8012,Copper_ore_transport,BRA-USA,4,0.381,0.381,0.381,0.381,0.381,0.381
8013,Copper_ore_transport,BRA-USA,5,0.381,0.381,0.381,0.381,0.381,0.381
8014,Copper_ore_transport,BRA-USA,6,0.381,0.381,0.381,0.381,0.381,0.381
8015,Copper_ore_transport,BRA-USA,7,0.381,0.381,0.381,0.381,0.381,0.381
8016,Copper_ore_transport,BRA-USA,8,0.381,0.381,0.381,0.381,0.381,0.381
8017,Copper_ore_transport,BRA-USA,9,0.381,0.381,0.381,0.381,0.381,0.381
8018,Copper_ore_transport,BRA-USA,10,0.381,0.381,0.381,0.381,0.381,0.381
8019,Copper_ore_transport,BRA-USA,11,0.381,0.381,0.381,0.381,0.381,0.381
8020,Copper_ore_transport,BRA-USA,12,0.381,0.381,0.381,0.381,0.381,0.381
8021,Copper_ore_transport,BRA-USA,13,0.381,0.381,0.381,0.381,0.381,0.381
8022,Copper_ore_transport,CHN-AUS,0,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001
8023,Copper_ore_transport,CHN-AUS,1,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001
8024,Copper_ore_transport,CHN-AUS,2,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001
8025,Copper_ore_transport,CHN-AUS,3,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001
8026,Copper_ore_transport,CHN-AUS,4,17.762562480849997,17.762562480849997,17.762562480849997,1.9000000000000001,17.762562480849997,19.19473488085
8027,Copper_ore_transport,CHN-AUS,5,18.34832099245,18.34832099245,18.34832099245,1.9000000000000001,18.34832099245,19.780493392449998
8028,Copper_ore_transport,CHN-AUS,6,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001,18.93407950405,1.9000000000000001
8029,Copper_ore_transport,CHN-AUS,7,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001
8030,Copper_ore_transport,CHN-AUS,8,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001
8031,Copper_ore_transport,CHN-AUS,9,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001
8032,Copper_ore_transport,CHN-AUS,10,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001
8033,Copper_ore_transport,CHN-AUS,11,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001
8034,Copper_ore_transport,CHN-AUS,12,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001
8035,Copper_ore_transport,CHN-AUS,13,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001
8036,Copper_ore_transport,CHN-AUT,0,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001
8037,Copper_ore_transport,CHN-AUT,1,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001
8038,Copper_ore_transport,CHN-AUT,2,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001
8039,Copper_ore_transport,CHN-AUT,3,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001
8040,Copper_ore_transport,CHN-AUT,4,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001,1.9000000000000001
