location,time_operation,lcohp,scenario
AUS,0,163.33373285091864,S3
AUS,1,159.15908515515866,S3
AUS,2,160.07681647887142,S3
AUS,3,157.01275229547312,S3
AUS,4,166.83479907026367,S3
AUS,5,165.44754037989293,S3
AUS,6,164.07284386196926,S3
AUS,7,165.71906149943345,S3
AUS,8,195.3779368661791,S3
AUS,9,168.7745495245166,S3
AUS,10,171.09260900213314,S3
AUS,11,157.6931408398903,S3
AUS,12,146.3837288775822,S3
AUS,13,144.36935989310817,S3
AUT,0,302.84358658775307,S3
AUT,1,422.2832730262216,S3
AUT,2,422.92787854031627,S3
AUT,3,431.32540780685787,S3
AUT,4,428.7094078068579,S3
AUT,5,426.24718558463564,S3
AUT,6,430.66230136527565,S3
AUT,7,364.02830800778065,S3
AUT,8,249.7101483578673,S3
AUT,9,236.94308385161378,S3
AUT,10,261.34181155592586,S3
AUT,11,210.7253287451949,S3
AUT,12,200.63336676073854,S3
AUT,13,188.47111814128573,S3
BRA,0,37.758008219984774,S3
BRA,1,37.58800821998477,S3
BRA,2,37.18800821998477,S3
BRA,3,19854.33209326952,S3
BRA,4,729.8940999285583,S3
BRA,5,318.9657813777684,S3
BRA,6,245.9229457017853,S3
BRA,7,174.86148074935434,S3
BRA,8,168.43194556020086,S3
BRA,9,168.03194556020088,S3
BRA,10,167.63194556020088,S3
BRA,11,167.13194556020088,S3
BRA,12,224.36614087566574,S3
BRA,13,166.4867429524912,S3
CHN,0,135.12028300393655,S3
CHN,1,133.69600533268232,S3
CHN,2,130.86084848971097,S3
CHN,3,122.25470458486193,S3
CHN,4,120.39994311662123,S3
CHN,5,125.5599609238575,S3
CHN,6,125.32090657142476,S3
CHN,7,126.28460929162857,S3
CHN,8,123.68456143296356,S3
CHN,9,118.15944923549274,S3
CHN,10,118.73745045101627,S3
CHN,11,114.00016402919867,S3
CHN,12,113.92021300183427,S3
CHN,13,112.35160868206077,S3
CZE,0,312.39727516064954,S3
CZE,1,285.4805480211971,S3
CZE,2,276.78172683403557,S3
CZE,3,286.74064517782665,S3
CZE,4,273.6953528680755,S3
CZE,5,285.90538165244027,S3
CZE,6,284.8101907718956,S3
CZE,7,266.1440637367861,S3
CZE,8,286.46231455562236,S3
CZE,9,290.6481612935426,S3
CZE,10,236.9948937673602,S3
CZE,11,192.10473459175822,S3
CZE,12,210.57938200366078,S3
CZE,13,203.63245744663325,S3
DEU,0,271.4268262806723,S3
DEU,1,263.1160350509574,S3
DEU,2,259.82567490045756,S3
DEU,3,278.05299105002945,S3
DEU,4,273.08578359335377,S3
DEU,5,268.86956075713323,S3
DEU,6,282.07627996993745,S3
DEU,7,281.2414973776495,S3
DEU,8,258.9032234224342,S3
DEU,9,215.68807041865674,S3
DEU,10,181.59055182705853,S3
DEU,11,168.75588039597105,S3
DEU,12,206.51139292471976,S3
DEU,13,176.56911599895352,S3
ITA,0,186.09016794331086,S3
ITA,1,209.45033429845225,S3
ITA,2,199.05546034138212,S3
ITA,3,195.761588204967,S3
ITA,4,194.27463180786833,S3
ITA,5,193.73881617398735,S3
ITA,6,198.25942951295968,S3
ITA,7,205.95459601205567,S3
ITA,8,206.8093121727483,S3
ITA,9,198.80598172159574,S3
ITA,10,181.39690232912102,S3
ITA,11,220.01490488006777,S3
ITA,12,263.9638470693827,S3
ITA,13,242.03590227074534,S3
JPN,0,482.3797066989767,S3
JPN,1,479.64714196921045,S3
JPN,2,476.9107888130575,S3
JPN,3,414.03878756559493,S3
JPN,4,410.0105002904886,S3
JPN,5,406.03100909072833,S3
JPN,6,402.32551569320987,S3
JPN,7,405.5850707445217,S3
JPN,8,365.413134026757,S3
JPN,9,295.43669873466234,S3
JPN,10,214.084550251372,S3
JPN,11,201.30577827974525,S3
JPN,12,217.0581156160285,S3
JPN,13,224.82206429218576,S3
KOR,0,528.2504991435043,S3
KOR,1,425.40398507417103,S3
KOR,2,343.97609317499484,S3
KOR,3,293.338370188061,S3
KOR,4,265.7872323087815,S3
KOR,5,265.25080536539724,S3
KOR,6,240.06296861918267,S3
KOR,7,239.58015448528477,S3
KOR,8,237.49701893666196,S3
KOR,9,241.63894104507162,S3
KOR,10,265.0052084462956,S3
KOR,11,216.81406311707613,S3
KOR,12,216.0217386603435,S3
KOR,13,215.06117663171,S3
ROE,0,252.67103007641205,S3
ROE,1,223.79507692352536,S3
ROE,2,216.11182489067434,S3
ROE,3,209.2386082395889,S3
ROE,4,198.70288289057424,S3
ROE,5,195.10545662452202,S3
ROE,6,182.21612573525763,S3
ROE,7,190.77894156716044,S3
ROE,8,169.8412216368891,S3
ROE,9,174.59700468020253,S3
ROE,10,175.0321341201474,S3
ROE,11,259.5311157297644,S3
ROE,12,236.3281725106896,S3
ROE,13,225.69103641307214,S3
ROW,0,398.4453679410606,S3
ROW,1,326.03775278536864,S3
ROW,2,308.3955837010382,S3
ROW,3,295.3254414807611,S3
ROW,4,283.90971089407935,S3
ROW,5,249.21933661070855,S3
ROW,6,230.76056183070466,S3
ROW,7,218.67761675172102,S3
ROW,8,207.04611129023627,S3
ROW,9,189.05467558377248,S3
ROW,10,186.47138315762146,S3
ROW,11,249.7406426692064,S3
ROW,12,179.77122275397818,S3
ROW,13,182.11420500649663,S3
USA,0,195.3008288340504,S3
USA,1,194.83381999906027,S3
USA,2,191.40496015523078,S3
USA,3,180.96271388318922,S3
USA,4,201.16377592580466,S3
USA,5,200.49856975811403,S3
USA,6,199.1682882236837,S3
USA,7,195.59597072335214,S3
USA,8,180.98307530783555,S3
USA,9,194.97700554417108,S3
USA,10,209.22815953743708,S3
USA,11,182.22912202149192,S3
USA,12,171.64990800175818,S3
USA,13,159.81661794355165,S3
