location,0,1,2,3,4,5,6,7,8,9,10,11,12,13
AUS,2948.907814341929,2912.8450293113883,2940.188398037868,2940.4499488898,3049.3749382673454,3058.9878248074097,3057.587840367264,3080.5067353920062,3214.107004091135,3384.026653623722,3504.5705041197057,2970.4866174818585,2854.8687185353374,2829.743429902685
AUT,4975.817399336337,4134.540944645939,4134.816561470486,4123.904044711823,4118.227521996564,4113.507716592865,4048.1844117704045,4100.308921599986,4255.6806508451455,4268.787124878545,3980.855307844747,3995.792394778819,4079.7375791385252,4155.020037102636
BRA,7850.296853128907,7840.560155377947,7820.593068159077,7733.30292565681,5731.633680864443,4869.322899963272,3579.032978743353,2966.7976626507893,2781.587972458401,2775.6016209917016,2769.6152695250016,2760.983786014877,2735.9288466645594,2729.970581938086
CHN,1228.374193112579,1174.8724963712234,1105.62848834906,1053.6350344073837,1025.4278989172428,1043.200985077315,1063.2175046460802,1083.5790373281166,1083.0556097793803,1054.76530123701,1034.999587977113,1003.9841688186094,974.9166959214772,935.651128102179
CZE,3771.705546247655,3971.5455644051553,4116.3820699423895,4247.055702448845,4170.413027212604,4302.85556829768,4433.677680962553,4084.8190139368503,4210.886888140887,4330.049796420739,4354.252961881512,3455.7017302143427,3019.980182201691,2702.21591817566
DEU,3516.811025189132,3485.7039760883313,3442.4108821708446,3405.5136776725535,3369.840792653953,3336.551673236194,3278.5941635025792,3218.1291578176924,3347.7448649407042,3319.777250127245,3336.6364501768894,3454.443007363059,3598.7198938736587,3675.7401546537644
ITA,6452.1998462457195,5479.740172959826,5456.465310234959,5657.485610437121,5795.452403832423,5908.825388769846,6265.775250648683,6466.223395803474,5587.714826522284,5297.6949223327165,5439.964821156329,5275.391609030957,4562.02178710197,4652.251728624414
JPN,8028.7378342957545,7981.761515317709,8153.934092838428,7123.063997048825,7061.803330936543,6999.701178342775,6941.230167506184,6560.18897954409,5330.547861159456,4344.889615167266,3487.6346059889206,3323.7104606065523,3214.2980431462233,3060.515852022136
KOR,9518.284308338874,7262.412819156292,4877.4953189357675,3801.5881149436295,3013.005315601398,2877.93213000728,2850.987988871863,2827.170295554094,2805.830492370743,2774.7274224486146,2686.396156411341,2666.445663240575,2648.2097072221404,2631.0237297903896
ROE,2364.649691132777,2282.940834228145,2306.224138680298,2272.6886902809465,2312.694670962485,2375.6349591679236,2441.275189252953,2520.3887315440898,2572.3629918078896,2665.5178309299904,2778.498740218976,2835.2297281108176,2712.357356896717,2654.7560693530672
ROW,7355.695505241048,5890.92303802339,5504.157353050731,5149.888854176071,4943.4957481123165,4539.558796127331,4317.881523025359,4346.953385118194,4042.133109501307,3401.6355503065956,2916.9167091997188,2467.12056837333,2167.6467188844213,1961.7548007252506
TOTAL,3114.164902310531,2934.8530806831677,2760.8075729434067,2611.0474673986387,2497.029711732254,2419.1595292813986,2353.8958049027406,2298.9638095367573,2247.642506576892,2191.028117613016,2128.2853767095003,2069.258768745134,2011.535844345232,1961.841162665168
USA,3590.1264466454877,3602.8449788241187,3359.070673330506,3448.606914195524,3354.121557640754,3316.0500689232567,3293.290119540654,3283.6512997907003,3324.069294461012,3317.9140129912817,3322.787653182909,3375.0326859391776,3406.66037961028,3412.672307701449
