location,commodity,time_operation,opex_production,amount_produced,production_cost_per_unit,opex_transport,amount_imported,per_unit_import_cost,weighted_cost_per_unit,total_cost,production_to_import_ratio,scenario
AUS,Iron,5,2205.819862725024,62.717200000000005,35.170891919999995,1720.0065999991807,0.0,,35.170891919999995,2205.819862725024,,S3
AUS,Iron,6,2270.3654835766088,64.55240000000002,35.17089192,1720.0065999991807,0.0,,35.17089192,2270.3654835766088,,S3
AUS,Iron,7,2334.911104428192,66.3876,35.17089192,1720.0065999991807,0.0,,35.17089192,2334.911104428192,,S3
AUS,Iron,8,2399.456725279776,68.22279999999999,35.17089192,1720.0065999991807,0.0,,35.17089192,2399.456725279776,,S3
AUS,Iron,9,2464.0023461313604,70.058,35.17089192,1720.0065999991807,0.0,,35.17089192,2464.0023461313604,,S3
AUS,Iron,10,2528.547966982944,71.89320000000001,35.17089192,1720.0065999991807,0.0,,35.17089192,2528.547966982944,,S3
AUS,Iron,11,5512.58008686504,156.73700000000002,35.170891919999995,1720.0065999991807,0.0,,35.170891919999995,5512.58008686504,,S3
AUS,Iron,12,6214.858388366832,176.70460000000003,35.170891919999995,1720.0065999991807,0.0,,35.170891919999995,6214.858388366832,,S3
AUS,Iron,13,6921.195410796192,196.78760000000003,35.170891919999995,1720.0065999991807,0.0,,35.170891919999995,6921.195410796192,,S3
AUS,Nickel,0,0.0,0.0,,14.229792530400001,3.24,1198.610537200741,1198.610537200741,3883.4981405304006,0.0,S3
AUS,Nickel,0,0.0,0.0,,14.229792530400001,3.24,1198.610537200741,1198.610537200741,3883.4981405304006,0.0,S3
AUS,Nickel,1,0.0,0.0,,14.2297925304,3.24,1198.6105372007407,1198.6105372007407,3883.4981405304,0.0,S3
AUS,Nickel,1,0.0,0.0,,14.2297925304,3.24,1198.6105372007407,1198.6105372007407,3883.4981405304,0.0,S3
AUS,Nickel,2,0.0,0.0,,14.2297925304,3.24,3614.399537200741,3614.399537200741,11710.654500530401,0.0,S3
AUS,Nickel,2,0.0,0.0,,14.2297925304,3.24,3614.399537200741,3614.399537200741,11710.654500530401,0.0,S3
AUS,Nickel,3,0.0,0.0,,11.0230004088,3.24,3959.405020620001,3959.405020620001,12828.472266808803,0.0,S3
AUS,Nickel,3,0.0,0.0,,11.0230004088,3.24,3959.405020620001,3959.405020620001,12828.472266808803,0.0,S3
AUS,Nickel,4,0.0,0.0,,11.0230004088,3.24,3959.4050206200013,3959.4050206200013,12828.472266808805,0.0,S3
AUS,Nickel,4,0.0,0.0,,11.0230004088,3.24,3959.4050206200013,3959.4050206200013,12828.472266808805,0.0,S3
AUS,Nickel,5,0.0,0.0,,11.0230004088,3.24,3959.4050206200013,3959.4050206200013,12828.472266808805,0.0,S3
AUS,Nickel,5,0.0,0.0,,11.0230004088,3.24,3959.4050206200013,3959.4050206200013,12828.472266808805,0.0,S3
AUS,Nickel,6,0.0,0.0,,11.0230004088,3.24,3959.4050206200013,3959.4050206200013,12828.472266808805,0.0,S3
AUS,Nickel,6,0.0,0.0,,11.0230004088,3.24,3959.4050206200013,3959.4050206200013,12828.472266808805,0.0,S3
AUS,Nickel,7,0.0,0.0,,11.4312596832,3.36,3959.4050206200013,3959.4050206200013,13303.600869283204,0.0,S3
AUS,Nickel,7,0.0,0.0,,11.4312596832,3.36,3959.4050206200013,3959.4050206200013,13303.600869283204,0.0,S3
AUS,Nickel,8,0.0,0.0,,24.762739967999995,7.199999999999999,3957.0852027733345,3957.0852027733345,28491.013459968006,0.0,S3
AUS,Nickel,8,0.0,0.0,,24.762739967999995,7.199999999999999,3957.0852027733345,3957.0852027733345,28491.013459968006,0.0,S3
AUS,Nickel,9,0.0,0.0,,25.564290479999997,7.199999999999999,3950.125749233335,3950.125749233335,28440.905394480007,0.0,S3
AUS,Nickel,9,0.0,0.0,,25.564290479999997,7.199999999999999,3950.125749233335,3950.125749233335,28440.905394480007,0.0,S3
AUS,Nickel,10,0.0,0.0,,30.72853648799999,8.4,3971.1975219628575,3971.1975219628575,33358.059184488004,0.0,S3
AUS,Nickel,10,0.0,0.0,,30.72853648799999,8.4,3971.1975219628575,3971.1975219628575,33358.059184488004,0.0,S3
AUS,Nickel,11,0.0,0.0,,31.950241127999995,8.4,4003.7993887057146,4003.7993887057146,33631.914865128005,0.0,S3
AUS,Nickel,11,0.0,0.0,,31.950241127999995,8.4,4003.7993887057146,4003.7993887057146,33631.914865128005,0.0,S3
AUS,Nickel,12,0.0,0.0,,39.17650003199999,9.600000000000001,4111.54706542,4111.54706542,39470.851828032006,0.0,S3
AUS,Nickel,12,0.0,0.0,,39.17650003199999,9.600000000000001,4111.54706542,4111.54706542,39470.851828032006,0.0,S3
AUS,Nickel,13,0.0,0.0,,45.702502056,10.8,4145.356408708889,4145.356408708889,44769.849214056005,0.0,S3
AUS,Nickel,13,0.0,0.0,,45.702502056,10.8,4145.356408708889,4145.356408708889,44769.849214056005,0.0,S3
AUS,Refrigerant,0,0.0,0.0,,18136.288316500002,1.2000624999999998,15112.78647278788,15112.78647278788,18136.288316500002,0.0,S3
AUS,Refrigerant,1,0.0,0.0,,18136.288316500002,1.2000624999999998,15112.78647278788,15112.78647278788,18136.288316500002,0.0,S3
AUS,Refrigerant,2,0.0,0.0,,18136.288316500002,1.2000624999999998,15112.78647278788,15112.78647278788,18136.288316500002,0.0,S3
AUS,Refrigerant,3,0.0,0.0,,20628.658879000002,1.365,15112.57060732601,15112.57060732601,20628.658879000002,0.0,S3
AUS,Refrigerant,4,0.0,0.0,,21488.097004000003,1.421875,15112.507783032968,15112.507783032968,21488.097004000003,0.0,S3
AUS,Refrigerant,5,0.0,0.0,,22347.535129,1.47875,15112.449791377852,15112.449791377852,22347.535129,0.0,S3
AUS,Refrigerant,6,0.0,0.0,,23206.973254000004,1.535625,15112.396095400898,15112.396095400898,23206.973254000004,0.0,S3
AUS,Refrigerant,7,0.0,0.0,,24066.411379,1.5924999999999998,15112.346234850866,15112.346234850866,24066.411379,0.0,S3
AUS,Refrigerant,8,0.0,0.0,,24925.849504,1.6493749999999998,15112.299812959456,15112.299812959456,24925.849504,0.0,S3
AUS,Refrigerant,9,0.0,0.0,,25785.287629000002,1.7062499999999998,15112.25648586081,15112.25648586081,25785.287629000002,0.0,S3
AUS,Refrigerant,10,0.0,0.0,,26644.725754000006,1.763125,15112.215954058847,15112.215954058847,26644.725754000006,0.0,S3
AUS,Refrigerant,11,0.0,0.0,,60162.812629,3.98125,15111.538493940345,15111.538493940345,60162.812629,0.0,S3
AUS,Refrigerant,12,0.0,0.0,,68757.193879,4.55,15111.471182197802,15111.471182197802,68757.193879,0.0,S3
AUS,Refrigerant,13,0.0,0.0,,77351.57512899999,5.11875,15111.418828620266,15111.418828620266,77351.57512899999,0.0,S3
AUS,Steel,0,16641.23188300197,33.57795,495.59999592000014,1894.192000000512,0.0,,495.59999592000014,16641.23188300197,,S3
AUS,Steel,1,16641.23188300197,33.57795,495.59999592000014,1894.192000000512,0.0,,495.59999592000014,16641.23188300197,,S3
AUS,Steel,2,16641.23188300197,33.57795,495.59999592000014,1894.192000000512,0.0,,495.59999592000014,16641.23188300197,,S3
AUS,Steel,3,18289.746149430663,36.904250000000005,495.59999592,1894.192000000512,0.0,,495.59999592,18289.746149430663,,S3
AUS,Steel,4,18858.1993447509,38.05125,495.59999591999997,1894.192000000512,0.0,,495.59999591999997,18858.1993447509,,S3
AUS,Steel,5,19426.652540071143,39.19825,495.5999959200001,1894.192000000512,0.0,,495.5999959200001,19426.652540071143,,S3
AUS,Steel,6,19995.105735391386,40.34525000000001,495.59999592,1894.192000000512,0.0,,495.59999592,19995.105735391386,,S3
AUS,Steel,7,20563.55893071162,41.49225,495.59999592,1894.192000000512,0.0,,495.59999592,20563.55893071162,,S3
AUS,Steel,8,21132.01212603186,42.63925,495.59999592,1894.192000000512,0.0,,495.59999592,21132.01212603186,,S3
AUS,Steel,9,21700.465321352105,43.78625,495.5999959200001,1894.192000000512,0.0,,495.5999959200001,21700.465321352105,,S3
AUS,Steel,10,22268.918516672344,44.93325,495.5999959200001,1894.192000000512,0.0,,495.5999959200001,22268.918516672344,,S3
AUS,Steel,11,48549.28535032066,97.96062500000002,495.59999591999997,1894.192000000512,0.0,,495.59999591999997,48549.28535032066,,S3
AUS,Steel,12,54734.24939940328,110.440375,495.59999592,1894.192000000512,0.0,,495.59999592,54734.24939940328,,S3
AUS,Steel,13,60954.95859819164,122.99225,495.59999592000014,1894.192000000512,0.0,,495.59999592000014,60954.95859819164,,S3
AUT,Aluminium,0,33669.48048,19.64,1714.3319999999999,0.0,0.0,,1714.3319999999999,33669.48048,,S3
AUT,Aluminium,1,33669.48048,19.64,1714.3319999999999,0.0,0.0,,1714.3319999999999,33669.48048,,S3
AUT,Aluminium,2,33669.48048,19.64,1714.3319999999999,0.0,0.0,,1714.3319999999999,33669.48048,,S3
AUT,Aluminium,3,33669.48048,19.64,1714.3319999999999,0.0,0.0,,1714.3319999999999,33669.48048,,S3
AUT,Aluminium,4,33669.48048,19.64,1714.3319999999999,0.0,0.0,,1714.3319999999999,33669.48048,,S3
AUT,Aluminium,5,33669.48048,19.64,1714.3319999999999,0.0,0.0,,1714.3319999999999,33669.48048,,S3
AUT,Aluminium,6,33669.48048,19.64,1714.3319999999999,0.0,0.0,,1714.3319999999999,33669.48048,,S3
AUT,Aluminium,7,33669.48048,19.64,1714.3319999999999,0.0,0.0,,1714.3319999999999,33669.48048,,S3
AUT,Aluminium,8,33669.48048,19.64,1714.3319999999999,0.0,0.0,,1714.3319999999999,33669.48048,,S3
AUT,Aluminium,9,33669.48048,19.64,1714.3319999999999,0.0,0.0,,1714.3319999999999,33669.48048,,S3
AUT,Aluminium,10,33669.48048,19.64,1714.3319999999999,0.0,0.0,,1714.3319999999999,33669.48048,,S3
AUT,Aluminium,11,33669.48048,19.64,1714.3319999999999,0.0,0.0,,1714.3319999999999,33669.48048,,S3
AUT,Aluminium,12,33669.48048,19.64,1714.3319999999999,0.0,0.0,,1714.3319999999999,33669.48048,,S3
AUT,Aluminium,13,33669.48048,19.64,1714.3319999999999,0.0,0.0,,1714.3319999999999,33669.48048,,S3
AUT,Bauxite,0,1.2264000000000002,0.04,30.660000000000004,580.4116704,78.52,38.05189595517066,38.013164383775575,2986.3141939894094,0.0005094243504839531,S3
AUT,Bauxite,1,1.2264000000000002,0.04,30.660000000000004,580.4116704,78.52,38.05189595517066,38.013164383775575,2986.3141939894094,0.0005094243504839531,S3
AUT,Bauxite,2,1.2264000000000002,0.04,30.660000000000004,580.4116704,78.52,38.05189595517066,38.013164383775575,2986.3141939894094,0.0005094243504839531,S3
AUT,Bauxite,3,1.2264000000000002,0.04,30.660000000000004,580.4116704,78.52,38.05189595517066,38.013164383775575,2986.3141939894094,0.0005094243504839531,S3
AUT,Bauxite,4,1.2264000000000002,0.04,30.660000000000004,580.4116704,78.52,38.05189595517066,38.013164383775575,2986.3141939894094,0.0005094243504839531,S3
AUT,Bauxite,5,1.2264000000000002,0.04,30.660000000000004,580.4116704,78.52,38.05189595517066,38.013164383775575,2986.3141939894094,0.0005094243504839531,S3
AUT,Bauxite,6,1.2264000000000002,0.04,30.660000000000004,580.4116704,78.52,38.05189595517066,38.013164383775575,2986.3141939894094,0.0005094243504839531,S3
AUT,Bauxite,7,1.2264000000000002,0.04,30.660000000000004,580.4116704,78.52,38.05189595517066,38.013164383775575,2986.3141939894094,0.0005094243504839531,S3
AUT,Bauxite,8,1.2264000000000002,0.04,30.660000000000004,580.4116704,78.52,38.05189595517066,38.013164383775575,2986.3141939894094,0.0005094243504839531,S3
AUT,Bauxite,9,1.2264000000000002,0.04,30.660000000000004,580.4116704,78.52,38.05189595517066,38.013164383775575,2986.3141939894094,0.0005094243504839531,S3
AUT,Bauxite,10,1.2264000000000002,0.04,30.660000000000004,580.4116704,78.52,38.05189595517066,38.013164383775575,2986.3141939894094,0.0005094243504839531,S3
AUT,Bauxite,11,1.2264000000000002,0.04,30.660000000000004,580.4116704,78.52,38.05189595517066,38.013164383775575,2986.3141939894094,0.0005094243504839531,S3
AUT,Bauxite,12,1.2264000000000002,0.04,30.660000000000004,580.4116704,78.52,38.05189595517066,38.013164383775575,2986.3141939894094,0.0005094243504839531,S3
