commodity,timestep_0,timestep_1,timestep_2,timestep_3,timestep_4,timestep_5,timestep_6,timestep_7,timestep_8,timestep_9,timestep_10,timestep_11,timestep_12,timestep_13,average
Aluminium,0.3482233236154112,0.36354552449644684,0.3762416745130572,0.3900854897945247,0.40486852702354753,0.4203896398564972,0.42686989844601764,0.43430332741861627,0.4282790090279883,0.443512335516745,0.4565986500304811,0.47016108804681145,0.47633269629587377,0.48583693783896303,0.4232320087086415
Bauxite,0.07612866190093913,0.07029508144399059,0.06476514515622969,0.05953487683506793,0.054599896600959784,0.0499553226359568,0.045595692252797984,0.04151489247786919,0.03770611437157153,0.03416182073530503,0.05590568105365514,0.12362179938130934,0.1860473567248435,0.24341101809673665,0.08166023997623087
Compressor,0.037235290564749175,0.0461788844866539,0.06681776978435741,0.07423409101770753,0.09960463697143691,0.1140560668202315,0.1336664778797527,0.14988957173669126,0.16478888751997528,0.20401196336645125,0.24354195240942386,0.16384789493452073,0.13319073251705568,0.10409784468011919,0.12394014747779473
Copper,0.005570861698395373,0.005122726653321888,0.004701322898929709,0.004493587420276975,0.0038713015156036346,0.0035384619963307424,0.003038965183173015,0.002475336695237202,0.0021881465782815487,0.0014906102691565322,0.0012085713276431245,0.001076160069339034,0.0009569416667272567,0.0008497188572453425,0.0028987652021186705
Copper_ore,0.0011645795888015642,0.001105006877923167,0.0010728024525285809,0.0009899434625637922,0.0009153501029367584,0.000844358767034208,0.000775855140540353,0.0007069531435616293,0.0006463204570029965,0.0006395737180378998,0.0006462913140992338,0.0005949428881803023,0.0005506450163560206,0.0005114348395292882,0.0007974326977925569
HEX,1.1077252809953486,1.1177437797416125,1.1613843627619473,1.2009748206538595,1.242052381546121,1.2937178285683835,1.2652251534695031,1.0048185636229297,0.9189712881241769,0.887008996099608,0.8622481536275557,0.773904323422461,0.6914409967591899,0.6583839988534407,1.0132571377318669
HP,0.08630169916893236,0.1060515366744124,0.11081533908207515,0.12843536580861847,0.11524463138719569,0.1302143208936224,0.1426832325948771,0.16030775844326828,0.1816796701598171,0.188169842044204,0.20072189166102042,0.21340571515411666,0.19670567062319314,0.18725177006576776,0.1534277459829372
Iron,0.41569834990980403,0.3917734906410249,0.3755484062303691,0.3655270931643814,0.34813490171047645,0.3231015337740649,0.2972463948925913,0.27524805087749354,0.2616309468628565,0.25121676056419484,0.24564613782242675,0.22224625691570135,0.20536376892686725,0.19052891846578027,0.297779357911288
Nickel,0.000614880074936688,0.0006538599890499064,0.0006140743125246512,0.0006083639016599059,0.0005461826749040064,0.0004852236430022483,0.0004190084852668008,0.00030685101447856854,0.0002460074412676839,0.00023612129085112788,0.00022638157056812785,0.00021462880474763696,0.00024431638406099087,0.000273360019982582,0.0004063756862357804
Steel,0.02059056332863071,0.019003033417831407,0.01749651496628178,0.016062424109565224,0.014741822463887975,0.013508456415970071,0.012363919653977552,0.011279644716825946,0.010246059499005391,0.009272353346388379,0.008368379218600243,0.00753869251860767,0.006773357319832034,0.006066767339651639,0.012379427736789714
