location,time_operation,local_production_opex,local_production_output,transport_opex,transport_output,total_opex,total_output,total_opex_per_unit,transport_to_production_opex_ratio,transport_to_production_output_ratio
AUS,0,404025.9885355542,393.41267,836973.2302681187,27.4208375,1240999.2188036728,420.8335075,2948.907814341929,2.0715826556153956,0.06969993493092126
AUS,1,401841.9885355542,393.41267,825211.1876938788,27.8432375,1227053.176229433,421.2559075,2912.8450293113883,2.0535713321079827,0.07077361667075949
AUS,2,398820.9885355542,393.41267,841042.3563033636,28.2825335,1239863.3448389177,421.6952035,2940.188398037868,2.108821703169682,0.07189024568019124
AUS,3,416089.70965045254,402.35105,855482.8445774264,30.090439,1271572.554227879,432.441489,2940.4499488898,2.0560057716786555,0.0747865303197295
AUS,4,420593.40658662433,405.43325,910351.1293280006,31.031456000000002,1330944.535914625,436.464706,3049.3749382673454,2.1644446039134637,0.07653900117960233
AUS,5,424927.1035227961,408.51545,922578.2320904938,31.99148,1347505.3356132898,440.50693,3058.9878248074097,2.1711447079793067,0.07831155467926611
AUS,6,429220.800458968,411.59765000000004,930087.7204806514,32.971269,1359308.5209396193,444.56891900000005,3057.587840367264,2.1669213595569086,0.08010558126364423
AUS,7,436584.4973951398,414.77985,946536.7346708844,34.211615,1383121.2320660243,448.991465,3080.5067353920062,2.168049347419228,0.08248138138822318
AUS,8,526488.1943313116,421.06205,964778.3531794974,42.913339,1491266.547510809,463.975389,3214.107004091135,1.8324786074355468,0.10191690037133481
AUS,9,529481.8912674835,424.14425,1054586.2237670403,43.957297999999994,1584068.115034524,468.101548,3384.026653623722,1.991732373023282,0.10363761385424887
AUS,10,559330.8698036553,431.98645,1120798.184369891,47.42438,1680129.0541735464,479.41083,3504.5705041197057,2.003819643931561,0.10978210080431922
AUS,11,870702.4954371857,574.907625,1035202.406579618,66.7060725,1905904.9020168036,641.6136975000001,2970.4866174818585,1.1889278048523746,0.11602920121297747
AUS,12,963341.7189877701,609.4949750000001,989301.0898217546,74.4744125,1952642.8088095249,683.9693875,2854.8687185353374,1.026947209201384,0.1221903634234228
AUS,13,1055654.746408988,644.27985,1000303.4101853266,82.27300100000001,2055958.1565943146,726.552851,2829.743429902685,0.9475668191594367,0.1276976161834023
AUT,0,116969.2129680694,36.7588,479463.6081659997,83.1075,596432.8211340691,119.8663,4975.817399336337,4.099058170946957,2.2608871889180278
AUT,1,158413.51229039385,70.66300000000001,489039.57829499966,85.93312499999999,647453.0905853935,156.596125,4134.540944645939,3.0871077297908944,1.2160978871545218
AUT,2,157588.36133919386,70.733,489039.57829499966,85.65312499999999,646627.9396341935,156.386125,4134.816561470486,3.103272184183633,1.2109358432414854
AUT,3,157531.35674719384,71.13300000000001,489039.57829499966,85.65312499999999,646570.9350421935,156.786125,4123.904044711823,3.1043951400723975,1.204126425147259
AUT,4,156641.35674719384,71.13300000000001,489039.57829499966,85.65312499999999,645680.9350421935,156.786125,4118.227521996564,3.122033596046215,1.204126425147259
AUT,5,155901.35674719384,71.13300000000001,489039.57829499966,85.65312499999999,644940.9350421935,156.786125,4113.507716592865,3.136852613079021,1.204126425147259
