location,timestep_0,timestep_1,timestep_2,timestep_3,timestep_4,timestep_5,timestep_6,timestep_7,timestep_8,timestep_9,timestep_10,timestep_11,timestep_12,timestep_13,average
AUS,163.33373285091864,159.15908515515866,160.07681647887142,157.01275229547312,166.83479907026367,165.44754037989293,164.07284386196926,165.71906149943345,195.3779368661791,168.7745495245166,171.09260900213314,157.6931408398903,146.3837288775822,144.36935989310817,163.23913975681361
AUT,302.84358658775307,422.2832730262216,422.92787854031627,431.32540780685787,428.7094078068579,426.24718558463564,430.66230136527565,364.02830800778065,249.7101483578673,236.94308385161378,261.34181155592586,210.7253287451949,200.63336676073854,188.47111814128573,326.91801472416597
BRA,37.758008219984774,37.58800821998477,37.18800821998477,19854.33209326952,729.8940999285583,318.9657813777684,245.9229457017853,174.86148074935434,168.43194556020086,168.03194556020088,167.63194556020088,167.13194556020088,224.36614087566574,166.4867429524912,1607.0422208397079
CHN,135.12028300393655,133.69600533268232,130.86084848971097,122.25470458486193,120.39994311662123,125.5599609238575,125.32090657142476,126.28460929162857,123.68456143296356,118.15944923549274,118.73745045101627,114.00016402919867,113.92021300183427,112.35160868206077,122.88219343909215
CZE,312.39727516064954,285.4805480211971,276.78172683403557,286.74064517782665,273.6953528680755,285.90538165244027,284.8101907718956,266.1440637367861,286.46231455562236,290.6481612935426,236.9948937673602,192.10473459175822,210.57938200366078,203.63245744663325,263.741223420106
DEU,271.4268262806723,263.1160350509574,259.82567490045756,278.05299105002945,273.08578359335377,268.86956075713323,282.07627996993745,281.2414973776495,258.9032234224342,215.68807041865674,181.59055182705853,168.75588039597105,206.51139292471976,176.56911599895352,241.83663456914175
ITA,186.09016794331086,209.45033429845225,199.05546034138212,195.761588204967,194.27463180786833,193.73881617398735,198.25942951295968,205.95459601205567,206.8093121727483,198.80598172159574,181.39690232912102,220.01490488006777,263.9638470693827,242.03590227074534,206.82941962418886
JPN,482.3797066989767,479.64714196921045,476.9107888130575,414.03878756559493,410.0105002904886,406.03100909072833,402.32551569320987,405.5850707445217,365.413134026757,295.43669873466234,214.084550251372,201.30577827974525,217.0581156160285,224.82206429218576,356.78920443332424
KOR,528.2504991435043,425.40398507417103,343.97609317499484,293.338370188061,265.7872323087815,265.25080536539724,240.06296861918267,239.58015448528477,237.49701893666196,241.63894104507162,265.0052084462956,216.81406311707613,216.0217386603435,215.06117663171,285.2634467997526
ROE,252.67103007641205,223.79507692352536,216.11182489067434,209.2386082395889,198.70288289057424,195.10545662452202,182.21612573525763,190.77894156716044,169.8412216368891,174.59700468020253,175.0321341201474,259.5311157297644,236.3281725106896,225.69103641307214,207.83147371703427
ROW,398.4453679410606,326.03775278536864,308.3955837010382,295.3254414807611,283.90971089407935,249.21933661070855,230.76056183070466,218.67761675172102,207.04611129023627,189.05467558377248,186.47138315762146,249.7406426692064,179.77122275397818,182.11420500649663,250.35497231833958
USA,195.3008288340504,194.83381999906027,191.40496015523078,180.96271388318922,201.16377592580466,200.49856975811403,199.1682882236837,195.59597072335214,180.98307530783555,194.97700554417108,209.22815953743708,182.22912202149192,171.64990800175818,159.81661794355165,189.84377256133794
