,technology,location,time_operation,value_scenario_,value_scenario_DemandMet,value_scenario_FastDiffusion,value_scenario_Recycling,value_scenario_SelfSuff40,value_scenario_Tariffs
0,Aluminium_production,AUS,0,11.058,11.058,11.058,11.058,11.058,11.058
1,Aluminium_production,AUS,1,11.058,11.058,11.058,11.058,11.058,11.058
2,Aluminium_production,AUS,2,11.058,11.058,11.058,11.058,11.058,11.058
3,Aluminium_production,AUS,3,11.058,11.058,11.058,11.058,11.058,11.058
4,Aluminium_production,AUS,4,11.058,11.058,11.058,11.058,11.058,11.058
5,Aluminium_production,AUS,5,11.058,11.058,11.058,11.058,11.058,11.058
6,Aluminium_production,AUS,6,11.058,11.058,11.058,11.058,11.058,11.058
7,Aluminium_production,AUS,7,11.058,11.058,11.058,11.058,11.058,11.058
8,Aluminium_production,AUS,8,11.058,11.058,11.058,11.058,11.058,11.058
9,Aluminium_production,AUS,9,11.058,11.058,11.058,11.058,11.058,11.058
10,Aluminium_production,AUS,10,11.058,11.058,11.058,11.058,11.058,11.058
11,Aluminium_production,AUS,11,11.058,11.058,11.058,11.058,11.058,11.058
12,Aluminium_production,AUS,12,11.058,11.058,11.058,11.058,11.058,11.058
13,Aluminium_production,AUS,13,11.058,11.058,11.058,11.058,11.058,11.058
14,Aluminium_production,AUT,0,3.843548,3.843548,3.843548,3.843548,3.843548,3.843548
15,Aluminium_production,AUT,1,3.843548,3.843548,3.843548,3.843548,3.843548,3.843548
16,Aluminium_production,AUT,2,3.843548,3.843548,3.843548,3.843548,3.843548,3.843548
17,Aluminium_production,AUT,3,3.843548,3.843548,3.843548,3.843548,3.843548,3.843548
18,Aluminium_production,AUT,4,3.843548,3.843548,3.843548,3.843548,3.843548,3.843548
19,Aluminium_production,AUT,5,3.843548,3.843548,3.843548,3.843548,3.843548,3.843548
20,Aluminium_production,AUT,6,3.843548,3.843548,3.843548,3.843548,3.843548,3.843548
21,Aluminium_production,AUT,7,3.843548,3.843548,3.843548,3.843548,3.843548,3.843548
22,Aluminium_production,AUT,8,3.843548,3.843548,3.843548,3.843548,3.843548,3.843548
23,Aluminium_production,AUT,9,3.843548,3.843548,3.843548,3.843548,3.843548,3.843548
24,Aluminium_production,AUT,10,3.843548,3.843548,3.843548,3.843548,3.843548,3.843548
25,Aluminium_production,AUT,11,3.843548,3.843548,3.843548,3.843548,3.843548,3.843548
26,Aluminium_production,AUT,12,3.843548,3.843548,3.843548,3.843548,3.843548,3.843548
27,Aluminium_production,AUT,13,3.843548,3.843548,3.843548,3.843548,3.843548,3.843548
28,Aluminium_production,BRA,0,6.173331999999999,6.173331999999999,6.173331999999999,6.173331999999999,6.173331999999999,6.173331999999999
29,Aluminium_production,BRA,1,6.173331999999999,6.173331999999999,6.173331999999999,6.173331999999999,6.173331999999999,6.173331999999999
30,Aluminium_production,BRA,2,6.173331999999999,6.173331999999999,6.173331999999999,6.173331999999999,6.173331999999999,6.173331999999999
31,Aluminium_production,BRA,3,6.173331999999999,6.173331999999999,6.173331999999999,6.173331999999999,6.173331999999999,6.173331999999999
32,Aluminium_production,BRA,4,6.173331999999999,6.173331999999999,6.173331999999999,6.173331999999999,6.173331999999999,6.173331999999999
33,Aluminium_production,BRA,5,6.173331999999999,6.173331999999999,6.173331999999999,6.173331999999999,6.173331999999999,6.173331999999999
34,Aluminium_production,BRA,6,6.173331999999999,6.173331999999999,6.173331999999999,6.173331999999999,6.173331999999999,6.173331999999999
35,Aluminium_production,BRA,7,6.173331999999999,6.173331999999999,6.173331999999999,6.173331999999999,6.173331999999999,6.173331999999999
36,Aluminium_production,BRA,8,6.173331999999999,6.173331999999999,6.173331999999999,6.173331999999999,6.173331999999999,6.173331999999999
37,Aluminium_production,BRA,9,6.173331999999999,6.173331999999999,6.173331999999999,6.173331999999999,6.173331999999999,6.173331999999999
38,Aluminium_production,BRA,10,6.173331999999999,6.173331999999999,6.173331999999999,6.173331999999999,6.173331999999999,6.173331999999999
39,Aluminium_production,BRA,11,6.173331999999999,6.173331999999999,6.173331999999999,6.173331999999999,6.173331999999999,6.173331999999999
40,Aluminium_production,BRA,12,6.173331999999999,6.173331999999999,6.173331999999999,6.173331999999999,6.173331999999999,6.173331999999999
41,Aluminium_production,BRA,13,6.173331999999999,6.173331999999999,6.173331999999999,6.173331999999999,6.173331999999999,6.173331999999999
42,Aluminium_production,CHN,0,51.209508,51.209508,51.209508,51.209508,51.209508,51.209508
43,Aluminium_production,CHN,1,58.105393103332,58.105393103332,58.105393103332,58.105393103332,58.105393103332,58.105393103332
44,Aluminium_production,CHN,2,65.789294896508,65.78929489650801,65.78929489650801,65.78929489650801,65.78929489650801,65.78929489650801
45,Aluminium_production,CHN,3,74.37031908685599,74.370319086856,74.37031908685599,74.370319086856,74.370319086856,74.370319086856
46,Aluminium_production,CHN,4,83.97427366403599,83.97427366403599,83.97427366403599,83.97427366403599,83.97427366403599,83.97427366403599
47,Aluminium_production,CHN,5,94.746370640748,94.746370640748,94.746370640748,94.746370640748,94.74637064074801,94.74637064074801
48,Aluminium_production,CHN,6,106.85436049117601,106.85436049117601,106.85436049117601,106.85436049117598,106.85436049117601,106.85436049117598
49,Aluminium_production,CHN,7,120.492198103952,120.49219810395198,120.492198103952,120.49219810395196,120.49219810395198,120.49219810395196
50,Aluminium_production,CHN,8,135.88430013860003,135.88430013860003,135.88430013860003,135.88430013860003,135.8843001386,135.8843001386
51,Aluminium_production,CHN,9,153.29053602174,153.29053602174,153.29053602174,153.29053602174,153.29053602174002,153.29053602174
52,Aluminium_production,CHN,10,173.012023701192,173.01202370119196,173.012023701192,173.01202370119196,173.012023701192,173.012023701192
53,Aluminium_production,CHN,11,195.39791581375601,195.397915813756,195.39791581375601,195.397915813756,195.397915813756,195.397915813756
54,Aluminium_production,CHN,12,217.027066,220.85329754181197,220.853297541812,220.85329754181197,220.85329754181197,220.853297541812
55,Aluminium_production,CHN,13,234.9188928,249.848431222908,249.848431222908,249.848431222908,249.848431222908,249.84843122290803
56,Aluminium_production,CZE,0,0.46968,0.46968,0.46968,0.46968,0.46968,0.46968
57,Aluminium_production,CZE,1,0.46968,0.46968,0.46968,0.46968,0.46968,0.46968
58,Aluminium_production,CZE,2,0.46968,0.46968,0.46968,0.46968,0.46968,0.46968
59,Aluminium_production,CZE,3,0.46968,0.46968,0.46968,0.46968,0.46968,0.46968
60,Aluminium_production,CZE,4,0.46968,0.46968,0.46968,0.46968,0.46968,0.46968
61,Aluminium_production,CZE,5,0.46968,0.46968,0.46968,0.46968,0.46968,0.46968
62,Aluminium_production,CZE,6,0.46968,0.46968,0.46968,0.46968,0.46968,0.46968
63,Aluminium_production,CZE,7,0.46968,0.46968,0.46968,0.46968,0.46968,0.46968
64,Aluminium_production,CZE,8,0.46968,0.46968,0.46968,0.46968,0.46968,0.46968
65,Aluminium_production,CZE,9,0.46968,0.46968,0.46968,0.46968,0.46968,0.46968
66,Aluminium_production,CZE,10,0.46968,0.46968,0.46968,0.46968,0.46968,0.46968
67,Aluminium_production,CZE,11,0.46968,0.46968,0.46968,0.46968,0.46968,0.46968
68,Aluminium_production,CZE,12,0.46968,0.46968,0.46968,0.46968,0.46968,0.46968
69,Aluminium_production,CZE,13,0.46968,0.46968,0.46968,0.46968,0.46968,0.46968
70,Aluminium_production,DEU,0,4.305400000000001,4.305400000000001,4.305400000000001,4.305400000000001,4.305400000000001,4.305400000000001
71,Aluminium_production,DEU,1,4.305400000000001,4.305400000000001,4.305400000000001,4.305400000000001,4.305400000000001,4.305400000000001
72,Aluminium_production,DEU,2,4.305400000000001,4.305400000000001,4.305400000000001,4.305400000000001,4.305400000000001,4.305400000000001
73,Aluminium_production,DEU,3,4.305400000000001,4.305400000000001,4.305400000000001,4.305400000000001,4.305400000000001,4.305400000000001
74,Aluminium_production,DEU,4,4.305400000000001,4.305400000000001,4.305400000000001,4.305400000000001,4.305400000000001,4.305400000000001
75,Aluminium_production,DEU,5,4.305400000000001,4.305400000000001,4.305400000000001,4.305400000000001,4.305400000000001,4.305400000000001
76,Aluminium_production,DEU,6,4.305400000000001,4.305400000000001,4.305400000000001,4.305400000000001,4.305400000000001,4.305400000000001
77,Aluminium_production,DEU,7,4.305400000000001,4.305400000000001,4.305400000000001,4.305400000000001,4.305400000000001,4.305400000000001
78,Aluminium_production,DEU,8,4.305400000000001,4.305400000000001,4.305400000000001,4.305400000000001,4.305400000000001,4.305400000000001
79,Aluminium_production,DEU,9,4.305400000000001,4.305400000000001,4.305400000000001,4.305400000000001,4.305400000000001,4.305400000000001
80,Aluminium_production,DEU,10,4.305400000000001,4.305400000000001,4.305400000000001,4.305400000000001,4.305400000000001,4.305400000000001
81,Aluminium_production,DEU,11,4.305400000000001,4.305400000000001,4.305400000000001,4.305400000000001,4.305400000000001,4.305400000000001
82,Aluminium_production,DEU,12,4.305400000000001,4.305400000000001,4.305400000000001,4.305400000000001,4.305400000000001,4.305400000000001
83,Aluminium_production,DEU,13,4.305400000000001,4.305400000000001,4.305400000000001,4.305400000000001,4.305400000000001,4.305400000000001
84,Aluminium_production,ITA,0,0.0,0.0,0.0,0.0,0.0,0.0
85,Aluminium_production,ITA,1,0.0,0.0,0.0,0.0,0.0,0.0
86,Aluminium_production,ITA,2,0.0,0.0,0.0,0.0,0.0,0.0
87,Aluminium_production,ITA,3,0.0,0.0,0.0,0.0,0.0,0.0
88,Aluminium_production,ITA,4,0.0,0.0,0.0,0.0,0.0,0.0
89,Aluminium_production,ITA,5,0.0,0.0,0.0,0.0,0.0,0.0
90,Aluminium_production,ITA,6,0.0,0.0,0.0,0.0,0.0,0.0
91,Aluminium_production,ITA,7,0.0,0.0,0.0,0.0,0.0,0.0
92,Aluminium_production,ITA,8,0.0,0.0,0.0,0.0,0.0,0.0
93,Aluminium_production,ITA,9,0.0,0.0,0.0,0.0,0.0,0.0
94,Aluminium_production,ITA,10,0.0,0.0,0.0,0.0,0.0,0.0
95,Aluminium_production,ITA,11,0.0,0.0,0.0,0.0,0.0,0.0
96,Aluminium_production,ITA,12,0.0,0.0,0.0,0.0,0.0,0.0
97,Aluminium_production,ITA,13,0.0,0.0,0.0,0.0,0.0,0.0
98,Aluminium_production,JPN,0,0.22116,0.22116,0.22116,0.22116,0.22116,0.22116
99,Aluminium_production,JPN,1,0.22116,0.22116,0.22116,0.22116,0.22116,0.22116
100,Aluminium_production,JPN,2,0.22116,0.22116,0.22116,0.22116,0.22116,0.22116
101,Aluminium_production,JPN,3,0.22116,0.22116,0.22116,0.22116,0.22116,0.22116
102,Aluminium_production,JPN,4,0.22116,0.22116,0.22116,0.22116,0.22116,0.22116
103,Aluminium_production,JPN,5,0.22116,0.22116,0.22116,0.22116,0.22116,0.22116
104,Aluminium_production,JPN,6,0.22116,0.22116,0.22116,0.22116,0.22116,0.22116
105,Aluminium_production,JPN,7,0.22116,0.22116,0.22116,0.22116,0.22116,0.22116
106,Aluminium_production,JPN,8,0.22116,0.22116,0.22116,0.22116,0.22116,0.22116
107,Aluminium_production,JPN,9,0.22116,0.22116,0.22116,0.22116,0.22116,0.22116
108,Aluminium_production,JPN,10,0.22116,0.22116,0.22116,0.22116,0.22116,0.22116
109,Aluminium_production,JPN,11,0.22116,0.22116,0.22116,0.22116,0.22116,0.22116
110,Aluminium_production,JPN,12,0.22116,0.22116,0.22116,0.22116,0.22116,0.22116
111,Aluminium_production,JPN,13,0.22116,0.22116,0.22116,0.22116,0.22116,0.22116
112,Aluminium_production,KOR,0,0.0,0.0,0.0,0.0,0.0,0.0
113,Aluminium_production,KOR,1,0.0,0.0,0.0,0.0,0.0,0.0
114,Aluminium_production,KOR,2,0.0,0.0,0.0,0.0,0.0,0.0
115,Aluminium_production,KOR,3,0.0,0.0,0.0,0.0,0.0,0.0
116,Aluminium_production,KOR,4,0.0,0.0,0.0,0.0,0.0,0.0
117,Aluminium_production,KOR,5,0.0,0.0,0.0,0.0,0.0,0.0
118,Aluminium_production,KOR,6,0.0,0.0,0.0,0.0,0.0,0.0
119,Aluminium_production,KOR,7,0.0,0.0,0.0,0.0,0.0,0.0
120,Aluminium_production,KOR,8,0.0,0.0,0.0,0.0,0.0,0.0
121,Aluminium_production,KOR,9,0.0,0.0,0.0,0.0,0.0,0.0
122,Aluminium_production,KOR,10,0.0,0.0,0.0,0.0,0.0,0.0
123,Aluminium_production,KOR,11,0.0,0.0,0.0,0.0,0.0,0.0
124,Aluminium_production,KOR,12,0.0,0.0,0.0,0.0,0.0,0.0
125,Aluminium_production,KOR,13,0.0,0.0,0.0,0.0,0.0,0.0
126,Aluminium_production,ROE,0,0.0,0.0,0.0,0.0,0.0,0.0
127,Aluminium_production,ROE,1,0.0,0.0,0.0,0.0,0.0,0.0
128,Aluminium_production,ROE,2,0.0,0.0,0.0,0.0,0.0,0.0
129,Aluminium_production,ROE,3,0.0,0.0,0.0,0.0,0.0,0.0
130,Aluminium_production,ROE,4,0.0,0.0,0.0,0.0,0.0,0.0
131,Aluminium_production,ROE,5,0.0,0.0,0.0,0.0,0.0,0.0
132,Aluminium_production,ROE,6,0.0,0.0,0.0,0.0,0.0,0.0
133,Aluminium_production,ROE,7,0.0,0.0,0.0,0.0,0.0,0.0
134,Aluminium_production,ROE,8,0.0,0.0,0.0,0.0,0.0,0.0
135,Aluminium_production,ROE,9,0.0,0.0,0.0,0.0,0.0,0.0
136,Aluminium_production,ROE,10,0.0,0.0,0.0,0.0,0.0,0.0
137,Aluminium_production,ROE,11,0.0,0.0,0.0,0.0,0.0,0.0
138,Aluminium_production,ROE,12,0.0,0.0,0.0,0.0,0.0,0.0
139,Aluminium_production,ROE,13,0.0,0.0,0.0,0.0,0.0,0.0
140,Aluminium_production,ROW,0,0.0,0.0,0.0,0.0,0.0,0.0
141,Aluminium_production,ROW,1,0.0,0.0,0.0,0.0,0.0,0.0
142,Aluminium_production,ROW,2,0.0,0.0,0.0,0.0,0.0,0.0
143,Aluminium_production,ROW,3,0.0,0.0,0.0,0.0,0.0,0.0
144,Aluminium_production,ROW,4,0.0,0.0,0.0,0.0,0.0,0.0
145,Aluminium_production,ROW,5,0.0,0.0,0.0,0.0,0.0,0.0
146,Aluminium_production,ROW,6,0.0,0.0,0.0,0.0,0.0,0.0
147,Aluminium_production,ROW,7,0.0,0.0,0.0,0.0,0.0,0.0
148,Aluminium_production,ROW,8,0.0,0.0,0.0,0.0,0.0,0.0
149,Aluminium_production,ROW,9,0.0,0.0,0.0,0.0,0.0,0.0
150,Aluminium_production,ROW,10,0.0,0.0,0.0,0.0,0.0,0.0
151,Aluminium_production,ROW,11,0.0,0.0,0.0,0.0,0.0,0.0
152,Aluminium_production,ROW,12,0.0,0.0,0.0,0.0,0.0,0.0
153,Aluminium_production,ROW,13,0.0,0.0,0.0,0.0,0.0,0.0
154,Aluminium_production,USA,0,6.41216,6.41216,6.41216,6.41216,6.41216,6.41216
155,Aluminium_production,USA,1,6.41216,6.41216,6.41216,6.41216,6.41216,6.41216
156,Aluminium_production,USA,2,6.41216,6.41216,6.41216,6.41216,6.41216,6.41216
157,Aluminium_production,USA,3,6.41216,6.41216,6.41216,6.41216,6.41216,6.41216
158,Aluminium_production,USA,4,6.41216,6.41216,6.41216,6.41216,6.41216,6.41216
159,Aluminium_production,USA,5,6.41216,6.41216,6.41216,6.41216,6.41216,6.41216
160,Aluminium_production,USA,6,6.41216,6.41216,6.41216,6.41216,6.41216,6.41216
161,Aluminium_production,USA,7,6.41216,6.41216,6.41216,6.41216,6.41216,6.41216
162,Aluminium_production,USA,8,6.41216,6.41216,6.41216,6.41216,6.41216,6.41216
163,Aluminium_production,USA,9,6.41216,6.41216,6.41216,6.41216,6.41216,6.41216
164,Aluminium_production,USA,10,6.41216,6.41216,6.41216,6.41216,6.41216,6.41216
165,Aluminium_production,USA,11,6.41216,6.41216,6.41216,6.41216,6.41216,6.41216
166,Aluminium_production,USA,12,6.41216,6.41216,6.41216,6.41216,6.41216,6.41216
167,Aluminium_production,USA,13,6.41216,6.41216,6.41216,6.41216,6.41216,6.41216
168,Bauxite_mining,AUS,0,0.84,0.84,0.84,0.84,0.84,0.84
169,Bauxite_mining,AUS,1,0.84,0.84,0.84,0.84,0.84,0.84
170,Bauxite_mining,AUS,2,0.84,0.84,0.84,0.84,0.84,0.84
171,Bauxite_mining,AUS,3,0.84,0.84,0.84,0.84,0.84,0.84
172,Bauxite_mining,AUS,4,0.84,0.84,0.84,0.84,0.84,0.84
173,Bauxite_mining,AUS,5,0.84,0.84,0.84,0.84,0.84,0.84
174,Bauxite_mining,AUS,6,0.84,0.84,0.84,0.84,0.84,0.84
175,Bauxite_mining,AUS,7,0.84,0.84,0.84,0.84,0.84,0.84
176,Bauxite_mining,AUS,8,0.84,0.84,0.84,0.84,0.84,0.84
177,Bauxite_mining,AUS,9,0.84,0.84,0.84,0.84,0.84,0.84
178,Bauxite_mining,AUS,10,0.85316,0.85316,0.85316,0.85316,0.85316,1.3116045969599999
179,Bauxite_mining,AUS,11,0.85316,0.85316,0.85316,0.85316,0.85316,3.0029294192799996
180,Bauxite_mining,AUS,12,0.85316,0.85316,0.85316,0.85316,0.85316,4.926163872560002
181,Bauxite_mining,AUS,13,0.85316,0.85316,0.85316,0.85316,0.85316,7.116837761040004
182,Bauxite_mining,AUT,0,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001
183,Bauxite_mining,AUT,1,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001
184,Bauxite_mining,AUT,2,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001
185,Bauxite_mining,AUT,3,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001
186,Bauxite_mining,AUT,4,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001
187,Bauxite_mining,AUT,5,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001
188,Bauxite_mining,AUT,6,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001
189,Bauxite_mining,AUT,7,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001
190,Bauxite_mining,AUT,8,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001
191,Bauxite_mining,AUT,9,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001
192,Bauxite_mining,AUT,10,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001
193,Bauxite_mining,AUT,11,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001
194,Bauxite_mining,AUT,12,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001
195,Bauxite_mining,AUT,13,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001
196,Bauxite_mining,BRA,0,0.45415999999999995,0.45415999999999995,0.45415999999999995,0.45415999999999995,0.45415999999999995,0.45415999999999995
197,Bauxite_mining,BRA,1,0.45415999999999995,0.45415999999999995,0.45415999999999995,0.45415999999999995,0.45415999999999995,0.45415999999999995
198,Bauxite_mining,BRA,2,0.45415999999999995,0.45415999999999995,0.45415999999999995,0.45415999999999995,0.45415999999999995,0.45415999999999995
199,Bauxite_mining,BRA,3,0.45415999999999995,0.45415999999999995,0.45415999999999995,0.45415999999999995,0.45415999999999995,0.45415999999999995
200,Bauxite_mining,BRA,4,0.45415999999999995,0.45415999999999995,0.45415999999999995,0.45415999999999995,0.45415999999999995,0.45415999999999995
201,Bauxite_mining,BRA,5,0.45415999999999995,0.45415999999999995,0.45415999999999995,0.45415999999999995,0.45415999999999995,0.45415999999999995
202,Bauxite_mining,BRA,6,0.45415999999999995,0.45415999999999995,0.45415999999999995,0.45415999999999995,0.45415999999999995,0.45415999999999995
203,Bauxite_mining,BRA,7,0.45415999999999995,0.45415999999999995,0.45415999999999995,0.45415999999999995,0.45415999999999995,0.45415999999999995
204,Bauxite_mining,BRA,8,0.45415999999999995,0.45415999999999995,0.45415999999999995,0.45415999999999995,0.45415999999999995,0.45415999999999995
205,Bauxite_mining,BRA,9,0.45415999999999995,0.45415999999999995,0.45415999999999995,0.45415999999999995,0.45415999999999995,0.45415999999999995
206,Bauxite_mining,BRA,10,0.45415999999999995,0.45415999999999995,0.45415999999999995,0.45415999999999995,0.45415999999999995,0.45415999999999995
207,Bauxite_mining,BRA,11,0.45415999999999995,0.45415999999999995,0.45415999999999995,0.45415999999999995,0.45415999999999995,0.45415999999999995
208,Bauxite_mining,BRA,12,0.45415999999999995,0.45415999999999995,0.45415999999999995,0.45415999999999995,0.45415999999999995,0.45415999999999995
209,Bauxite_mining,BRA,13,0.45415999999999995,0.45415999999999995,0.45415999999999995,0.45415999999999995,0.45415999999999995,0.45415999999999995
210,Bauxite_mining,CHN,0,4.35372,4.35372,4.35372,4.35372,4.35372,4.70218
211,Bauxite_mining,CHN,1,4.874725890160001,4.874725890160001,4.874725890160001,4.874725890160001,4.874725890160001,5.22318589016
212,Bauxite_mining,CHN,2,5.45526892904,5.455268929040001,5.455268929040001,5.455268929040001,5.455268929040001,5.803728929040001
213,Bauxite_mining,CHN,3,6.10359239728,6.103592397280001,6.10359239728,6.103592397280001,6.103592397280001,6.45205239728
214,Bauxite_mining,CHN,4,6.8292014856800005,6.8292014856800005,6.8292014856800005,6.8292014856800005,6.82920148568,7.17766148568
215,Bauxite_mining,CHN,5,7.6430674202399995,7.6430674202399995,7.6430674202399995,7.6430674202399995,7.643067420240001,7.991527420240001
216,Bauxite_mining,CHN,6,8.55786427888,8.55786427888,8.55786427888,8.55786427888,8.55786427888,8.90632427888
217,Bauxite_mining,CHN,7,9.58824596576,9.588245965759999,9.58824596576,9.588245965759997,9.588245965759999,9.936705965759998
218,Bauxite_mining,CHN,8,10.751167868000001,10.751167868000001,10.751167868000001,10.751167868000001,10.751167868,11.099627868
219,Bauxite_mining,CHN,9,12.0662639412,12.0662639412,12.0662639412,12.0662639412,12.066263941200003,12.4147239412
220,Bauxite_mining,CHN,10,12.6,12.6,12.6,12.6,12.6,12.6
221,Bauxite_mining,CHN,11,12.6,12.6,12.6,12.6,12.6,12.6
222,Bauxite_mining,CHN,12,12.6,12.6,12.6,12.6,12.6,12.6
223,Bauxite_mining,CHN,13,12.6,12.6,12.6,12.6,12.6,12.6
224,Bauxite_mining,CZE,0,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001
225,Bauxite_mining,CZE,1,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001
226,Bauxite_mining,CZE,2,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001
227,Bauxite_mining,CZE,3,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001
228,Bauxite_mining,CZE,4,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001
229,Bauxite_mining,CZE,5,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001
230,Bauxite_mining,CZE,6,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001
231,Bauxite_mining,CZE,7,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001
232,Bauxite_mining,CZE,8,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001
233,Bauxite_mining,CZE,9,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001
234,Bauxite_mining,CZE,10,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001
235,Bauxite_mining,CZE,11,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001
236,Bauxite_mining,CZE,12,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001
237,Bauxite_mining,CZE,13,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001
238,Bauxite_mining,DEU,0,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001
239,Bauxite_mining,DEU,1,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001
240,Bauxite_mining,DEU,2,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001
241,Bauxite_mining,DEU,3,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001
242,Bauxite_mining,DEU,4,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001
243,Bauxite_mining,DEU,5,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001
244,Bauxite_mining,DEU,6,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001
245,Bauxite_mining,DEU,7,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001
246,Bauxite_mining,DEU,8,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001
247,Bauxite_mining,DEU,9,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001
248,Bauxite_mining,DEU,10,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001
249,Bauxite_mining,DEU,11,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001
250,Bauxite_mining,DEU,12,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001
251,Bauxite_mining,DEU,13,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001,0.00014000000000000001
252,Bauxite_mining,ITA,0,0.0,0.0,0.0,0.0,0.0,0.00014000000000000001
253,Bauxite_mining,ITA,1,0.0,0.0,0.0,0.0,0.0,0.00014000000000000001
254,Bauxite_mining,ITA,2,0.0,0.0,0.0,0.0,0.0,0.00014000000000000001
255,Bauxite_mining,ITA,3,0.0,0.0,0.0,0.0,0.0,0.00014000000000000001
256,Bauxite_mining,ITA,4,0.0,0.0,0.0,0.0,0.0,0.00014000000000000001
257,Bauxite_mining,ITA,5,0.0,0.0,0.0,0.0,0.0,0.00014000000000000001
