location,0,1,2,3,4,5,6,7,8,9,10,11,12,13
AUS,2.071565287879056,2.0535538699784808,2.1088041087675693,2.056004321432264,2.1643865006901404,2.1710851260702784,2.166910030101093,2.1680378735620343,1.8324773131094527,1.9917326730540303,2.001063463256674,1.1380948389746484,1.0253454749283146,0.946105392567051
AUT,4.119194922745838,3.0982912534088753,3.1254185795908245,3.1432974330922274,3.1613820142307327,3.1765778359956585,3.1942137671976583,2.96254223986285,2.5328645639011866,2.2541487185775684,1.765906846199227,1.6565433304231982,1.5990892856682808,1.4677659255275
BRA,0.5001555457074938,0.5010878936259061,0.5030107782831826,0.5039882209772935,0.4775223788370972,0.47528208040838615,0.4559994952816332,0.4512840795313547,0.45026272216755353,0.45167246459982086,0.453090426708635,0.4551507409056689,0.43370168469390824,0.4350597424671517
CHN,0.0724438020143559,0.06876990984124612,0.06528796459314809,0.0681078660710091,0.0650735509407801,0.07055014119550052,0.07621432764924245,0.08455853755256573,0.09181304075583017,0.09253446050951568,0.0932114661350603,0.08614929517744883,0.08069519979460202,0.07488905039855676
CZE,2.3794604972299855,2.7282621039686075,2.909489331943715,2.954860147817776,2.908327296326744,3.093487764811516,3.2972556512663855,3.211463272429905,3.661961819595748,3.9334931801077393,3.8009360183747978,2.2997600946321928,1.3777332602701096,1.1412068241612703
DEU,0.5297310056132268,0.537069677956573,0.5476283136940234,0.5566543594262141,0.5659829270986406,0.5749746333356858,0.5698256619857972,0.5598054515410578,0.4422245787066894,0.4332428313753831,0.4701870514212244,0.5220163077596035,0.49039766171674704,0.5099735383480303
ITA,1.0791263468188999,1.073521512581255,1.113090002861091,1.2316672457623146,1.3269356113134765,1.417526340164763,1.6154438910314215,1.596947041943084,1.290244914435907,1.1984455926348354,1.3167756253001976,1.062235179622795,0.6890517417905099,0.6613215155025289
JPN,0.14074810995069775,0.14167302363182416,0.14309660787941136,0.15304624278545684,0.1545983897141107,0.15617498404512645,0.15737458391951448,0.14550558206885186,0.13780802089054503,0.1529422599577442,0.15842220161863588,0.15294696705087402,0.16348131586336723,0.18682260966995798
KOR,0.2036081555287093,0.21104933858200559,0.21808778357824402,0.23432993718519304,0.23380798504024236,0.24068858405207208,0.2414057032486983,0.24217599316560687,0.243783283259097,0.24950867129750418,0.28006068295591224,0.2829190410193185,0.285432376000818,0.2878450733515866
ROE,0.1441835883656842,0.15967486342510348,0.2015743399487732,0.21965935903868122,0.25551798328400926,0.3039579596975537,0.34035610070520567,0.33054583688522976,0.3713150135288836,0.4325999061302087,0.501806836790838,0.44443085930859294,0.3628723622468094,0.2854483889473767
ROW,0.0763511982210608,0.08170233205383444,0.08929954059638205,0.0974476028337114,0.10690125520051443,0.11615549581810285,0.11770400761445486,0.1099870305170541,0.10230657416134238,0.098384554352159,0.09644952330712678,0.08470477291268895,0.07840720939470507,0.0747429173196069
TOTAL,0.24811612978361167,0.25856434870121,0.27249540227818475,0.2858149389932773,0.2980582504544776,0.30978138112927806,0.3184984651289584,0.3159601225866133,0.3172877177776351,0.3288668722616589,0.34372288718156974,0.31912807574768765,0.29734978446558563,0.2808106883772843
USA,0.27870375569611044,0.31903623420355315,0.35336770536057877,0.40102565764465725,0.42351668483991983,0.44797274551740096,0.47721632391413044,0.5067406563616609,0.5448644213149052,0.5808092405367836,0.6247958815735458,0.6629261862522899,0.6931740137477187,0.7201212857388286
