location,0,1,2,3,4,5,6,7,8,9,10,11,12,13
AUS,2948.8911402494005,2912.8283719382375,2940.171758017339,2940.448553481137,3049.318947869278,3058.93035018828,3057.576902045024,3080.495578591562,3214.1055353765782,3384.0269929963397,3501.354855165299,2901.5036914429247,2852.6127441069784,2827.6200304601575
AUT,5051.540402861353,4157.839099526331,4069.5164951912516,4063.9056410253897,4137.592427573033,4053.6295822721813,4048.2709013272565,4174.943137552047,4282.896992454664,4225.991750865163,3862.2814220412183,3913.0661717585754,3900.3941684494653,4011.731083439443
BRA,7937.337135169161,7927.492431896837,7907.303857298945,7809.0700108223355,5731.573553309023,4860.975949921293,3576.07854534388,2966.797244434445,2781.5875809691825,2775.601229502483,2769.6136664438027,2760.9805487338085,2735.926382452043,2729.970362049807
CHN,1242.085310911571,1197.2993273637135,1137.2998561854702,1085.4561161780684,1051.7535610891246,1061.0824620809258,1073.8186439091883,1083.5789532613455,1083.054293682016,1054.7633223981054,1035.4826997695893,1005.2991050172967,976.1439068755766,942.5854770833363
CZE,5360.7417933172155,5663.494389732107,5691.718308046166,5660.350162292318,5668.025232347925,5741.951776539468,5700.264607290915,4916.986597738868,4852.844299645145,4718.9048060663445,4666.671177815708,3388.5144398976063,2774.5790176944247,2534.5129531929206
DEU,3725.632283644252,3692.35316752198,3646.0371092194473,3607.836847962655,3569.6365867058635,3533.988977657596,3451.019809241311,3343.2200687340955,3479.048257470301,3408.36783277831,3409.1844001470795,3559.3072529836186,3674.9300983681337,3738.9441418321217
ITA,6437.333208183886,5472.959869743438,5449.833582082898,5657.00131943635,5794.970830277376,5908.346956167351,6265.304156538732,6465.80632735519,5587.427467035023,5297.472322176829,5439.750910674399,5184.527296757031,4375.189898256581,4492.983496195778
JPN,8330.63950463243,8282.963195814338,8210.786361955224,7123.90480895312,7061.791445717692,6999.633306896118,6941.690962788741,6560.170564589459,5330.537940748678,4344.889072342605,3487.634181073412,3323.7100549945035,3214.297674717798,3060.515848913528
KOR,9538.983229566289,7275.080328585481,4877.494762355218,3801.587695004228,3013.0049841869563,2877.8949578798097,2852.5416893145475,2827.1614743995897,2805.8189142421274,2774.7222560294163,2689.788116645634,2669.7123807574158,2651.38871472034,2634.101898865104
ROE,2369.9621141091807,2308.849908271458,2362.322714009326,2329.8076151611413,2366.1205871256902,2430.8610609326224,2494.277214183011,2553.688927247212,2599.8680211777923,2689.552327724967,2799.1247349233804,2794.1029287234337,2670.083721645722,2602.7764357462593
ROW,8008.038496090244,6466.629109168743,6157.818356911377,5880.627255499917,5594.6441365841065,5042.465036659844,4511.862543773792,4062.367393055518,3635.7649045529397,3194.939651804201,2822.258376953867,2438.1058102305556,2172.0456946283953,1978.4169516234745
TOTAL,3163.3497661619926,2992.6984688762514,2818.805902470347,2665.859223356374,2542.440767610438,2456.51567506769,2392.527694760681,2319.7303580526955,2254.661430473643,2195.102071448222,2132.0422539735955,2066.741469450014,2005.4853308229253,1954.8932120675818
USA,3590.127998642655,3602.845333856707,3359.0709822679028,3448.6071866614984,3354.1211255171524,3316.049671115703,3293.2897512935006,3283.6509557424383,3324.06895906467,3317.9137048835696,3321.0725400952633,3373.518904877693,3407.9823318645267,3436.2219560868843
