location,time_operation,lcohp,scenario
AUS,0,168.2864029683765,S4
AUS,1,164.11175527261653,S4
AUS,2,162.1033621700793,S4
AUS,3,156.58988020800402,S4
AUS,4,160.610583352404,S4
AUS,5,159.2195073344378,S4
AUS,6,163.6689544904823,S4
AUS,7,165.32688125403305,S4
AUS,8,195.03461826213277,S4
AUS,9,168.4962012085473,S4
AUS,10,170.68495725308824,S4
AUS,11,155.28073864499868,S4
AUS,12,146.1598682182786,S4
AUS,13,144.58223996796087,S4
AUT,0,317.24887282300824,S4
AUT,1,441.4005300449816,S4
AUT,2,437.9076411560928,S4
AUT,3,435.19164115609277,S4
AUT,4,432.5756411560928,S4
AUT,5,430.11341893387055,S4
AUT,6,427.50453004498166,S4
AUT,7,360.6003760526942,S4
AUT,8,246.28221640284818,S4
AUT,9,235.69336543073842,S4
AUT,10,285.38245051278955,S4
AUT,11,217.40495552002392,S4
AUT,12,209.11136098185605,S4
AUT,13,198.97313296326575,S4
BRA,0,37.67838988155,S4
BRA,1,37.50838988155,S4
BRA,2,37.108389881549996,S4
BRA,3,19843.939027057335,S4
BRA,4,724.9974130508418,S4
BRA,5,312.9631570681935,S4
BRA,6,245.14870394187184,S4
BRA,7,174.6877742363802,S4
BRA,8,168.2721206850282,S4
BRA,9,167.8721206850282,S4
BRA,10,167.463907893159,S4
BRA,11,166.95283044826843,S4
BRA,12,224.2116607355454,S4
BRA,13,166.82703172324096,S4
CHN,0,129.71584076910267,S4
CHN,1,125.82233955640201,S4
CHN,2,122.20340708138886,S4
CHN,3,119.1363829353823,S4
CHN,4,123.52428056477659,S4
CHN,5,129.89420100382935,S4
CHN,6,128.9709831615359,S4
CHN,7,126.89425522802047,S4
CHN,8,124.40578261220871,S4
CHN,9,118.6212452229924,S4
CHN,10,119.05134007278559,S4
CHN,11,114.28897423251314,S4
CHN,12,113.92855648867612,S4
CHN,13,113.47040822515929,S4
CZE,0,327.3275058574761,S4
CZE,1,301.69382610079754,S4
CZE,2,292.12784535497013,S4
CZE,3,278.2628882725201,S4
CZE,4,266.1345872179934,S4
CZE,5,277.42619770334085,S4
CZE,6,277.59643816652226,S4
CZE,7,262.1731323003794,S4
CZE,8,282.1999092065384,S4
CZE,9,290.82184419217316,S4
CZE,10,238.23511085742808,S4
CZE,11,235.3984724150194,S4
CZE,12,231.2063210742019,S4
CZE,13,241.54520984986763,S4
DEU,0,292.2161455364677,S4
DEU,1,283.820601122876,S4
DEU,2,276.57997299693864,S4
DEU,3,270.96469051210414,S4
DEU,4,265.99748305542846,S4
DEU,5,261.78126021920787,S4
DEU,6,275.02932934108475,S4
DEU,7,274.8022185802813,S4
DEU,8,252.70048817774318,S4
DEU,9,213.37492361871233,S4
DEU,10,175.81211369796918,S4
DEU,11,178.09024929828377,S4
DEU,12,187.86442377491153,S4
DEU,13,169.94980640325227,S4
ITA,0,189.10764215478113,S4
ITA,1,213.085454185032,S4
ITA,2,199.85083567371396,S4
ITA,3,194.35865389143973,S4
ITA,4,192.87169749434105,S4
ITA,5,192.33588186046006,S4
ITA,6,197.07934642429714,S4
ITA,7,205.06384038922002,S4
ITA,8,206.11508407815907,S4
ITA,9,198.21192409816953,S4
ITA,10,180.8077981306655,S4
ITA,11,247.40358279843477,S4
ITA,12,241.28735153117057,S4
ITA,13,223.41889569435685,S4
JPN,0,484.88274403005585,S4
JPN,1,481.8680687051758,S4
JPN,2,477.3041726012797,S4
JPN,3,413.9413028101526,S4
JPN,4,409.44103109294275,S4
JPN,5,403.104437659638,S4
JPN,6,402.25160319859305,S4
JPN,7,405.47174410615236,S4
JPN,8,365.3330885858338,S4
JPN,9,295.38631905192625,S4
JPN,10,214.0435485599508,S4
JPN,11,201.26614730534388,S4
JPN,12,217.02305341444173,S4
JPN,13,224.88998059926033,S4
KOR,0,533.2731309307436,S4
KOR,1,429.7519649171071,S4
KOR,2,344.32355340225456,S4
KOR,3,293.30521405117986,S4
KOR,4,265.7667342587861,S4
KOR,5,266.28319265754584,S4
KOR,6,244.34819626856043,S4
KOR,7,239.75243201244263,S4
KOR,8,237.69209536306423,S4
KOR,9,241.84655964005927,S4
KOR,10,264.15633664135703,S4
KOR,11,217.5921262762547,S4
KOR,12,216.5319593336735,S4
KOR,13,215.7126315481614,S4
ROE,0,252.89730063370968,S4
ROE,1,223.94365202460907,S4
ROE,2,216.39878156424192,S4
ROE,3,209.52973857977986,S4
ROE,4,198.93600421489566,S4
ROE,5,195.3211003363745,S4
ROE,6,182.04008402031167,S4
ROE,7,190.46336769499806,S4
ROE,8,170.0821754043023,S4
ROE,9,174.84716473513745,S4
ROE,10,175.13484072772349,S4
ROE,11,250.45273602204247,S4
ROE,12,232.31661121878795,S4
ROE,13,223.36882799330368,S4
ROW,0,400.7353866785664,S4
ROW,1,327.9148267226355,S4
ROW,2,310.0237979223041,S4
ROW,3,296.54761254563635,S4
ROW,4,285.48349342434574,S4
ROW,5,246.80360086043862,S4
ROW,6,234.03050524911748,S4
ROW,7,223.40326571717648,S4
ROW,8,207.31499410437442,S4
ROW,9,188.95919146851395,S4
ROW,10,186.61831559595228,S4
ROW,11,243.6699052715617,S4
ROW,12,191.81720040555618,S4
ROW,13,182.1491240100187,S4
USA,0,195.9865232718165,S4
