commodity,timestep_0,timestep_1,timestep_2,timestep_3,timestep_4,timestep_5,timestep_6,timestep_7,timestep_8,timestep_9,timestep_10,timestep_11,timestep_12,timestep_13,average
Aluminium,0.3482233236154112,0.36354552449644684,0.3762416745130572,0.3900854897945246,0.40486852702354753,0.4203896398564972,0.4270316798726945,0.43430332741861627,0.42827900902798827,0.44332009313961784,0.45644152064621574,0.4689322946855166,0.4763326962958739,0.48583693783896315,0.4231308384446408
Bauxite,0.07612866190093913,0.07029508144399059,0.06476514515622969,0.05953487683506793,0.054599896600959784,0.0499553226359568,0.045595692252797984,0.04151489247786919,0.03770611437157153,0.03416182073530503,0.05590568105365514,0.12362179938130924,0.1860473567248435,0.2434110180967368,0.08166023997623087
Compressor,0.037235290564749175,0.0461788844866539,0.06681776978435741,0.07423409101770753,0.09960463697143691,0.1140560668202315,0.1336664778797527,0.14988957173669126,0.16478888751997528,0.20401196336645125,0.2441477076976744,0.1697720385143458,0.13417337453371223,0.10406961836223043,0.1244747413754264
Copper,0.001854526271802553,0.001757629474802354,0.0016609309606874082,0.001564790542459826,0.0014695854372757098,0.0013663423000710197,0.0012285076355516172,0.001103161356385249,0.0009892441100427442,0.000885802713417128,0.000791973831307777,0.0007069705671589434,0.0006300716983352596,0.0005606129084602431,0.0011835821291255595
Copper_ore,0.0007217089055207262,0.000672853420221808,0.000637530812708419,0.0005886654472566032,0.0005572619021384348,0.0005212461455832536,0.0004809209395446082,0.0005034223896402489,0.0005202729596249275,0.000528453085388363,0.0005455206613841093,0.0005136027780868124,0.0004866014662379066,0.0004644830912849274,0.0005530388574729392
HEX,1.1077252809953342,1.1177437797416125,1.1613843627619473,1.2009748206538595,1.242052381546121,1.2937178285683835,1.2642774672928045,1.0051486675352233,0.9189712881241611,0.8849403691098465,0.8612575959759179,0.7688627255185235,0.6922138696758109,0.6549857961939772,1.0124468738352517
HP,0.08630169916893236,0.1060515366744124,0.11081533908207515,0.12843536580861847,0.11524463138720904,0.13021432089363216,0.14268323259487734,0.1603077584432685,0.18167967015981734,0.18816984204420412,0.19999665563445862,0.20646777453180182,0.19856182371329456,0.19422000703535217,0.15351068979799673
Iron,0.41569834990980403,0.3917734906410249,0.3755484062303691,0.3655270931643814,0.34813490171047645,0.3231015337740649,0.2972463948925913,0.27524805087749354,0.2616309468628565,0.25121676056419484,0.24518838147860536,0.22286002054918505,0.20703646086181962,0.19255568517837407,0.2980547483353743
Nickel,0.0002946568985602125,0.0002786730644482419,0.00026728623755074615,0.00025978894094947806,0.00025138851909254213,0.00024186487445225518,0.00024676674925564216,0.0002938603850910992,0.0003312827624129328,0.00033277965075679904,0.00032566732443067343,0.0003323240514016187,0.00036250722394582573,0.0003856330298641821,0.0003003199794437321
Steel,0.02059056332863071,0.019003033417831407,0.01749651496628178,0.016062424109565224,0.014741822463887975,0.013508456415970071,0.012363919653977552,0.011279644716825946,0.010246059499005391,0.009272353346388379,0.008368545375722316,0.007538543478449106,0.006773611316784444,0.0060678270260969515,0.012379522793958375
