,carrier,node,time_operation,value_scenario_,value_scenario_DemandMet,value_scenario_FastDiffusion,value_scenario_Recycling,value_scenario_SelfSuff40,value_scenario_Tariffs
98,Aluminium,JPN,0,0.0,0.0,0.0,0.0,0.0,0.0
99,Aluminium,JPN,1,0.0,0.0,0.0,0.0,0.0,0.0
100,Aluminium,JPN,2,0.0,0.0,0.0,0.0,0.0,0.0
101,Aluminium,JPN,3,0.0,0.0,0.0,0.0,0.0,0.0
102,Aluminium,JPN,4,0.0,0.0,0.0,0.0,0.0,0.0
103,Aluminium,JPN,5,0.0,0.0,0.0,0.0,0.0,0.0
104,Aluminium,JPN,6,0.0,0.0,0.0,0.0,0.0,0.0
105,Aluminium,JPN,7,0.0,0.0,0.0,0.0,0.0,0.0
106,Aluminium,JPN,8,0.0,0.0,0.0,0.0,0.0,0.0
107,Aluminium,JPN,9,0.0,0.0,0.0,0.0,0.0,0.0
108,Aluminium,JPN,10,0.0,0.0,0.0,0.0,0.0,0.0
109,Aluminium,JPN,11,0.0,0.0,0.0,0.0,0.0,0.0
110,Aluminium,JPN,12,0.0,0.0,0.0,0.0,0.0,0.0
111,Aluminium,JPN,13,0.0,0.0,0.0,0.0,0.0,0.0
112,Aluminium,KOR,0,0.0,0.0,0.0,0.0,0.0,0.0
113,Aluminium,KOR,1,0.0,0.0,0.0,0.0,0.0,0.0
114,Aluminium,KOR,2,0.0,0.0,0.0,0.0,0.0,0.0
115,Aluminium,KOR,3,0.0,0.0,0.0,0.0,0.0,0.0
116,Aluminium,KOR,4,0.0,0.0,0.0,0.0,0.0,0.0
117,Aluminium,KOR,5,0.0,0.0,0.0,0.0,0.0,0.0
118,Aluminium,KOR,6,0.0,0.0,0.0,0.0,0.0,0.0
119,Aluminium,KOR,7,0.0,0.0,0.0,0.0,0.0,0.0
120,Aluminium,KOR,8,0.0,0.0,0.0,0.0,0.0,0.0
121,Aluminium,KOR,9,0.0,0.0,0.0,0.0,0.0,0.0
122,Aluminium,KOR,10,0.0,0.0,0.0,0.0,0.0,0.0
123,Aluminium,KOR,11,0.0,0.0,0.0,0.0,0.0,0.0
124,Aluminium,KOR,12,0.0,0.0,0.0,0.0,0.0,0.0
125,Aluminium,KOR,13,0.0,0.0,0.0,0.0,0.0,0.0
126,Aluminium,ROE,0,0.0,0.0,0.0,0.0,0.0,0.0
127,Aluminium,ROE,1,0.0,0.0,0.0,0.0,0.0,0.0
128,Aluminium,ROE,2,0.0,0.0,0.0,0.0,0.0,0.0
129,Aluminium,ROE,3,0.0,0.0,0.0,0.0,0.0,0.0
130,Aluminium,ROE,4,0.0,0.0,0.0,0.0,0.0,0.0
131,Aluminium,ROE,5,0.0,0.0,0.0,0.0,0.0,0.0
132,Aluminium,ROE,6,0.0,0.0,0.0,0.0,0.0,0.0
133,Aluminium,ROE,7,0.0,0.0,0.0,0.0,0.0,0.0
134,Aluminium,ROE,8,0.0,0.0,0.0,0.0,0.0,0.0
135,Aluminium,ROE,9,0.0,0.0,0.0,0.0,0.0,0.0
136,Aluminium,ROE,10,0.0,0.0,0.0,0.0,0.0,0.0
137,Aluminium,ROE,11,0.0,0.0,0.0,0.0,0.0,0.0
138,Aluminium,ROE,12,0.0,0.0,0.0,0.0,0.0,0.0
139,Aluminium,ROE,13,0.0,0.0,0.0,0.0,0.0,0.0
140,Aluminium,ROW,0,0.0,0.0,0.0,0.0,0.0,0.0
141,Aluminium,ROW,1,0.0,0.0,0.0,0.0,0.0,0.0
142,Aluminium,ROW,2,0.0,0.0,0.0,0.0,0.0,0.0
143,Aluminium,ROW,3,0.0,0.0,0.0,0.0,0.0,0.0
144,Aluminium,ROW,4,0.0,0.0,0.0,0.0,0.0,0.0
145,Aluminium,ROW,5,0.0,0.0,0.0,0.0,0.0,0.0
146,Aluminium,ROW,6,0.0,0.0,0.0,0.0,0.0,0.0
147,Aluminium,ROW,7,0.0,0.0,0.0,0.0,0.0,0.0
148,Aluminium,ROW,8,0.0,0.0,0.0,0.0,0.0,0.0
149,Aluminium,ROW,9,0.0,0.0,0.0,0.0,0.0,0.0
150,Aluminium,ROW,10,0.0,0.0,0.0,0.0,0.0,0.0
151,Aluminium,ROW,11,0.0,0.0,0.0,0.0,0.0,0.0
152,Aluminium,ROW,12,0.0,0.0,0.0,0.0,0.0,0.0
153,Aluminium,ROW,13,0.0,0.0,0.0,0.0,0.0,0.0
154,Aluminium,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
155,Aluminium,USA,1,0.0,0.0,0.0,0.0,0.0,0.0
156,Aluminium,USA,2,0.0,0.0,0.0,0.0,0.0,0.0
157,Aluminium,USA,3,0.0,0.0,0.0,0.0,0.0,0.0
158,Aluminium,USA,4,0.0,0.0,0.0,0.0,0.0,0.0
159,Aluminium,USA,5,0.0,0.0,0.0,0.0,0.0,0.0
160,Aluminium,USA,6,0.0,0.0,0.0,0.0,0.0,0.0
161,Aluminium,USA,7,0.0,0.0,0.0,0.0,0.0,0.0
162,Aluminium,USA,8,0.0,0.0,0.0,0.0,0.0,0.0
163,Aluminium,USA,9,0.0,0.0,0.0,0.0,0.0,0.0
164,Aluminium,USA,10,0.0,0.0,0.0,0.0,0.0,0.0
165,Aluminium,USA,11,0.0,0.0,0.0,0.0,0.0,0.0
166,Aluminium,USA,12,0.0,0.0,0.0,0.0,0.0,0.0
167,Aluminium,USA,13,0.0,0.0,0.0,0.0,0.0,0.0
168,Bauxite,AUS,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
169,Bauxite,AUS,1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
170,Bauxite,AUS,2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
171,Bauxite,AUS,3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
172,Bauxite,AUS,4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
173,Bauxite,AUS,5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
174,Bauxite,AUS,6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
175,Bauxite,AUS,7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
176,Bauxite,AUS,8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
177,Bauxite,AUS,9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
178,Bauxite,AUS,10,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
179,Bauxite,AUS,11,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
180,Bauxite,AUS,12,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
181,Bauxite,AUS,13,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
182,Bauxite,AUT,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
183,Bauxite,AUT,1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
184,Bauxite,AUT,2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
185,Bauxite,AUT,3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
186,Bauxite,AUT,4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
187,Bauxite,AUT,5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
188,Bauxite,AUT,6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
189,Bauxite,AUT,7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
190,Bauxite,AUT,8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
191,Bauxite,AUT,9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
192,Bauxite,AUT,10,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
193,Bauxite,AUT,11,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
194,Bauxite,AUT,12,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
195,Bauxite,AUT,13,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
196,Bauxite,BRA,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
197,Bauxite,BRA,1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
198,Bauxite,BRA,2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
199,Bauxite,BRA,3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
200,Bauxite,BRA,4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
201,Bauxite,BRA,5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
202,Bauxite,BRA,6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
203,Bauxite,BRA,7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
204,Bauxite,BRA,8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
205,Bauxite,BRA,9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
206,Bauxite,BRA,10,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
207,Bauxite,BRA,11,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
208,Bauxite,BRA,12,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
209,Bauxite,BRA,13,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
210,Bauxite,CHN,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
211,Bauxite,CHN,1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
212,Bauxite,CHN,2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
213,Bauxite,CHN,3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
214,Bauxite,CHN,4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
215,Bauxite,CHN,5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
216,Bauxite,CHN,6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
217,Bauxite,CHN,7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
218,Bauxite,CHN,8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
219,Bauxite,CHN,9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
220,Bauxite,CHN,10,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
221,Bauxite,CHN,11,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
222,Bauxite,CHN,12,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
223,Bauxite,CHN,13,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
224,Bauxite,CZE,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
225,Bauxite,CZE,1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
226,Bauxite,CZE,2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
227,Bauxite,CZE,3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
228,Bauxite,CZE,4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
229,Bauxite,CZE,5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
230,Bauxite,CZE,6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
231,Bauxite,CZE,7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
232,Bauxite,CZE,8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
233,Bauxite,CZE,9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
234,Bauxite,CZE,10,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
235,Bauxite,CZE,11,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
236,Bauxite,CZE,12,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
237,Bauxite,CZE,13,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
238,Bauxite,DEU,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
239,Bauxite,DEU,1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
240,Bauxite,DEU,2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
241,Bauxite,DEU,3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
242,Bauxite,DEU,4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
243,Bauxite,DEU,5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
244,Bauxite,DEU,6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
245,Bauxite,DEU,7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
246,Bauxite,DEU,8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
247,Bauxite,DEU,9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
248,Bauxite,DEU,10,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
249,Bauxite,DEU,11,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
250,Bauxite,DEU,12,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
251,Bauxite,DEU,13,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
252,Bauxite,ITA,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
253,Bauxite,ITA,1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
254,Bauxite,ITA,2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
255,Bauxite,ITA,3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
256,Bauxite,ITA,4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
257,Bauxite,ITA,5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
258,Bauxite,ITA,6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
259,Bauxite,ITA,7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
260,Bauxite,ITA,8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
261,Bauxite,ITA,9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
262,Bauxite,ITA,10,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
263,Bauxite,ITA,11,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
264,Bauxite,ITA,12,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
265,Bauxite,ITA,13,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
266,Bauxite,JPN,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
267,Bauxite,JPN,1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
268,Bauxite,JPN,2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
269,Bauxite,JPN,3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
270,Bauxite,JPN,4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
271,Bauxite,JPN,5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
272,Bauxite,JPN,6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
273,Bauxite,JPN,7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
274,Bauxite,JPN,8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
275,Bauxite,JPN,9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
276,Bauxite,JPN,10,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
277,Bauxite,JPN,11,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
278,Bauxite,JPN,12,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
279,Bauxite,JPN,13,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
280,Bauxite,KOR,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
281,Bauxite,KOR,1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
282,Bauxite,KOR,2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
283,Bauxite,KOR,3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
284,Bauxite,KOR,4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
285,Bauxite,KOR,5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
286,Bauxite,KOR,6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
287,Bauxite,KOR,7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
288,Bauxite,KOR,8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
289,Bauxite,KOR,9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
290,Bauxite,KOR,10,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
291,Bauxite,KOR,11,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
292,Bauxite,KOR,12,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
293,Bauxite,KOR,13,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
294,Bauxite,ROE,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
295,Bauxite,ROE,1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
296,Bauxite,ROE,2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
297,Bauxite,ROE,3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
298,Bauxite,ROE,4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
299,Bauxite,ROE,5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
300,Bauxite,ROE,6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
301,Bauxite,ROE,7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
302,Bauxite,ROE,8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
303,Bauxite,ROE,9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
304,Bauxite,ROE,10,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
305,Bauxite,ROE,11,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
306,Bauxite,ROE,12,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
307,Bauxite,ROE,13,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
308,Bauxite,ROW,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
309,Bauxite,ROW,1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
310,Bauxite,ROW,2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
311,Bauxite,ROW,3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
312,Bauxite,ROW,4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
313,Bauxite,ROW,5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
314,Bauxite,ROW,6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
315,Bauxite,ROW,7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
316,Bauxite,ROW,8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
317,Bauxite,ROW,9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
318,Bauxite,ROW,10,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
319,Bauxite,ROW,11,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
320,Bauxite,ROW,12,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
321,Bauxite,ROW,13,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
322,Bauxite,USA,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
323,Bauxite,USA,1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
324,Bauxite,USA,2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
325,Bauxite,USA,3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
326,Bauxite,USA,4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
327,Bauxite,USA,5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
328,Bauxite,USA,6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
329,Bauxite,USA,7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
330,Bauxite,USA,8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
331,Bauxite,USA,9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
332,Bauxite,USA,10,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
333,Bauxite,USA,11,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
334,Bauxite,USA,12,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
335,Bauxite,USA,13,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
336,Bauxite_reserves,AUS,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
