,technology,carrier,node,time_operation,value_scenario_,value_scenario_DemandMet,value_scenario_FastDiffusion,value_scenario_Recycling,value_scenario_SelfSuff40,value_scenario_Tariffs
0,Aluminium_production,Bauxite,AUS,0,240.0,240.0,240.0,240.0,240.0,240.0
1,Aluminium_production,Bauxite,AUS,1,240.0,240.0,240.0,240.0,240.0,240.0
2,Aluminium_production,Bauxite,AUS,2,240.0,240.0,240.0,240.0,240.0,240.0
3,Aluminium_production,Bauxite,AUS,3,240.0,240.0,240.0,240.0,240.0,240.0
4,Aluminium_production,Bauxite,AUS,4,240.0,240.0,240.0,240.0,240.0,240.0
5,Aluminium_production,Bauxite,AUS,5,240.0,240.0,240.0,240.0,240.0,240.0
6,Aluminium_production,Bauxite,AUS,6,240.0,240.0,240.0,240.0,240.0,240.0
7,Aluminium_production,Bauxite,AUS,7,240.0,240.0,240.0,240.0,240.0,240.0
8,Aluminium_production,Bauxite,AUS,8,240.0,240.0,240.0,240.0,240.0,240.0
9,Aluminium_production,Bauxite,AUS,9,240.0,240.0,240.0,240.0,240.0,240.0
10,Aluminium_production,Bauxite,AUS,10,240.0,240.0,240.0,240.0,240.0,240.0
11,Aluminium_production,Bauxite,AUS,11,240.0,240.0,240.0,240.0,240.0,240.0
12,Aluminium_production,Bauxite,AUS,12,240.0,240.0,240.0,240.0,240.0,240.0
13,Aluminium_production,Bauxite,AUS,13,240.0,240.0,240.0,240.0,240.0,240.0
14,Aluminium_production,Bauxite,AUT,0,78.56,78.56,78.56,78.56,78.56,78.56
15,Aluminium_production,Bauxite,AUT,1,78.56,78.56,78.56,78.56,78.56,78.56
16,Aluminium_production,Bauxite,AUT,2,78.56,78.56,78.56,78.56,78.56,78.56
17,Aluminium_production,Bauxite,AUT,3,78.56,78.56,78.56,78.56,78.56,78.56
18,Aluminium_production,Bauxite,AUT,4,78.56,78.56,78.56,78.56,78.56,78.56
19,Aluminium_production,Bauxite,AUT,5,78.56,78.56,78.56,78.56,78.56,78.56
20,Aluminium_production,Bauxite,AUT,6,78.56,78.56,78.56,78.56,78.56,78.56
21,Aluminium_production,Bauxite,AUT,7,78.56,78.56,78.56,78.56,78.56,78.56
22,Aluminium_production,Bauxite,AUT,8,78.56,78.56,78.56,78.56,78.56,78.56
23,Aluminium_production,Bauxite,AUT,9,78.56,78.56,78.56,78.56,78.56,78.56
24,Aluminium_production,Bauxite,AUT,10,78.56,78.56,78.56,78.56,78.56,78.56
25,Aluminium_production,Bauxite,AUT,11,78.56,78.56,78.56,78.56,78.56,78.56
26,Aluminium_production,Bauxite,AUT,12,78.56,78.56,78.56,78.56,78.56,78.56
27,Aluminium_production,Bauxite,AUT,13,78.56,78.56,78.56,78.56,78.56,78.56
28,Aluminium_production,Bauxite,BRA,0,129.76,129.76,129.76,129.76,129.76,129.76
29,Aluminium_production,Bauxite,BRA,1,129.76,129.76,129.76,129.76,129.76,129.76
30,Aluminium_production,Bauxite,BRA,2,129.76,129.76,129.76,129.76,129.76,129.76
31,Aluminium_production,Bauxite,BRA,3,129.76,129.76,129.76,129.76,129.76,129.76
32,Aluminium_production,Bauxite,BRA,4,129.76,129.76,129.76,129.76,129.76,129.76
33,Aluminium_production,Bauxite,BRA,5,129.76,129.76,129.76,129.76,129.76,129.76
34,Aluminium_production,Bauxite,BRA,6,129.76,129.76,129.76,129.76,129.76,129.76
35,Aluminium_production,Bauxite,BRA,7,129.76,129.76,129.76,129.76,129.76,129.76
36,Aluminium_production,Bauxite,BRA,8,129.76,129.76,129.76,129.76,129.76,129.76
37,Aluminium_production,Bauxite,BRA,9,129.76,129.76,129.76,129.76,129.76,129.76
38,Aluminium_production,Bauxite,BRA,10,129.76,129.76,129.76,129.76,129.76,129.76
39,Aluminium_production,Bauxite,BRA,11,129.76,129.76,129.76,129.76,129.76,129.76
40,Aluminium_production,Bauxite,BRA,12,129.76,129.76,129.76,129.76,129.76,129.76
41,Aluminium_production,Bauxite,BRA,13,129.76,129.76,129.76,129.76,129.76,129.76
42,Aluminium_production,Bauxite,CHN,0,1105.44,1105.44,1105.44,1105.44,1105.44,1105.44
43,Aluminium_production,Bauxite,CHN,1,1254.29882576,1254.29882576,1254.29882576,1254.29882576,1254.29882576,1254.29882576
44,Aluminium_production,Bauxite,CHN,2,1420.1682654400001,1420.1682654400001,1420.1682654400001,1420.1682654400001,1420.16826544,1420.1682654400001
45,Aluminium_production,Bauxite,CHN,3,1605.40354208,1605.40354208,1605.40354208,1605.40354208,1605.40354208,1605.4035420799999
46,Aluminium_production,Bauxite,CHN,4,1812.72042448,1812.72042448,1812.72042448,1812.72042448,1812.7204244799998,1812.72042448
47,Aluminium_production,Bauxite,CHN,5,2045.25354864,2045.25354864,2045.25354864,2045.25354864,2045.25354864,2045.2535486400002
48,Aluminium_production,Bauxite,CHN,6,2306.62407968,2306.62407968,2306.62407968,2306.62407968,2306.62407968,2306.62407968
49,Aluminium_production,Bauxite,CHN,7,2601.0188473599997,2601.0188473599997,2601.0188473599997,2601.0188473599997,2601.01884736,2601.01884736
50,Aluminium_production,Bauxite,CHN,8,2933.2822480000004,2933.282248,2933.2822480000004,2933.282248,2933.2822480000004,2933.2822480000004
51,Aluminium_production,Bauxite,CHN,9,3309.0239831999997,3309.0239832,3309.0239831999997,3309.0239832,3309.0239832,3309.0239832
52,Aluminium_production,Bauxite,CHN,10,3734.74417056,3734.7441705599995,3734.7441705599995,3734.7441705599995,3734.7441705599995,3734.7441705600004
53,Aluminium_production,Bauxite,CHN,11,4217.97983408,4217.979834080001,4217.97983408,4217.97983408,4217.979834080001,4217.979834080001
54,Aluminium_production,Bauxite,CHN,12,4684.879999999999,4767.47539216,4767.47539216,4767.47539216,4767.4753921599995,4767.47539216
55,Aluminium_production,Bauxite,CHN,13,5071.104,5393.38221744,5393.38221744,5393.38221744,5393.382217439999,5393.382217440001
56,Aluminium_production,Bauxite,CZE,0,9.6,9.6,9.6,9.6,9.6,9.6
57,Aluminium_production,Bauxite,CZE,1,9.6,9.6,9.6,9.6,9.6,9.6
58,Aluminium_production,Bauxite,CZE,2,9.6,9.6,9.6,9.6,9.6,9.6
59,Aluminium_production,Bauxite,CZE,3,9.6,9.6,9.6,9.6,9.6,9.6
60,Aluminium_production,Bauxite,CZE,4,9.6,9.6,9.6,9.6,9.6,9.6
61,Aluminium_production,Bauxite,CZE,5,9.6,9.6,9.6,9.6,9.6,9.6
62,Aluminium_production,Bauxite,CZE,6,9.6,9.6,9.6,9.6,9.6,9.6
63,Aluminium_production,Bauxite,CZE,7,9.6,9.6,9.6,9.6,9.6,9.6
64,Aluminium_production,Bauxite,CZE,8,9.6,9.6,9.6,9.6,9.6,9.6
65,Aluminium_production,Bauxite,CZE,9,9.6,9.6,9.6,9.6,9.6,9.6
66,Aluminium_production,Bauxite,CZE,10,9.6,9.6,9.6,9.6,9.6,9.6
67,Aluminium_production,Bauxite,CZE,11,9.6,9.6,9.6,9.6,9.6,9.6
68,Aluminium_production,Bauxite,CZE,12,9.6,9.6,9.6,9.6,9.6,9.6
69,Aluminium_production,Bauxite,CZE,13,9.6,9.6,9.6,9.6,9.6,9.6
70,Aluminium_production,Bauxite,DEU,0,88.0,88.0,88.0,88.0,88.0,88.0
71,Aluminium_production,Bauxite,DEU,1,88.0,88.0,88.0,88.0,88.0,88.0
72,Aluminium_production,Bauxite,DEU,2,88.0,88.0,88.0,88.0,88.0,88.0
73,Aluminium_production,Bauxite,DEU,3,88.0,88.0,88.0,88.0,88.0,88.0
74,Aluminium_production,Bauxite,DEU,4,88.0,88.0,88.0,88.0,88.0,88.0
75,Aluminium_production,Bauxite,DEU,5,88.0,88.0,88.0,88.0,88.0,88.0
76,Aluminium_production,Bauxite,DEU,6,88.0,88.0,88.0,88.0,88.0,88.0
77,Aluminium_production,Bauxite,DEU,7,88.0,88.0,88.0,88.0,88.0,88.0
78,Aluminium_production,Bauxite,DEU,8,88.0,88.0,88.0,88.0,88.0,88.0
79,Aluminium_production,Bauxite,DEU,9,88.0,88.0,88.0,88.0,88.0,88.0
80,Aluminium_production,Bauxite,DEU,10,88.0,88.0,88.0,88.0,88.0,88.0
81,Aluminium_production,Bauxite,DEU,11,88.0,88.0,88.0,88.0,88.0,88.0
82,Aluminium_production,Bauxite,DEU,12,88.0,88.0,88.0,88.0,88.0,88.0
83,Aluminium_production,Bauxite,DEU,13,88.0,88.0,88.0,88.0,88.0,88.0
84,Aluminium_production,Bauxite,ITA,0,0.0,0.0,0.0,0.0,0.0,0.0
85,Aluminium_production,Bauxite,ITA,1,0.0,0.0,0.0,0.0,0.0,0.0
86,Aluminium_production,Bauxite,ITA,2,0.0,0.0,0.0,0.0,0.0,0.0
87,Aluminium_production,Bauxite,ITA,3,0.0,0.0,0.0,0.0,0.0,0.0
88,Aluminium_production,Bauxite,ITA,4,0.0,0.0,0.0,0.0,0.0,0.0
89,Aluminium_production,Bauxite,ITA,5,0.0,0.0,0.0,0.0,0.0,0.0
90,Aluminium_production,Bauxite,ITA,6,0.0,0.0,0.0,0.0,0.0,0.0
91,Aluminium_production,Bauxite,ITA,7,0.0,0.0,0.0,0.0,0.0,0.0
92,Aluminium_production,Bauxite,ITA,8,0.0,0.0,0.0,0.0,0.0,0.0
93,Aluminium_production,Bauxite,ITA,9,0.0,0.0,0.0,0.0,0.0,0.0
94,Aluminium_production,Bauxite,ITA,10,0.0,0.0,0.0,0.0,0.0,0.0
95,Aluminium_production,Bauxite,ITA,11,0.0,0.0,0.0,0.0,0.0,0.0
96,Aluminium_production,Bauxite,ITA,12,0.0,0.0,0.0,0.0,0.0,0.0
97,Aluminium_production,Bauxite,ITA,13,0.0,0.0,0.0,0.0,0.0,0.0
98,Aluminium_production,Bauxite,JPN,0,4.8,4.8,4.8,4.8,4.8,4.8
99,Aluminium_production,Bauxite,JPN,1,4.8,4.8,4.8,4.8,4.8,4.8
100,Aluminium_production,Bauxite,JPN,2,4.8,4.8,4.8,4.8,4.8,4.8
101,Aluminium_production,Bauxite,JPN,3,4.8,4.8,4.8,4.8,4.8,4.8
102,Aluminium_production,Bauxite,JPN,4,4.8,4.8,4.8,4.8,4.8,4.8
103,Aluminium_production,Bauxite,JPN,5,4.8,4.8,4.8,4.8,4.8,4.8
104,Aluminium_production,Bauxite,JPN,6,4.8,4.8,4.8,4.8,4.8,4.8
105,Aluminium_production,Bauxite,JPN,7,4.8,4.8,4.8,4.8,4.8,4.8
106,Aluminium_production,Bauxite,JPN,8,4.8,4.8,4.8,4.8,4.8,4.8
107,Aluminium_production,Bauxite,JPN,9,4.8,4.8,4.8,4.8,4.8,4.8
108,Aluminium_production,Bauxite,JPN,10,4.8,4.8,4.8,4.8,4.8,4.8
109,Aluminium_production,Bauxite,JPN,11,4.8,4.8,4.8,4.8,4.8,4.8
110,Aluminium_production,Bauxite,JPN,12,4.8,4.8,4.8,4.8,4.8,4.8
111,Aluminium_production,Bauxite,JPN,13,4.8,4.8,4.8,4.8,4.8,4.8
112,Aluminium_production,Bauxite,KOR,0,0.0,0.0,0.0,0.0,0.0,0.0
113,Aluminium_production,Bauxite,KOR,1,0.0,0.0,0.0,0.0,0.0,0.0
114,Aluminium_production,Bauxite,KOR,2,0.0,0.0,0.0,0.0,0.0,0.0
115,Aluminium_production,Bauxite,KOR,3,0.0,0.0,0.0,0.0,0.0,0.0
116,Aluminium_production,Bauxite,KOR,4,0.0,0.0,0.0,0.0,0.0,0.0
117,Aluminium_production,Bauxite,KOR,5,0.0,0.0,0.0,0.0,0.0,0.0
118,Aluminium_production,Bauxite,KOR,6,0.0,0.0,0.0,0.0,0.0,0.0
119,Aluminium_production,Bauxite,KOR,7,0.0,0.0,0.0,0.0,0.0,0.0
120,Aluminium_production,Bauxite,KOR,8,0.0,0.0,0.0,0.0,0.0,0.0
121,Aluminium_production,Bauxite,KOR,9,0.0,0.0,0.0,0.0,0.0,0.0
122,Aluminium_production,Bauxite,KOR,10,0.0,0.0,0.0,0.0,0.0,0.0
123,Aluminium_production,Bauxite,KOR,11,0.0,0.0,0.0,0.0,0.0,0.0
124,Aluminium_production,Bauxite,KOR,12,0.0,0.0,0.0,0.0,0.0,0.0
125,Aluminium_production,Bauxite,KOR,13,0.0,0.0,0.0,0.0,0.0,0.0
126,Aluminium_production,Bauxite,ROE,0,0.0,0.0,0.0,0.0,0.0,0.0
127,Aluminium_production,Bauxite,ROE,1,0.0,0.0,0.0,0.0,0.0,0.0
128,Aluminium_production,Bauxite,ROE,2,0.0,0.0,0.0,0.0,0.0,0.0
129,Aluminium_production,Bauxite,ROE,3,0.0,0.0,0.0,0.0,0.0,0.0
130,Aluminium_production,Bauxite,ROE,4,0.0,0.0,0.0,0.0,0.0,0.0
131,Aluminium_production,Bauxite,ROE,5,0.0,0.0,0.0,0.0,0.0,0.0
132,Aluminium_production,Bauxite,ROE,6,0.0,0.0,0.0,0.0,0.0,0.0
133,Aluminium_production,Bauxite,ROE,7,0.0,0.0,0.0,0.0,0.0,0.0
134,Aluminium_production,Bauxite,ROE,8,0.0,0.0,0.0,0.0,0.0,0.0
135,Aluminium_production,Bauxite,ROE,9,0.0,0.0,0.0,0.0,0.0,0.0
136,Aluminium_production,Bauxite,ROE,10,0.0,0.0,0.0,0.0,0.0,0.0
137,Aluminium_production,Bauxite,ROE,11,0.0,0.0,0.0,0.0,0.0,0.0
138,Aluminium_production,Bauxite,ROE,12,0.0,0.0,0.0,0.0,0.0,0.0
139,Aluminium_production,Bauxite,ROE,13,0.0,0.0,0.0,0.0,0.0,0.0
140,Aluminium_production,Bauxite,ROW,0,0.0,0.0,0.0,0.0,0.0,0.0
141,Aluminium_production,Bauxite,ROW,1,0.0,0.0,0.0,0.0,0.0,0.0
142,Aluminium_production,Bauxite,ROW,2,0.0,0.0,0.0,0.0,0.0,0.0
143,Aluminium_production,Bauxite,ROW,3,0.0,0.0,0.0,0.0,0.0,0.0
144,Aluminium_production,Bauxite,ROW,4,0.0,0.0,0.0,0.0,0.0,0.0
145,Aluminium_production,Bauxite,ROW,5,0.0,0.0,0.0,0.0,0.0,0.0
146,Aluminium_production,Bauxite,ROW,6,0.0,0.0,0.0,0.0,0.0,0.0
147,Aluminium_production,Bauxite,ROW,7,0.0,0.0,0.0,0.0,0.0,0.0
148,Aluminium_production,Bauxite,ROW,8,0.0,0.0,0.0,0.0,0.0,0.0
149,Aluminium_production,Bauxite,ROW,9,0.0,0.0,0.0,0.0,0.0,0.0
150,Aluminium_production,Bauxite,ROW,10,0.0,0.0,0.0,0.0,0.0,0.0
151,Aluminium_production,Bauxite,ROW,11,0.0,0.0,0.0,0.0,0.0,0.0
152,Aluminium_production,Bauxite,ROW,12,0.0,0.0,0.0,0.0,0.0,0.0
153,Aluminium_production,Bauxite,ROW,13,0.0,0.0,0.0,0.0,0.0,0.0
154,Aluminium_production,Bauxite,USA,0,137.6,137.6,137.6,137.6,137.6,137.6
155,Aluminium_production,Bauxite,USA,1,137.6,137.6,137.6,137.6,137.6,137.6
156,Aluminium_production,Bauxite,USA,2,137.6,137.6,137.6,137.6,137.6,137.6
157,Aluminium_production,Bauxite,USA,3,137.6,137.6,137.6,137.6,137.6,137.6
158,Aluminium_production,Bauxite,USA,4,137.6,137.6,137.6,137.6,137.6,137.6
159,Aluminium_production,Bauxite,USA,5,137.6,137.6,137.6,137.6,137.6,137.6
160,Aluminium_production,Bauxite,USA,6,137.6,137.6,137.6,137.6,137.6,137.6
161,Aluminium_production,Bauxite,USA,7,137.6,137.6,137.6,137.6,137.6,137.6
162,Aluminium_production,Bauxite,USA,8,137.6,137.6,137.6,137.6,137.6,137.6
163,Aluminium_production,Bauxite,USA,9,137.6,137.6,137.6,137.6,137.6,137.6
164,Aluminium_production,Bauxite,USA,10,137.6,137.6,137.6,137.6,137.6,137.6
165,Aluminium_production,Bauxite,USA,11,137.6,137.6,137.6,137.6,137.6,137.6
166,Aluminium_production,Bauxite,USA,12,137.6,137.6,137.6,137.6,137.6,137.6
167,Aluminium_production,Bauxite,USA,13,137.6,137.6,137.6,137.6,137.6,137.6
168,Bauxite_mining,Bauxite_reserves,AUS,0,240.0,240.0,240.0,240.0,240.0,240.0
169,Bauxite_mining,Bauxite_reserves,AUS,1,240.0,240.0,240.0,240.0,240.0,240.0
170,Bauxite_mining,Bauxite_reserves,AUS,2,240.0,240.0,240.0,240.0,240.0,240.0
171,Bauxite_mining,Bauxite_reserves,AUS,3,240.0,240.0,240.0,240.0,240.0,240.0
172,Bauxite_mining,Bauxite_reserves,AUS,4,240.0,240.0,240.0,240.0,240.0,240.0
173,Bauxite_mining,Bauxite_reserves,AUS,5,240.0,240.0,240.0,240.0,240.0,240.0
174,Bauxite_mining,Bauxite_reserves,AUS,6,240.0,240.0,240.0,240.0,240.0,240.0
175,Bauxite_mining,Bauxite_reserves,AUS,7,240.0,240.0,240.0,240.0,240.0,240.0
176,Bauxite_mining,Bauxite_reserves,AUS,8,240.0,240.0,240.0,240.0,240.0,240.0
177,Bauxite_mining,Bauxite_reserves,AUS,9,240.0,240.0,240.0,240.0,240.0,240.0
178,Bauxite_mining,Bauxite_reserves,AUS,10,243.76,243.76,243.76,243.76,243.76,374.7441705600004
179,Bauxite_mining,Bauxite_reserves,AUS,11,243.76,243.76,243.76,243.76,243.76,857.9798340800007
180,Bauxite_mining,Bauxite_reserves,AUS,12,243.76,243.76,243.76,243.76,243.76,1407.4753921600004
181,Bauxite_mining,Bauxite_reserves,AUS,13,243.76,243.76,243.76,243.76,243.76,2033.382217440001
182,Bauxite_mining,Bauxite_reserves,AUT,0,0.04,0.04,0.04,0.04,0.04,0.04
183,Bauxite_mining,Bauxite_reserves,AUT,1,0.04,0.04,0.04,0.04,0.04,0.04
184,Bauxite_mining,Bauxite_reserves,AUT,2,0.04,0.04,0.04,0.04,0.04,0.04
185,Bauxite_mining,Bauxite_reserves,AUT,3,0.04,0.04,0.04,0.04,0.04,0.04
186,Bauxite_mining,Bauxite_reserves,AUT,4,0.04,0.04,0.04,0.04,0.04,0.04
187,Bauxite_mining,Bauxite_reserves,AUT,5,0.04,0.04,0.04,0.04,0.04,0.04
188,Bauxite_mining,Bauxite_reserves,AUT,6,0.04,0.04,0.04,0.04,0.04,0.04
189,Bauxite_mining,Bauxite_reserves,AUT,7,0.04,0.04,0.04,0.04,0.04,0.04
190,Bauxite_mining,Bauxite_reserves,AUT,8,0.04,0.04,0.04,0.04,0.04,0.04
191,Bauxite_mining,Bauxite_reserves,AUT,9,0.04,0.04,0.04,0.04,0.04,0.04
192,Bauxite_mining,Bauxite_reserves,AUT,10,0.04,0.04,0.04,0.04,0.04,0.04
193,Bauxite_mining,Bauxite_reserves,AUT,11,0.04,0.04,0.04,0.04,0.04,0.04
194,Bauxite_mining,Bauxite_reserves,AUT,12,0.04,0.04,0.04,0.04,0.04,0.04
195,Bauxite_mining,Bauxite_reserves,AUT,13,0.04,0.04,0.04,0.04,0.04,0.04
196,Bauxite_mining,Bauxite_reserves,BRA,0,129.76,129.76,129.76,129.76,129.76,129.76
197,Bauxite_mining,Bauxite_reserves,BRA,1,129.76,129.76,129.76,129.76,129.76,129.76
198,Bauxite_mining,Bauxite_reserves,BRA,2,129.76,129.76,129.76,129.76,129.76,129.76
199,Bauxite_mining,Bauxite_reserves,BRA,3,129.76,129.76,129.76,129.76,129.76,129.76
200,Bauxite_mining,Bauxite_reserves,BRA,4,129.76,129.76,129.76,129.76,129.76,129.76
201,Bauxite_mining,Bauxite_reserves,BRA,5,129.76,129.76,129.76,129.76,129.76,129.76
202,Bauxite_mining,Bauxite_reserves,BRA,6,129.76,129.76,129.76,129.76,129.76,129.76
203,Bauxite_mining,Bauxite_reserves,BRA,7,129.76,129.76,129.76,129.76,129.76,129.76
204,Bauxite_mining,Bauxite_reserves,BRA,8,129.76,129.76,129.76,129.76,129.76,129.76
205,Bauxite_mining,Bauxite_reserves,BRA,9,129.76,129.76,129.76,129.76,129.76,129.76
206,Bauxite_mining,Bauxite_reserves,BRA,10,129.76,129.76,129.76,129.76,129.76,129.76
207,Bauxite_mining,Bauxite_reserves,BRA,11,129.76,129.76,129.76,129.76,129.76,129.76
208,Bauxite_mining,Bauxite_reserves,BRA,12,129.76,129.76,129.76,129.76,129.76,129.76
209,Bauxite_mining,Bauxite_reserves,BRA,13,129.76,129.76,129.76,129.76,129.76,129.76
210,Bauxite_mining,Bauxite_reserves,CHN,0,1243.92,1243.92,1243.92,1243.92,1243.92,1343.48
211,Bauxite_mining,Bauxite_reserves,CHN,1,1392.77882576,1392.77882576,1392.77882576,1392.77882576,1392.77882576,1492.33882576
212,Bauxite_mining,Bauxite_reserves,CHN,2,1558.6482654400002,1558.6482654400002,1558.6482654400002,1558.6482654400002,1558.64826544,1658.20826544
213,Bauxite_mining,Bauxite_reserves,CHN,3,1743.88354208,1743.88354208,1743.88354208,1743.88354208,1743.88354208,1843.4435420799998
214,Bauxite_mining,Bauxite_reserves,CHN,4,1951.20042448,1951.20042448,1951.20042448,1951.20042448,1951.2004244799998,2050.76042448
215,Bauxite_mining,Bauxite_reserves,CHN,5,2183.73354864,2183.73354864,2183.73354864,2183.73354864,2183.7335486399998,2283.2935486400006
216,Bauxite_mining,Bauxite_reserves,CHN,6,2445.10407968,2445.10407968,2445.10407968,2445.10407968,2445.10407968,2544.6640796799998
217,Bauxite_mining,Bauxite_reserves,CHN,7,2739.4988473599997,2739.4988473599997,2739.4988473599997,2739.4988473599997,2739.49884736,2839.0588473600005
218,Bauxite_mining,Bauxite_reserves,CHN,8,3071.7622480000005,3071.762248,3071.7622480000005,3071.762248,3071.7622480000005,3171.3222480000004
219,Bauxite_mining,Bauxite_reserves,CHN,9,3447.5039831999998,3447.5039832,3447.5039831999998,3447.5039832,3447.5039832,3547.0639832
220,Bauxite_mining,Bauxite_reserves,CHN,10,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
221,Bauxite_mining,Bauxite_reserves,CHN,11,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
222,Bauxite_mining,Bauxite_reserves,CHN,12,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
223,Bauxite_mining,Bauxite_reserves,CHN,13,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
224,Bauxite_mining,Bauxite_reserves,CZE,0,0.04,0.04,0.04,0.04,0.04,0.04
225,Bauxite_mining,Bauxite_reserves,CZE,1,0.04,0.04,0.04,0.04,0.04,0.04
226,Bauxite_mining,Bauxite_reserves,CZE,2,0.04,0.04,0.04,0.04,0.04,0.04
227,Bauxite_mining,Bauxite_reserves,CZE,3,0.04,0.04,0.04,0.04,0.04,0.04
228,Bauxite_mining,Bauxite_reserves,CZE,4,0.04,0.04,0.04,0.04,0.04,0.04
229,Bauxite_mining,Bauxite_reserves,CZE,5,0.04,0.04,0.04,0.04,0.04,0.04
230,Bauxite_mining,Bauxite_reserves,CZE,6,0.04,0.04,0.04,0.04,0.04,0.04
231,Bauxite_mining,Bauxite_reserves,CZE,7,0.04,0.04,0.04,0.04,0.04,0.04
232,Bauxite_mining,Bauxite_reserves,CZE,8,0.04,0.04,0.04,0.04,0.04,0.04
233,Bauxite_mining,Bauxite_reserves,CZE,9,0.04,0.04,0.04,0.04,0.04,0.04
234,Bauxite_mining,Bauxite_reserves,CZE,10,0.04,0.04,0.04,0.04,0.04,0.04
235,Bauxite_mining,Bauxite_reserves,CZE,11,0.04,0.04,0.04,0.04,0.04,0.04
236,Bauxite_mining,Bauxite_reserves,CZE,12,0.04,0.04,0.04,0.04,0.04,0.04
237,Bauxite_mining,Bauxite_reserves,CZE,13,0.04,0.04,0.04,0.04,0.04,0.04
238,Bauxite_mining,Bauxite_reserves,DEU,0,0.04,0.04,0.04,0.04,0.04,0.04
239,Bauxite_mining,Bauxite_reserves,DEU,1,0.04,0.04,0.04,0.04,0.04,0.04
240,Bauxite_mining,Bauxite_reserves,DEU,2,0.04,0.04,0.04,0.04,0.04,0.04
241,Bauxite_mining,Bauxite_reserves,DEU,3,0.04,0.04,0.04,0.04,0.04,0.04
242,Bauxite_mining,Bauxite_reserves,DEU,4,0.04,0.04,0.04,0.04,0.04,0.04
243,Bauxite_mining,Bauxite_reserves,DEU,5,0.04,0.04,0.04,0.04,0.04,0.04
244,Bauxite_mining,Bauxite_reserves,DEU,6,0.04,0.04,0.04,0.04,0.04,0.04
245,Bauxite_mining,Bauxite_reserves,DEU,7,0.04,0.04,0.04,0.04,0.04,0.04
246,Bauxite_mining,Bauxite_reserves,DEU,8,0.04,0.04,0.04,0.04,0.04,0.04
247,Bauxite_mining,Bauxite_reserves,DEU,9,0.04,0.04,0.04,0.04,0.04,0.04
248,Bauxite_mining,Bauxite_reserves,DEU,10,0.04,0.04,0.04,0.04,0.04,0.04
249,Bauxite_mining,Bauxite_reserves,DEU,11,0.04,0.04,0.04,0.04,0.04,0.04
250,Bauxite_mining,Bauxite_reserves,DEU,12,0.04,0.04,0.04,0.04,0.04,0.04
251,Bauxite_mining,Bauxite_reserves,DEU,13,0.04,0.04,0.04,0.04,0.04,0.04
252,Bauxite_mining,Bauxite_reserves,ITA,0,0.0,0.0,0.0,0.0,0.0,0.04
253,Bauxite_mining,Bauxite_reserves,ITA,1,0.0,0.0,0.0,0.0,0.0,0.04
254,Bauxite_mining,Bauxite_reserves,ITA,2,0.0,0.0,0.0,0.0,0.0,0.04
255,Bauxite_mining,Bauxite_reserves,ITA,3,0.0,0.0,0.0,0.0,0.0,0.04
256,Bauxite_mining,Bauxite_reserves,ITA,4,0.0,0.0,0.0,0.0,0.0,0.04
257,Bauxite_mining,Bauxite_reserves,ITA,5,0.0,0.0,0.0,0.0,0.0,0.04
258,Bauxite_mining,Bauxite_reserves,ITA,6,0.0,0.0,0.0,0.0,0.0,0.04
259,Bauxite_mining,Bauxite_reserves,ITA,7,0.0,0.0,0.0,0.0,0.0,0.04
260,Bauxite_mining,Bauxite_reserves,ITA,8,0.0,0.0,0.0,0.0,0.0,0.04
261,Bauxite_mining,Bauxite_reserves,ITA,9,0.0,0.0,0.0,0.0,0.0,0.04
262,Bauxite_mining,Bauxite_reserves,ITA,10,0.0,0.0,0.0,0.0,0.0,0.04
263,Bauxite_mining,Bauxite_reserves,ITA,11,0.0,0.0,0.0,0.0,0.0,0.04
264,Bauxite_mining,Bauxite_reserves,ITA,12,0.0,0.0,0.0,0.0,0.0,0.04
265,Bauxite_mining,Bauxite_reserves,ITA,13,0.0,0.0,0.0,0.0,0.0,0.04
266,Bauxite_mining,Bauxite_reserves,JPN,0,0.04,0.04,0.04,0.04,0.04,0.04
267,Bauxite_mining,Bauxite_reserves,JPN,1,0.04,0.04,0.04,0.04,0.04,0.04
268,Bauxite_mining,Bauxite_reserves,JPN,2,0.04,0.04,0.04,0.04,0.04,0.04
269,Bauxite_mining,Bauxite_reserves,JPN,3,0.04,0.04,0.04,0.04,0.04,0.04
270,Bauxite_mining,Bauxite_reserves,JPN,4,0.04,0.04,0.04,0.04,0.04,0.04
271,Bauxite_mining,Bauxite_reserves,JPN,5,0.04,0.04,0.04,0.04,0.04,0.04
272,Bauxite_mining,Bauxite_reserves,JPN,6,0.04,0.04,0.04,0.04,0.04,0.04
273,Bauxite_mining,Bauxite_reserves,JPN,7,0.04,0.04,0.04,0.04,0.04,0.04
274,Bauxite_mining,Bauxite_reserves,JPN,8,0.04,0.04,0.04,0.04,0.04,0.04
275,Bauxite_mining,Bauxite_reserves,JPN,9,0.04,0.04,0.04,0.04,0.04,0.04
276,Bauxite_mining,Bauxite_reserves,JPN,10,0.04,0.04,0.04,0.04,0.04,0.04
277,Bauxite_mining,Bauxite_reserves,JPN,11,0.04,0.04,0.04,0.04,0.04,0.04
278,Bauxite_mining,Bauxite_reserves,JPN,12,0.04,0.04,0.04,0.04,0.04,0.04
