location,0,1,2,3,4,5,6,7,8,9,10,11,12,13
AUS,2948.8911402494005,2912.8283719382375,2940.171758017339,2971.5328518575157,3024.6889966420185,3064.6915936177907,3063.237514569289,3091.113230807835,3219.575367864,3237.864445057414,3270.1171890067267,2901.5217155023565,2828.6586682393877,2809.685694220181
AUT,5051.540402860798,4027.3736388865004,4044.0216460903493,4013.3032605349604,4190.652545976475,4166.129529191662,4199.136554339133,4164.555384357225,4298.678055062105,4310.276107047142,4296.047090745196,4281.257645023743,4351.754291013081,4432.997781280721
BRA,7937.337135169161,7927.492431896837,7907.303857298945,7888.779176211868,5731.573553309023,4963.825583492232,3849.4955197026197,2988.651448789564,2791.2955608970806,2775.600686815912,2769.6120322439333,2760.9805487338085,2735.926382452043,2729.970362049807
CHN,1242.085310911571,1197.2725068390084,1137.2590234571605,1085.361123506521,1051.7362336217755,1037.743913620031,1054.7667291988298,1062.9991337269723,1062.4771378314158,1061.7655088970332,1053.3300099440612,1015.5826778781326,991.4980668343687,974.6769773021657
CZE,5394.439634094737,5472.560212949713,5338.94586231154,5162.086868448666,5319.943595833992,4569.5205000176475,4123.123197722095,3855.0074457001974,3654.760836648569,3610.9856265074036,3701.3181386233678,2946.405746613372,2772.798599640214,2652.045400124966
DEU,3716.1272931212707,3692.3531675219824,3655.38673951366,3617.0885203071266,3615.8766984860954,3614.0531592392786,3591.72848579487,3483.2853181271526,3503.1767650510587,3582.9487643722414,3630.9839356274606,3677.35693180125,3809.8383019510297,3921.935310255024
ITA,6437.333208183886,5472.959869743438,5389.53504049821,5565.768138960429,5671.78339157335,5838.923272422415,6117.296474767101,6446.1737529151305,6526.20706832805,4431.375078197208,4623.407226316212,4662.377378924424,4624.697524905809,4616.45219353915
JPN,8330.63950463243,8282.963195814338,8210.786361955224,7123.90480895312,7061.791445717692,6999.576909583401,6943.352518519896,6590.427823467483,5330.537940748678,5038.224225844823,4134.791139261744,3575.3492004275417,3058.5038339358853,3041.1303986249636
KOR,9538.983229566289,7271.742460720672,4876.252605118519,3797.44807491168,3012.479651194764,2868.8374056855787,2845.3657706075705,2821.878486685561,2797.5662359238436,2774.7222560294163,2746.709669491099,2716.5243932574585,2688.9132661826598,2662.40778628659
ROE,2369.9621141091807,2310.312904566981,2362.4193459154344,2325.565861349961,2361.779802612666,2367.7940673281537,2400.6097118198627,2473.012470474731,2539.7621791140973,2531.99081643929,2552.2027995051953,2661.1391824636826,2665.7007634476313,2598.421875725589
ROW,8007.607876479061,6511.6088418769705,6256.12498778319,6030.7249899460885,5793.527661415056,4912.567450657031,4393.388084511071,3936.1980103895285,3673.8824974591935,3325.46684186649,2835.420355719771,2395.134886684057,2172.0456946283953,1978.4169516234751
TOTAL,3163.323971136106,2990.9356914953546,2818.6474479089693,2666.763393305857,2546.6115801912606,2450.7207364243513,2385.748995490726,2313.131568323481,2255.3279001548776,2202.964780107099,2147.7089306651806,2068.548014271066,2001.9486368774253,1961.2752765593211
USA,3590.127998642655,3602.240676501371,3359.1394658386216,3448.7361328956936,3372.399711236881,3333.714672284375,3316.1609128788396,3285.166757548134,3336.0286935630406,3391.543036501691,3473.09536398861,3574.4336478039536,3671.7623394431384,3739.794519067141
