location,time_operation,lcohp,scenario
AUS,0,168.2864029683765,S2
AUS,1,164.11175527261653,S2
AUS,2,162.09947282899367,S2
AUS,3,160.3043827880816,S2
AUS,4,160.10017795740274,S2
AUS,5,159.51063842517593,S2
AUS,6,158.121274470917,S2
AUS,7,163.40259372120562,S2
AUS,8,196.44831543911465,S2
AUS,9,163.02770091854933,S2
AUS,10,171.78270457556937,S2
AUS,11,155.10022841382354,S2
AUS,12,150.39373581754649,S2
AUS,13,143.91381326922095,S2
AUT,0,317.2488728228444,S2
AUT,1,443.5305495584699,S2
AUT,2,437.63308792380286,S2
AUT,3,437.32166066958104,S2
AUT,4,327.70725901407064,S2
AUT,5,302.28046404611393,S2
AUT,6,299.7249084905584,S2
AUT,7,299.7850367918921,S2
AUT,8,243.83214130258682,S2
AUT,9,202.70823770509008,S2
AUT,10,180.75784766887023,S2
AUT,11,174.5183521115852,S2
AUT,12,193.7592438556653,S2
AUT,13,184.09342407188745,S2
BRA,0,37.67838988155,S2
BRA,1,37.50838988155,S2
BRA,2,37.108389881549996,S2
BRA,3,36.90838988155,S2
BRA,4,727.8957658508411,S2
BRA,5,331.3099944050485,S2
BRA,6,214.59982926926259,S2
BRA,7,174.68960708972244,S2
BRA,8,211.6850137076263,S2
BRA,9,167.86844207710743,S2
BRA,10,167.45283044826843,S2
BRA,11,166.95283044826843,S2
BRA,12,224.2116607355454,S2
BRA,13,166.82703172324096,S2
CHN,0,129.71584076910267,S2
CHN,1,125.82233955640201,S2
CHN,2,122.19699563624928,S2
CHN,3,119.146104605163,S2
CHN,4,123.53688170630065,S2
CHN,5,125.99742923973314,S2
CHN,6,130.37669288477295,S2
CHN,7,126.85958267156272,S2
CHN,8,124.46597281944807,S2
CHN,9,121.91621891950953,S2
CHN,10,119.20864388196227,S2
CHN,11,115.82949328954889,S2
CHN,12,117.42313935941922,S2
CHN,13,115.68617783193761,S2
CZE,0,327.7815134168207,S2
CZE,1,304.3436970790214,S2
CZE,2,297.5939205978676,S2
CZE,3,260.6519816660571,S2
CZE,4,261.17089798964327,S2
CZE,5,286.5288505315386,S2
CZE,6,292.6695038393289,S2
CZE,7,271.23832161519016,S2
CZE,8,257.2884399246531,S2
CZE,9,256.0509674473835,S2
CZE,10,226.83490867401548,S2
CZE,11,204.8132232802492,S2
CZE,12,200.9837345718259,S2
CZE,13,178.68167795289253,S2
DEU,0,292.7475422243858,S2
DEU,1,285.4340074873711,S2
DEU,2,278.1570352556002,S2
DEU,3,272.7919179941463,S2
DEU,4,255.09829751147734,S2
DEU,5,242.68108442283872,S2
DEU,6,258.4428021047829,S2
DEU,7,248.58336803989337,S2
DEU,8,209.15787825890092,S2
DEU,9,199.44215762064692,S2
DEU,10,184.0204506267647,S2
DEU,11,188.91951699553994,S2
DEU,12,191.0619010594908,S2
DEU,13,188.40389128735794,S2
ITA,0,189.10764215478113,S2
ITA,1,213.45926691187725,S2
ITA,2,194.8759695574424,S2
ITA,3,178.63669252810968,S2
ITA,4,169.3604247939844,S2
ITA,5,173.38264516282777,S2
ITA,6,176.23798389321396,S2
ITA,7,178.90488731152536,S2
ITA,8,183.00468552785674,S2
ITA,9,245.96587772229464,S2
ITA,10,184.68975748383016,S2
ITA,11,192.78157211536254,S2
ITA,12,222.6126377983153,S2
ITA,13,240.6342796778591,S2
JPN,0,484.88274403005585,S2
JPN,1,481.8680687051758,S2
JPN,2,477.3041726012797,S2
JPN,3,414.09212091361246,S2
JPN,4,409.5958779919555,S2
JPN,5,400.8800445255623,S2
JPN,6,402.48749234153695,S2
JPN,7,389.32476942908664,S2
JPN,8,375.4318585858338,S2
JPN,9,317.4636973353993,S2
JPN,10,280.48673279749073,S2
JPN,11,247.1879011664539,S2
JPN,12,225.85520124733134,S2
JPN,13,195.13370379997835,S2
KOR,0,533.2731309307436,S2
KOR,1,430.97091199000016,S2
KOR,2,347.5672923555705,S2
KOR,3,297.09027622290137,S2
KOR,4,270.7829892910055,S2
KOR,5,275.13719394580716,S2
KOR,6,249.14605932223526,S2
KOR,7,244.31525664206183,S2
KOR,8,235.63554091740642,S2
KOR,9,234.21403446733237,S2
KOR,10,238.5559690550407,S2
KOR,11,235.13540571711297,S2
KOR,12,232.00863620529412,S2
KOR,13,229.2371413634987,S2
ROE,0,252.89730063370968,S2
ROE,1,217.74888191343064,S2
ROE,2,205.9534165585876,S2
ROE,3,198.6447312780179,S2
ROE,4,187.87274678896645,S2
ROE,5,172.41696267966324,S2
ROE,6,166.90233550617634,S2
ROE,7,188.01149004756147,S2
ROE,8,210.2636434438977,S2
ROE,9,209.0183518825533,S2
ROE,10,191.56707338874202,S2
ROE,11,190.6718613089984,S2
ROE,12,206.34642466980173,S2
ROE,13,226.12649018415016,S2
ROW,0,400.5851862016244,S2
ROW,1,331.1022827192449,S2
ROW,2,315.3395413618704,S2
ROW,3,302.7525405779555,S2
ROW,4,291.84755169056734,S2
ROW,5,229.39915627279663,S2
ROW,6,216.9778308036131,S2
ROW,7,210.39355793670515,S2
ROW,8,211.2257703996907,S2
ROW,9,197.66705244990172,S2
ROW,10,191.21136774484756,S2
ROW,11,250.9047583808852,S2
ROW,12,185.75049223601275,S2
ROW,13,182.1491240100187,S2
USA,0,195.98615620552778,S2
USA,1,195.48061868159814,S2
USA,2,191.94747345357888,S2
USA,3,181.38934717818103,S2
USA,4,197.4431395771237,S2
USA,5,198.19650636247553,S2
USA,6,196.5097087108269,S2
USA,7,199.3356768510158,S2
USA,8,178.09558841117365,S2
USA,9,168.99090560660048,S2
USA,10,164.59365181406676,S2
USA,11,161.73570552281706,S2
USA,12,159.523791954151,S2
USA,13,158.03259058081622,S2
