location,time_operation,local_production_opex,local_production_output,transport_opex,transport_output,total_opex,total_output,total_opex_per_unit,transport_to_production_opex_ratio,transport_to_production_output_ratio
AUS,0,404025.9885355542,393.41267,836966.2132512755,27.4208375,1240992.2017868296,420.8335075,2948.8911402494005,2.071565287879056,0.06969993493092126
AUS,1,401841.9885355542,393.41267,825204.1706770356,27.8432375,1227046.1592125897,421.2559075,2912.8283719382375,2.0535538699784808,0.07077361667075949
AUS,2,398820.9885355542,393.41267,841035.3392865204,28.2825335,1239856.3278220745,421.6952035,2940.171758017339,2.1088041087675693,0.07189024568019124
AUS,3,396938.9885355542,393.41267,857499.7604063987,28.7394015,1254438.7489419528,422.1520715,2971.5328518575157,2.160281013387002,0.07305154025669788
AUS,4,420593.40658662433,405.43325,899576.5870741693,31.031456000000002,1320169.9936607936,436.464706,3024.6889966420185,2.1388271261187612,0.07653900117960233
AUS,5,424927.1035227961,408.51545,925090.7817785846,31.991480000000003,1350017.8853013807,440.50693,3064.6915936177907,2.1770576037848715,0.07831155467926612
AUS,6,429220.800458968,411.59765000000004,932599.3900333476,32.971269,1361820.1904923157,444.56891900000005,3063.237514569289,2.1727730553507993,0.08010558126364423
AUS,7,427350.800458968,411.59765000000004,948514.177447452,33.50574,1375864.97790642,445.10339000000005,3091.113230807835,2.219521237420786,0.08140410908565683
AUS,8,526488.1943313116,421.06205,967315.5393882059,42.913339,1493803.7337195175,463.975389,3219.575367864,1.8372976826513374,0.10191690037133481
AUS,9,529481.8912674835,424.14425,986167.4676780527,43.957297999999994,1515649.3589455362,468.101548,3237.864445057414,1.8625140612785585,0.10363761385424887
AUS,10,559330.8698036553,431.98645,1008398.7259753264,47.42438,1567729.5957789817,479.41083,3270.1171890067267,1.8028662110662863,0.10978210080431922
AUS,11,807475.0503143565,552.1922500000001,986857.9243063885,66.21876,1794332.974620745,618.41101,2901.5217155023565,1.2221528379387039,0.119919756208096
AUS,12,963341.7189877701,609.4949750000001,971374.2177744897,74.4744125,1934715.9367622598,683.9693875,2828.6586682393877,1.0083381614523657,0.1221903634234228
AUS,13,1055654.7464089878,644.27985,985730.405140599,82.27300100000001,2041385.1515495868,726.552851,2809.685694220181,0.9337621116124852,0.1276976161834023
AUT,0,116397.40705596941,31.8088,479463.6081659997,86.1475,595861.0152219691,117.9563,5051.540402860798,4.119194922748157,2.7082914162118654
AUT,1,157841.70637829383,65.71300000000001,489039.57829499966,94.908125,646881.2846732935,160.621125,4027.3736388865004,3.0982912534088753,1.4442823337847912
