commodity,timestep_0,timestep_1,timestep_2,timestep_3,timestep_4,timestep_5,timestep_6,timestep_7,timestep_8,timestep_9,timestep_10,timestep_11,timestep_12,timestep_13,average
Aluminium,0.3482233236154112,0.3598418222508328,0.3722217980035017,0.38494034613729783,0.3969128176298157,0.41049799774610896,0.4204457501445665,0.4327930043614487,0.4272002474181196,0.4425591699749483,0.454772784858664,0.4684776697362742,0.47633269629587377,0.485836937838963,0.42007545471513047
Bauxite,0.07612866190093913,0.07029508144399059,0.06476514515622969,0.05953487683506793,0.054599896600959784,0.049955322635956805,0.045595692252797984,0.041514892477869186,0.03770611437157153,0.03416182073530503,0.05590568105365508,0.12362179938130934,0.1860473567248435,0.24341101809673674,0.08166023997623088
Compressor,0.037235290564749175,0.046204921965576407,0.06682774725427928,0.07398686533805539,0.09883932287385039,0.12530796456769194,0.14373704054709502,0.15667445709120592,0.14592927542074666,0.15659845472271114,0.16295448028557535,0.1314243192043141,0.1087617626856216,0.08960861720687567,0.11029217998059629
Copper,0.001854526271802553,0.001757629474802354,0.0016609309606874082,0.001564790542459826,0.0014695854372757098,0.0013663423000710199,0.0012285076355516172,0.001103161356385249,0.0009892441100427442,0.0008858027134171281,0.000791973831307777,0.0007069705671589434,0.0006300716983352596,0.0005606129084602432,0.0011835821291255595
Copper_ore,0.000721708905520726,0.0006728515278093932,0.0006375288660905499,0.0005863292341689837,0.0005541632990481033,0.0005118935892489639,0.0004595871203850991,0.00048286424906888195,0.0004977944445692398,0.0004917081533242964,0.00048825660317731713,0.0004819092724131006,0.00048700680426187444,0.000460750920065013,0.0005381680706536818
HEX,1.1077252809953486,1.08249737260807,1.0898675467848578,1.0979790650424237,1.0982238340708348,1.104079812338217,1.099248317591438,1.1016429944097466,0.942906363217234,0.8487532854720465,0.8175780900079271,0.7458899604381375,0.7072720497141071,0.6562475628250912,0.9642793953939629
HP,0.08631983281880014,0.10598535390896133,0.11080045085060768,0.12791680875601577,0.11439375607497428,0.1177228983088598,0.13395355331453226,0.14858296216226222,0.17210084431013606,0.17284923128907506,0.1838922284810297,0.2197811976037791,0.23560826450183137,0.21262537123334807,0.15303805382958663
Iron,0.41569834990980403,0.39179004441757204,0.37557086170808995,0.36564478653536925,0.34805717161235317,0.32302698855693773,0.29787646081962693,0.275762261321755,0.2607786391418661,0.243320980612789,0.23100671944091547,0.21924217224436657,0.21299912086106684,0.1906710357088762,0.29653182806367057
Nickel,0.0002946568985602125,0.0002892078081186434,0.00029115725645357225,0.00029521576373130225,0.00029702141464437717,0.0002988496784990811,0.00030362203885983183,0.0003072816647973205,0.00033021213076598623,0.00035533772594998725,0.00036336418850277293,0.0003579154145196474,0.0003625072239458258,0.00038563302986418217,0.00032371301694376735
Steel,0.02059056332863071,0.019003016861370427,0.01749651504322533,0.016061718677561197,0.014741111245844978,0.013497621013239706,0.012348593380105358,0.011268793887218322,0.010236848885014742,0.009274057380175917,0.008370870891031416,0.0075373429645917344,0.006769128642404293,0.006069740769309625,0.012376137354980268
